,datetime,rain,temp,wetb,dewpt,vappr,rhum,msl,no2,so2,pm10,pm2.5
44,2022-01-02 20:00:00,0.0,9.1,7.2,4.8,8.6,74.0,1001.6,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
45,2022-01-02 21:00:00,0.0,9.3,7.5,5.5,9.0,77.0,1002.4,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
46,2022-01-02 22:00:00,0.0,8.7,6.8,4.3,8.3,74.0,1002.9,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
47,2022-01-02 23:00:00,0.0,8.4,6.7,4.5,8.5,76.0,1002.9,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
48,2022-01-03 00:00:00,0.0,8.6,6.8,4.5,8.4,75.0,1003.0,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
49,2022-01-03 01:00:00,0.0,8.4,6.6,4.3,8.3,75.0,1002.6,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
50,2022-01-03 02:00:00,0.0,8.2,6.3,3.8,8.0,74.0,1002.5,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
51,2022-01-03 03:00:00,0.0,8.1,6.2,3.8,8.0,74.0,1002.4,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
52,2022-01-03 04:00:00,0.0,7.9,6.1,3.7,8.0,74.0,1001.8,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
53,2022-01-03 05:00:00,0.0,7.9,6.1,3.8,8.0,75.0,1001.6,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
54,2022-01-03 06:00:00,0.0,7.8,6.0,3.7,7.9,74.0,1001.2,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
55,2022-01-03 07:00:00,0.0,8.1,6.2,3.8,8.0,74.0,1001.1,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
56,2022-01-03 08:00:00,0.0,8.1,6.4,4.2,8.3,76.0,1001.0,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
57,2022-01-03 09:00:00,0.0,7.8,6.2,4.0,8.1,76.0,1001.5,22.523675762439808,2.272108262108262,15.033563218390805,8.306144366197184
58,2022-01-03 10:00:00,0.0,8.2,6.5,4.2,8.2,75.0,1001.7,5.98,0.22,13.32,7.29
59,2022-01-03 11:00:00,0.0,8.8,6.8,4.4,8.4,74.0,1001.5,7.76,0.32,12.06,6.96
60,2022-01-03 12:00:00,0.0,9.2,7.3,5.1,8.8,75.0,1001.2,8.14,0.48,13.26,7.03
61,2022-01-03 13:00:00,0.0,9.6,7.8,5.7,9.1,76.0,1001.1,8.83,0.5,14.76,9.07
62,2022-01-03 14:00:00,0.0,9.2,7.5,5.3,8.9,76.0,1000.5,9.77,0.38,11.98,6.98
63,2022-01-03 15:00:00,0.0,9.7,7.6,5.1,8.8,73.0,1000.1,11.4,0.24,11.29,6.5
64,2022-01-03 16:00:00,0.0,9.3,7.3,4.8,8.6,73.0,999.8,10.99,0.31,12.39,6.93
65,2022-01-03 17:00:00,0.0,9.3,7.2,4.5,8.4,72.0,999.6,12.36,0.28,13.22,8.47
66,2022-01-03 18:00:00,0.0,8.7,6.7,4.2,8.3,73.0,999.3,12.48,0.24,15.01,10.7
67,2022-01-03 19:00:00,0.0,8.9,6.9,4.5,8.4,73.0,999.7,14.78,0.5,14.73,10.55
68,2022-01-03 20:00:00,0.8,4.3,3.8,3.2,7.7,92.0,1000.9,19.14,0.31,7.53,5.49
69,2022-01-03 21:00:00,0.4,3.0,2.6,2.1,7.1,93.0,1001.7,20.98,-0.24,4.41,3.52
70,2022-01-03 22:00:00,0.2,2.9,2.5,1.8,6.9,92.0,1002.5,15.15,0.06,5.97,4.05
71,2022-01-03 23:00:00,0.1,3.1,2.0,0.2,6.2,81.0,1003.1,14.34,0.23,8.46,4.63
72,2022-01-04 00:00:00,0.0,3.6,2.2,-0.3,6.0,75.0,1003.5,16.89,0.33,7.69,3.86
73,2022-01-04 01:00:00,0.0,2.8,1.8,0.1,6.2,82.0,1003.6,13.91,0.52,9.95,4.78
74,2022-01-04 02:00:00,0.0,2.4,1.4,-0.3,6.0,82.0,1003.8,16.38,0.31,9.17,5.15
75,2022-01-04 03:00:00,0.0,2.0,1.3,-0.1,6.1,86.0,1004.2,13.11,0.09,9.93,6.17
76,2022-01-04 04:00:00,0.0,1.5,0.8,-0.3,6.0,87.0,1004.4,11.83,0.04,11.29,6.0
77,2022-01-04 05:00:00,0.0,0.9,0.4,-0.6,5.9,89.0,1005.2,13.82,0.0,8.58,4.59
78,2022-01-04 06:00:00,0.0,0.9,0.4,-0.5,5.9,90.0,1005.7,17.69,-0.01,7.67,4.33
79,2022-01-04 07:00:00,0.0,1.1,0.5,-0.5,5.9,88.0,1006.5,25.88,0.18,7.6,4.41
80,2022-01-04 08:00:00,0.0,0.6,0.2,-0.6,5.8,91.0,1007.2,36.61,0.36,7.96,4.57
81,2022-01-04 09:00:00,0.0,0.4,0.0,-0.8,5.7,91.0,1007.9,39.7,0.12,9.61,5.33
82,2022-01-04 10:00:00,0.0,0.9,0.2,-1.0,5.7,87.0,1008.6,36.97,0.29,11.48,6.23
83,2022-01-04 11:00:00,0.0,1.7,0.8,-1.0,5.7,82.0,1009.2,32.94,0.56,13.96,7.52
84,2022-01-04 12:00:00,0.0,2.7,1.4,-0.9,5.7,77.0,1008.9,26.78,0.37,16.12,7.77
85,2022-01-04 13:00:00,0.0,3.6,2.0,-0.7,5.8,73.0,1008.9,30.04,0.72,18.31,8.17
86,2022-01-04 14:00:00,0.0,3.9,2.3,-0.3,6.0,74.0,1009.1,24.82,0.6,16.66,7.77
87,2022-01-04 15:00:00,0.0,3.7,2.2,-0.2,6.0,75.0,1009.7,25.11,0.49,17.43,8.42
88,2022-01-04 16:00:00,0.0,2.8,1.5,-0.6,5.8,78.0,1010.0,24.24,-0.01,18.18,8.73
89,2022-01-04 17:00:00,0.0,2.3,1.2,-0.6,5.8,81.0,1010.5,24.7,-0.15,15.11,8.52
90,2022-01-04 18:00:00,0.0,1.7,0.9,-0.6,5.9,84.0,1010.8,31.3,-0.38,14.23,9.95
91,2022-01-04 19:00:00,0.0,1.3,0.6,-0.9,5.7,85.0,1011.0,36.5,-0.12,16.23,12.35
92,2022-01-04 20:00:00,0.0,0.8,0.2,-0.9,5.7,87.0,1011.6,28.73,-0.08,18.14,13.79
93,2022-01-04 21:00:00,0.0,0.6,0.2,-0.7,5.8,91.0,1011.8,23.05,-0.06,17.31,12.94
94,2022-01-04 22:00:00,0.0,0.5,0.1,-0.8,5.8,90.0,1012.3,24.24,-0.16,14.21,10.2
95,2022-01-04 23:00:00,0.0,0.2,-0.2,-1.0,5.7,91.0,1012.8,20.12,-0.1,15.08,11.01
96,2022-01-05 00:00:00,0.0,0.5,0.1,-0.7,5.8,91.0,1013.1,17.34,-0.12,13.93,10.46
97,2022-01-05 01:00:00,0.0,0.6,0.0,-1.1,5.6,88.0,1013.3,14.16,-0.06,13.54,9.29
98,2022-01-05 02:00:00,0.0,0.1,-0.5,-1.5,5.5,89.0,1013.2,10.99,-0.14,13.49,8.79
99,2022-01-05 03:00:00,0.0,-0.4,-0.8,-1.7,5.4,91.0,1013.5,10.94,-0.17,13.69,8.85
100,2022-01-05 04:00:00,0.0,-0.4,-0.8,-1.7,5.4,90.0,1014.1,13.85,-0.17,12.56,8.07
101,2022-01-05 05:00:00,0.0,-0.1,-0.6,-1.5,5.5,90.0,1014.8,12.68,-0.06,12.09,7.47
102,2022-01-05 06:00:00,0.0,0.2,-0.4,-1.5,5.5,88.0,1015.2,16.12,-0.09,11.35,6.81
103,2022-01-05 07:00:00,0.0,-0.1,-0.6,-1.7,5.4,89.0,1015.7,18.83,-0.09,11.07,6.09
104,2022-01-05 08:00:00,0.0,0.4,-0.2,-1.5,5.5,87.0,1016.4,33.92,-0.17,12.08,6.19
105,2022-01-05 09:00:00,0.0,0.6,-0.1,-1.2,5.6,87.0,1017.2,49.77,-0.15,14.48,6.48
106,2022-01-05 10:00:00,0.0,0.5,-0.1,-1.2,5.6,88.0,1018.0,43.82,0.14,14.98,7.61
107,2022-01-05 11:00:00,0.0,2.4,1.5,-0.3,6.0,82.0,1018.7,43.68,0.62,13.78,7.37
108,2022-01-05 12:00:00,0.0,3.6,2.4,0.5,6.4,80.0,1019.2,35.02,0.54,15.01,7.35
109,2022-01-05 13:00:00,0.0,4.1,2.8,0.7,6.4,78.0,1019.3,41.2,0.35,18.46,8.75
110,2022-01-05 14:00:00,0.0,4.6,2.9,0.2,6.2,73.0,1019.4,48.92,1.09,17.73,8.82
111,2022-01-05 15:00:00,0.0,3.6,2.4,0.2,6.2,78.0,1019.7,37.8,0.86,17.3,8.65
112,2022-01-05 16:00:00,0.0,2.4,1.5,-0.1,6.0,83.0,1020.0,50.04,0.32,22.35,12.78
113,2022-01-05 17:00:00,0.0,0.7,0.1,-1.0,5.7,87.0,1020.3,22.523675762439808,0.66,15.033563218390805,8.306144366197184
114,2022-01-05 18:00:00,0.0,1.2,0.5,-0.7,5.8,87.0,1020.7,22.523675762439808,1.27,15.033563218390805,8.306144366197184
115,2022-01-05 19:00:00,0.0,1.1,0.5,-0.6,5.9,88.0,1020.7,22.523675762439808,1.38,15.033563218390805,8.306144366197184
116,2022-01-05 20:00:00,0.0,1.2,0.7,-0.2,6.0,90.0,1020.7,22.523675762439808,2.3,15.033563218390805,8.306144366197184
117,2022-01-05 21:00:00,0.0,1.3,0.6,-0.7,5.8,86.0,1020.3,22.523675762439808,3.08,15.033563218390805,8.306144366197184
118,2022-01-05 22:00:00,0.0,-0.4,-1.0,-2.2,5.2,87.0,1020.0,59.27,1.94,15.033563218390805,8.306144366197184
119,2022-01-05 23:00:00,0.0,-1.7,-2.2,-3.2,4.8,89.0,1019.4,42.26,2.23,29.54,8.306144366197184
120,2022-01-06 00:00:00,0.0,-2.0,-2.7,-4.2,4.5,85.0,1019.2,35.6,2.13,22.66,8.306144366197184
121,2022-01-06 01:00:00,0.0,-1.6,-2.5,-4.6,4.3,79.0,1017.6,10.49,1.27,8.42,5.29
122,2022-01-06 02:00:00,0.0,0.1,-1.3,-4.4,4.4,71.0,1016.4,4.91,0.88,6.25,3.45
123,2022-01-06 03:00:00,0.0,2.3,0.5,-3.1,4.9,67.0,1015.2,3.73,0.89,6.71,3.15
124,2022-01-06 04:00:00,0.0,2.7,1.1,-1.9,5.3,71.0,1013.2,4.44,0.65,6.08,3.12
125,2022-01-06 05:00:00,0.0,5.1,3.1,-0.1,6.1,69.0,1011.6,4.29,0.31,7.39,3.15
126,2022-01-06 06:00:00,0.0,6.0,3.8,0.4,6.3,67.0,1010.3,4.26,0.52,7.25,3.24
127,2022-01-06 07:00:00,0.1,6.0,4.5,2.3,7.2,77.0,1007.9,5.03,0.55,8.41,3.49
128,2022-01-06 08:00:00,0.3,6.1,5.0,3.4,7.8,82.0,1006.5,20.74,0.41,6.94,3.56
129,2022-01-06 09:00:00,0.1,8.1,6.3,4.0,8.1,75.0,1004.7,18.22,0.33,3.71,1.9
130,2022-01-06 10:00:00,0.0,8.9,7.7,6.2,9.5,82.0,1003.6,12.74,0.39,3.28,1.98
131,2022-01-06 11:00:00,0.4,9.4,8.3,7.1,10.1,85.0,1003.4,21.26,0.41,3.61,2.33
132,2022-01-06 12:00:00,0.6,8.5,7.2,5.6,9.1,81.0,1002.6,14.72,0.5,6.18,3.86
133,2022-01-06 13:00:00,0.0,8.6,7.1,5.1,8.8,78.0,1002.3,11.17,0.61,12.19,7.54
134,2022-01-06 14:00:00,0.1,7.1,5.4,3.1,7.6,75.0,1002.1,13.53,0.34,9.99,6.11
135,2022-01-06 15:00:00,1.9,4.9,4.3,3.5,7.9,90.0,1002.6,19.34,0.4,11.21,6.49
136,2022-01-06 16:00:00,0.0,5.3,4.1,2.5,7.3,82.0,1002.7,18.29,0.28,10.95,6.79
137,2022-01-06 17:00:00,0.0,4.3,3.4,2.1,7.1,85.0,1003.5,14.71,0.11,9.66,6.28
138,2022-01-06 18:00:00,0.0,3.8,2.6,0.7,6.4,80.0,1004.3,14.64,-0.15,8.31,6.35
139,2022-01-06 19:00:00,0.1,3.2,2.4,1.0,6.6,85.0,1003.9,15.23,0.16,11.01,8.47
140,2022-01-06 20:00:00,0.9,2.2,1.8,1.1,6.6,92.0,1004.6,10.42,0.2,9.64,7.46
141,2022-01-06 21:00:00,0.1,2.3,1.9,1.3,6.7,92.0,1004.6,12.38,-0.03,4.9,4.41
142,2022-01-06 22:00:00,0.0,2.6,2.0,1.1,6.6,90.0,1004.8,10.09,0.08,5.27,4.52
143,2022-01-06 23:00:00,0.3,1.8,1.2,0.3,6.2,89.0,1004.9,6.15,0.17,4.93,3.88
144,2022-01-07 00:00:00,0.0,2.0,1.4,0.4,6.3,89.0,1005.3,3.97,0.18,5.26,3.88
145,2022-01-07 01:00:00,0.1,1.7,1.1,0.1,6.1,88.0,1005.1,3.53,0.2,3.57,2.74
146,2022-01-07 02:00:00,0.0,1.9,1.1,-0.2,6.0,86.0,1005.4,2.99,0.06,2.88,1.94
147,2022-01-07 03:00:00,0.0,1.6,0.9,-0.4,5.9,86.0,1005.4,2.16,0.17,3.01,1.77
148,2022-01-07 04:00:00,0.3,1.4,0.9,0.2,6.2,91.0,1005.2,2.92,0.06,2.44,1.52
149,2022-01-07 05:00:00,0.0,1.5,1.0,0.2,6.2,91.0,1005.7,2.83,-0.07,2.97,2.0
150,2022-01-07 06:00:00,0.0,1.5,0.9,-0.1,6.1,88.0,1006.3,3.9,0.12,2.77,1.72
151,2022-01-07 07:00:00,0.0,1.4,0.9,0.0,6.1,90.0,1006.4,8.25,0.13,2.97,1.89
152,2022-01-07 08:00:00,0.0,1.1,0.6,-0.3,6.0,90.0,1006.9,17.34,0.05,4.51,2.81
153,2022-01-07 09:00:00,0.0,2.2,1.2,-0.3,6.0,83.0,1007.1,28.6,0.35,8.39,5.0
154,2022-01-07 10:00:00,0.0,2.6,1.7,0.1,6.2,84.0,1007.0,27.26,0.37,8.67,4.76
155,2022-01-07 11:00:00,0.0,2.8,2.1,0.9,6.5,87.0,1007.9,18.77,0.25,8.2,4.64
156,2022-01-07 12:00:00,1.3,0.9,0.7,0.2,6.2,95.0,1009.0,26.35,-0.04,5.74,3.51
157,2022-01-07 13:00:00,1.2,1.6,1.3,0.9,6.5,95.0,1008.9,31.64,-0.07,5.1,3.4
158,2022-01-07 14:00:00,0.0,2.9,2.5,1.8,7.0,92.0,1009.3,21.04,0.26,7.52,3.24
159,2022-01-07 15:00:00,0.0,2.8,2.4,1.7,6.9,92.0,1009.9,24.57,0.57,5.53,3.85
160,2022-01-07 16:00:00,0.0,2.8,2.5,2.0,7.1,94.0,1010.3,34.87,0.07,7.75,6.37
161,2022-01-07 17:00:00,0.0,3.5,3.1,2.6,7.4,94.0,1010.8,41.72,-0.07,10.74,9.11
162,2022-01-07 18:00:00,0.0,3.1,2.7,2.1,7.1,93.0,1010.9,43.36,0.25,14.33,11.2
163,2022-01-07 19:00:00,0.0,3.9,3.5,2.7,7.4,91.0,1011.2,50.28,0.82,18.3,14.99
164,2022-01-07 20:00:00,0.0,4.6,4.0,3.1,7.6,89.0,1011.1,26.54,0.1,14.22,10.95
165,2022-01-07 21:00:00,0.0,5.4,4.7,3.7,8.0,88.0,1010.7,25.36,0.21,19.09,15.23
166,2022-01-07 22:00:00,0.2,5.6,5.2,4.7,8.5,94.0,1009.8,15.36,0.21,17.2,13.74
167,2022-01-07 23:00:00,0.1,6.1,5.7,5.1,8.8,93.0,1008.7,18.19,0.1,13.0,11.21
168,2022-01-08 00:00:00,0.1,7.2,6.7,6.0,9.4,92.0,1007.1,10.26,0.2,15.65,11.04
169,2022-01-08 01:00:00,0.2,7.4,6.7,5.9,9.3,90.0,1005.1,4.41,0.12,11.48,8.0
170,2022-01-08 02:00:00,0.3,7.9,7.0,6.0,9.4,88.0,1003.3,3.26,0.21,8.83,6.13
171,2022-01-08 03:00:00,0.0,8.7,7.5,6.1,9.4,83.0,1000.9,2.99,0.16,5.75,4.2
172,2022-01-08 04:00:00,0.0,9.0,7.8,6.5,9.7,84.0,998.9,2.77,0.64,2.86,2.21
173,2022-01-08 05:00:00,0.1,8.9,8.2,7.5,10.4,90.0,997.0,2.44,0.53,1.83,1.46
174,2022-01-08 06:00:00,0.3,9.4,8.7,8.0,10.7,90.0,995.3,2.39,0.36,0.8,0.54
175,2022-01-08 07:00:00,0.2,9.8,9.2,8.6,11.2,92.0,994.0,3.1,0.34,0.57,0.34
176,2022-01-08 08:00:00,0.7,9.0,8.4,7.6,10.4,90.0,994.7,5.35,0.46,5.0,3.22
177,2022-01-08 09:00:00,1.5,7.1,6.5,5.8,9.2,91.0,994.0,8.58,0.15,15.21,10.61
178,2022-01-08 10:00:00,0.0,7.2,6.3,5.2,8.8,87.0,993.9,20.51,0.49,20.06,14.01
179,2022-01-08 11:00:00,0.0,7.1,5.9,4.2,8.3,81.0,994.7,22.21,0.66,30.69,8.306144366197184
180,2022-01-08 12:00:00,0.0,7.2,5.6,3.5,7.8,77.0,994.4,19.33,0.69,28.33,16.08
181,2022-01-08 13:00:00,0.0,7.1,5.1,2.2,7.2,71.0,994.1,15.45,0.69,19.79,11.24
182,2022-01-08 14:00:00,0.0,6.5,4.8,2.2,7.2,74.0,994.5,12.79,0.59,13.89,7.72
183,2022-01-08 15:00:00,0.0,5.6,4.0,1.6,6.8,75.0,994.8,13.31,0.58,11.5,5.61
184,2022-01-08 16:00:00,0.0,5.2,3.9,1.9,7.0,79.0,995.1,14.15,0.25,12.01,6.75
185,2022-01-08 17:00:00,0.0,4.6,3.3,1.3,6.7,79.0,996.0,13.29,0.03,11.6,7.66
186,2022-01-08 18:00:00,0.0,4.2,3.1,1.4,6.7,82.0,996.4,13.1,0.13,11.3,8.17
187,2022-01-08 19:00:00,0.0,3.9,2.9,1.4,6.7,83.0,996.3,12.94,0.28,10.82,8.41
188,2022-01-08 20:00:00,0.0,3.5,2.6,1.2,6.7,85.0,996.9,10.9,0.32,6.66,5.77
189,2022-01-08 21:00:00,0.0,3.0,2.3,1.0,6.6,86.0,997.2,9.72,0.33,9.33,7.22
190,2022-01-08 22:00:00,0.0,3.0,2.2,0.8,6.5,85.0,997.5,9.03,0.25,10.19,7.68
191,2022-01-08 23:00:00,0.0,3.0,2.1,0.7,6.4,85.0,997.6,7.7,0.4,11.14,7.68
192,2022-01-09 00:00:00,0.0,2.7,1.9,0.6,6.4,86.0,997.8,5.56,0.45,8.8,6.12
193,2022-01-09 01:00:00,0.0,2.4,1.7,0.5,6.3,87.0,998.3,4.54,0.35,9.42,6.07
194,2022-01-09 02:00:00,0.0,2.4,1.8,0.7,6.4,88.0,998.6,3.71,0.46,6.92,4.64
195,2022-01-09 03:00:00,0.0,2.7,2.0,0.9,6.5,87.0,998.5,3.13,0.38,7.47,4.8
196,2022-01-09 04:00:00,0.0,3.0,2.2,0.9,6.5,86.0,998.3,2.24,0.28,6.62,4.07
197,2022-01-09 05:00:00,0.0,3.2,2.5,1.3,6.7,87.0,998.4,2.14,0.32,7.76,4.46
198,2022-01-09 06:00:00,0.0,4.0,3.0,1.6,6.9,84.0,998.6,2.58,0.3,10.92,6.1
199,2022-01-09 07:00:00,0.0,4.3,3.4,2.0,7.1,85.0,998.9,3.18,0.36,9.84,6.04
200,2022-01-09 08:00:00,0.0,4.1,3.2,1.7,6.9,84.0,999.4,4.76,0.22,11.42,6.3
201,2022-01-09 09:00:00,0.0,3.9,3.0,1.8,7.0,86.0,999.8,7.65,0.3,10.43,5.87
202,2022-01-09 10:00:00,0.0,4.7,3.7,2.4,7.2,84.0,999.9,9.54,0.3,11.1,6.71
203,2022-01-09 11:00:00,0.0,5.3,4.2,2.6,7.4,82.0,1000.5,8.66,0.43,11.85,6.66
204,2022-01-09 12:00:00,0.0,6.2,4.9,3.0,7.6,80.0,1000.6,11.63,0.44,12.14,7.17
205,2022-01-09 13:00:00,0.0,6.9,5.6,3.7,8.0,80.0,1000.9,10.37,0.5,13.68,8.33
206,2022-01-09 14:00:00,0.0,7.6,6.1,4.1,8.2,78.0,1001.0,10.8,0.49,13.66,8.76
207,2022-01-09 15:00:00,0.0,7.8,6.3,4.4,8.4,79.0,1001.4,12.62,0.56,15.28,9.65
208,2022-01-09 16:00:00,0.0,7.2,6.0,4.4,8.4,82.0,1002.2,14.42,0.41,17.15,10.97
209,2022-01-09 17:00:00,0.0,6.9,5.9,4.6,8.5,85.0,1003.0,15.1,0.24,21.08,13.56
210,2022-01-09 18:00:00,0.0,7.0,6.0,4.8,8.6,86.0,1003.8,15.03,0.18,21.88,14.78
211,2022-01-09 19:00:00,0.0,7.1,6.3,5.2,8.8,87.0,1004.4,16.75,0.29,25.47,17.55
212,2022-01-09 20:00:00,0.0,7.2,6.3,5.2,8.8,86.0,1005.2,19.9,0.39,25.2,8.306144366197184
213,2022-01-09 21:00:00,0.0,7.0,6.1,5.0,8.7,87.0,1005.7,22.12,0.38,24.87,8.306144366197184
214,2022-01-09 22:00:00,0.0,7.0,6.2,5.2,8.9,88.0,1006.5,19.18,0.26,19.29,16.51
215,2022-01-09 23:00:00,0.2,6.7,6.1,5.4,9.0,91.0,1006.9,19.93,0.4,15.23,13.22
216,2022-01-10 00:00:00,0.1,6.4,6.1,5.6,9.1,94.0,1007.2,29.89,0.43,15.6,13.56
217,2022-01-10 01:00:00,0.0,6.6,6.2,5.8,9.2,94.0,1007.6,18.97,0.15,15.59,13.54
218,2022-01-10 02:00:00,0.0,6.8,6.4,6.0,9.3,94.0,1007.9,15.72,0.17,9.76,8.6
219,2022-01-10 03:00:00,0.2,7.0,6.7,6.3,9.5,95.0,1008.2,11.67,0.12,5.12,4.3
