"Date and Time","NO<sub>2</sub>","SO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-01-04 07:00:00",25.88,0.18,7.6,4.41
"2022-01-04 08:00:00",36.61,0.36,7.96,4.57
"2022-01-04 09:00:00",39.7,0.12,9.61,5.33
"2022-01-04 10:00:00",36.97,0.29,11.48,6.23
"2022-01-04 11:00:00",32.94,0.56,13.96,7.52
"2022-01-04 12:00:00",26.78,0.37,16.12,7.77
"2022-01-04 13:00:00",30.04,0.72,18.31,8.17
"2022-01-04 14:00:00",24.82,0.6,16.66,7.77
"2022-01-04 15:00:00",25.11,0.49,17.43,8.42
"2022-01-04 16:00:00",24.24,-0.01,18.18,8.73
"2022-01-04 17:00:00",24.7,-0.15,15.11,8.52
"2022-01-04 18:00:00",31.3,-0.38,14.23,9.95
"2022-01-04 19:00:00",36.5,-0.12,16.23,12.35
"2022-01-04 20:00:00",28.73,-0.08,18.14,13.79
"2022-01-04 21:00:00",23.05,-0.06,17.31,12.94
"2022-01-04 22:00:00",24.24,-0.16,14.21,10.2
"2022-01-04 23:00:00",20.12,-0.1,15.08,11.01
"2022-01-05 00:00:00",17.34,-0.12,13.93,10.46
"2022-01-05 01:00:00",14.16,-0.06,13.54,9.29
"2022-01-05 02:00:00",10.99,-0.14,13.49,8.79
"2022-01-05 03:00:00",10.94,-0.17,13.69,8.85
"2022-01-05 04:00:00",13.85,-0.17,12.56,8.07
"2022-01-05 05:00:00",12.68,-0.06,12.09,7.47
"2022-01-05 06:00:00",16.12,-0.09,11.35,6.81
"2022-01-05 07:00:00",18.83,-0.09,11.07,6.09
"2022-01-05 08:00:00",33.92,-0.17,12.08,6.19
"2022-01-05 09:00:00",49.77,-0.15,14.48,6.48
"2022-01-05 10:00:00",43.82,0.14,14.98,7.61
"2022-01-05 11:00:00",43.68,0.62,13.78,7.37
"2022-01-05 12:00:00",35.02,0.54,15.01,7.35
"2022-01-05 13:00:00",41.2,0.35,18.46,8.75
"2022-01-05 14:00:00",48.92,1.09,17.73,8.82
"2022-01-05 15:00:00",37.8,0.86,17.3,8.65
"2022-01-05 16:00:00",50.04,0.32,22.35,12.78
"2022-01-05 17:00:00",68.43,0.66,37.96,19.86
"2022-01-05 18:00:00",70.1,1.27,40.93,27.25
"2022-01-05 19:00:00",68.44,1.38,56.22,44.89
"2022-01-05 20:00:00",74.57,2.3,69.94,58.12
"2022-01-05 21:00:00",78.05,3.08,106.64,97.21
"2022-01-05 22:00:00",59.27,1.94,52.55,48.25
"2022-01-05 23:00:00",42.26,2.23,29.54,24.92
"2022-01-06 00:00:00",35.6,2.13,22.66,19.08
"2022-01-06 01:00:00",10.49,1.27,8.42,5.29
"2022-01-06 02:00:00",4.91,0.88,6.25,3.45
"2022-01-06 03:00:00",3.73,0.89,6.71,3.15
"2022-01-06 04:00:00",4.44,0.65,6.08,3.12
"2022-01-06 05:00:00",4.29,0.31,7.39,3.15
"2022-01-06 06:00:00",4.26,0.52,7.25,3.24
"2022-01-06 07:00:00",5.03,0.55,8.41,3.49
"2022-01-06 08:00:00",20.74,0.41,6.94,3.56
"2022-01-06 09:00:00",18.22,0.33,3.71,1.9
"2022-01-06 10:00:00",12.74,0.39,3.28,1.98
"2022-01-06 11:00:00",21.26,0.41,3.61,2.33
"2022-01-06 12:00:00",14.72,0.5,6.18,3.86
"2022-01-06 13:00:00",11.17,0.61,12.19,7.54
"2022-01-06 14:00:00",13.53,0.34,9.99,6.11
"2022-01-06 15:00:00",19.34,0.4,11.21,6.49
"2022-01-06 16:00:00",18.29,0.28,10.95,6.79
"2022-01-06 17:00:00",14.71,0.11,9.66,6.28
"2022-01-06 18:00:00",14.64,-0.15,8.31,6.35
"2022-01-06 19:00:00",15.23,0.16,11.01,8.47
"2022-01-06 20:00:00",10.42,0.2,9.64,7.46
"2022-01-06 21:00:00",12.38,-0.03,4.9,4.41
"2022-01-06 22:00:00",10.09,0.08,5.27,4.52
"2022-01-06 23:00:00",6.15,0.17,4.93,3.88
"2022-01-07 00:00:00",3.97,0.18,5.26,3.88
"2022-01-07 01:00:00",3.53,0.2,3.57,2.74
"2022-01-07 02:00:00",2.99,0.06,2.88,1.94
"2022-01-07 03:00:00",2.16,0.17,3.01,1.77
"2022-01-07 04:00:00",2.92,0.06,2.44,1.52
"2022-01-07 05:00:00",2.83,-0.07,2.97,2
"2022-01-07 06:00:00",3.9,0.12,2.77,1.72
"2022-01-07 07:00:00",8.25,0.13,2.97,1.89
"2022-01-07 08:00:00",17.34,0.05,4.51,2.81
"2022-01-07 09:00:00",28.6,0.35,8.39,5
"2022-01-07 10:00:00",27.26,0.37,8.67,4.76
"2022-01-07 11:00:00",18.77,0.25,8.2,4.64
"2022-01-07 12:00:00",26.35,-0.04,5.74,3.51
"2022-01-07 13:00:00",31.64,-0.07,5.1,3.4
"2022-01-07 14:00:00",21.04,0.26,7.52,3.24
"2022-01-07 15:00:00",24.57,0.57,5.53,3.85
"2022-01-07 16:00:00",34.87,0.07,7.75,6.37
"2022-01-07 17:00:00",41.72,-0.07,10.74,9.11
"2022-01-07 18:00:00",43.36,0.25,14.33,11.2
"2022-01-07 19:00:00",50.28,0.82,18.3,14.99
"2022-01-07 20:00:00",26.54,0.1,14.22,10.95
"2022-01-07 21:00:00",25.36,0.21,19.09,15.23
"2022-01-07 22:00:00",15.36,0.21,17.2,13.74
"2022-01-07 23:00:00",18.19,0.1,13,11.21
"2022-01-08 00:00:00",10.26,0.2,15.65,11.04
"2022-01-08 01:00:00",4.41,0.12,11.48,8
"2022-01-08 02:00:00",3.26,0.21,8.83,6.13
"2022-01-08 03:00:00",2.99,0.16,5.75,4.2
"2022-01-08 04:00:00",2.77,0.64,2.86,2.21
"2022-01-08 05:00:00",2.44,0.53,1.83,1.46
"2022-01-08 06:00:00",2.39,0.36,0.8,0.54
"2022-01-08 07:00:00",3.1,0.34,0.57,0.34
"2022-01-08 08:00:00",5.35,0.46,5,3.22
"2022-01-08 09:00:00",8.58,0.15,15.21,10.61
"2022-01-08 10:00:00",20.51,0.49,20.06,14.01
"2022-01-08 11:00:00",22.21,0.66,30.69,18.07
"2022-01-08 12:00:00",19.33,0.69,28.33,16.08
"2022-01-08 13:00:00",15.45,0.69,19.79,11.24
"2022-01-08 14:00:00",12.79,0.59,13.89,7.72
"2022-01-08 15:00:00",13.31,0.58,11.5,5.61
"2022-01-08 16:00:00",14.15,0.25,12.01,6.75
"2022-01-08 17:00:00",13.29,0.03,11.6,7.66
"2022-01-08 18:00:00",13.1,0.13,11.3,8.17
"2022-01-08 19:00:00",12.94,0.28,10.82,8.41
"2022-01-08 20:00:00",10.9,0.32,6.66,5.77
"2022-01-08 21:00:00",9.72,0.33,9.33,7.22
"2022-01-08 22:00:00",9.03,0.25,10.19,7.68
"2022-01-08 23:00:00",7.7,0.4,11.14,7.68
"2022-01-09 00:00:00",5.56,0.45,8.8,6.12
"2022-01-09 01:00:00",4.54,0.35,9.42,6.07
"2022-01-09 02:00:00",3.71,0.46,6.92,4.64
"2022-01-09 03:00:00",3.13,0.38,7.47,4.8
"2022-01-09 04:00:00",2.24,0.28,6.62,4.07
"2022-01-09 05:00:00",2.14,0.32,7.76,4.46
"2022-01-09 06:00:00",2.58,0.3,10.92,6.1
"2022-01-09 07:00:00",3.18,0.36,9.84,6.04
"2022-01-09 08:00:00",4.76,0.22,11.42,6.3
"2022-01-09 09:00:00",7.65,0.3,10.43,5.87
"2022-01-09 10:00:00",9.54,0.3,11.1,6.71
"2022-01-09 11:00:00",8.66,0.43,11.85,6.66
"2022-01-09 12:00:00",11.63,0.44,12.14,7.17
"2022-01-09 13:00:00",10.37,0.5,13.68,8.33
"2022-01-09 14:00:00",10.8,0.49,13.66,8.76
"2022-01-09 15:00:00",12.62,0.56,15.28,9.65
"2022-01-09 16:00:00",14.42,0.41,17.15,10.97
"2022-01-09 17:00:00",15.1,0.24,21.08,13.56
"2022-01-09 18:00:00",15.03,0.18,21.88,14.78
"2022-01-09 19:00:00",16.75,0.29,25.47,17.55
"2022-01-09 20:00:00",19.9,0.39,25.2,18.13
"2022-01-09 21:00:00",22.12,0.38,24.87,20.36
"2022-01-09 22:00:00",19.18,0.26,19.29,16.51
"2022-01-09 23:00:00",19.93,0.4,15.23,13.22
"2022-01-10 00:00:00",29.89,0.43,15.6,13.56
"2022-01-10 01:00:00",18.97,0.15,15.59,13.54
"2022-01-10 02:00:00",15.72,0.17,9.76,8.6
"2022-01-10 03:00:00",11.67,0.12,5.12,4.3
"2022-01-10 04:00:00",9.43,0.07,2.17,1.49
"2022-01-10 05:00:00",12.2,0.15,1.31,0.82
"2022-01-10 06:00:00",24.8,0.33,1.74,0.92
"2022-01-10 07:00:00",48.74,1.51,4.37,2.2
"2022-01-10 08:00:00",59.74,3.21,4.9,3.08
"2022-01-10 09:00:00",60.45,2.42,4.28,2.74
"2022-01-10 10:00:00",61.69,1.6,6.88,3.86
"2022-01-10 11:00:00",39.59,0.65,7.46,3.51
"2022-01-10 12:00:00",13.52,0.38,4.83,2.5
"2022-01-10 13:00:00",12.54,0.28,4.72,2.73
"2022-01-10 14:00:00",20,0.39,9.88,2.56
"2022-01-10 15:00:00",19.93,0.35,6.75,3.98
"2022-01-10 16:00:00",15.62,0.42,7.42,3.54
"2022-01-10 17:00:00",15.85,0.03,6.17,4.12
"2022-01-10 18:00:00",16.64,-0.12,6.28,4.87
"2022-01-10 19:00:00",20.09,-0.12,6.88,5.76
"2022-01-10 20:00:00",21.58,-0.09,13.01,9.06
"2022-01-10 21:00:00",22.4,-0.01,14.36,10.61
"2022-01-10 22:00:00",20.21,-0.03,15.12,10.48
"2022-01-10 23:00:00",18.36,-0.12,17.2,11.23
"2022-01-11 00:00:00",15.17,-0.14,16.84,10.56
"2022-01-11 01:00:00",13.94,-0.07,17.68,10.83
"2022-01-11 02:00:00",14.39,-0.32,16.96,10.67
"2022-01-11 03:00:00",15.23,-0.22,18.07,10.7
"2022-01-11 04:00:00",12.03,-0.21,19.83,11.14
"2022-01-11 05:00:00",11.65,-0.19,20.12,11.14
"2022-01-11 06:00:00",19.23,-0.22,18.68,9.93
"2022-01-11 07:00:00",35.3,0.05,16.54,9.41
"2022-01-11 08:00:00",64.44,0.5,18.24,10.03
"2022-01-11 09:00:00",69.32,0.69,23.13,11.77
"2022-01-11 10:00:00",75.67,1.55,49.93,22.75
"2022-01-11 11:00:00",51.92,0.44,47.21,13.77
"2022-01-11 12:00:00",52.24,0.72,31.74,12.31
"2022-01-11 13:00:00",28.91,0.2,26.27,10.52
"2022-01-11 14:00:00",27.86,0.45,25.67,9.86
"2022-01-11 15:00:00",35.18,0.16,24.04,9.26
"2022-01-11 16:00:00",42.29,0.13,24.69,10.35
"2022-01-11 17:00:00",43.59,-0.28,25.24,12.75
"2022-01-11 18:00:00",58.86,-0.31,29.79,20.94
"2022-01-11 19:00:00",56.42,-0.11,33.46,25.75
"2022-01-11 20:00:00",44.29,-0.01,25.06,18.65
"2022-01-11 21:00:00",45.11,-0.08,28.19,22.56
"2022-01-11 22:00:00",33.48,0.07,26.33,19.99
"2022-01-11 23:00:00",30.97,-0.04,17.85,12.8
"2022-01-12 00:00:00",12.96,-0.07,14.41,8.58
"2022-01-12 01:00:00",10.6,-0.19,13.26,7.53
"2022-01-12 02:00:00",8.44,-0.3,12.1,6.74
"2022-01-12 03:00:00",5.42,-0.37,10.95,5.65
"2022-01-12 04:00:00",4.97,-0.36,10.95,5.29
"2022-01-12 05:00:00",5.22,-0.31,10.4,4.98
"2022-01-12 06:00:00",10.25,-0.35,9.58,4.88
"2022-01-12 07:00:00",21.19,-0.37,10.37,5.04
"2022-01-12 08:00:00",29.84,-0.44,11.27,5.19
"2022-01-12 09:00:00",51.85,-0.32,14.77,6.04
"2022-01-12 10:00:00",64.42,0.5,19.11,7.63
"2022-01-12 11:00:00",43.05,0.24,17.99,7.06
"2022-01-12 12:00:00",38.2,0.38,22.88,7.66
"2022-01-12 13:00:00",24.45,-0.2,16.11,6.34
"2022-01-12 14:00:00",22.11,0.54,18.63,6.54
"2022-01-12 15:00:00",19.15,0.52,16.4,7.23
"2022-01-12 16:00:00",28.85,0.35,22.45,7.73
"2022-01-12 17:00:00",43.56,-0.21,44.86,20.58
"2022-01-12 18:00:00",72.38,0.75,55.82,22.91
"2022-01-12 19:00:00",76.82,0.71,88.02,50.95
"2022-01-12 20:00:00",72.46,1.29,74.24,46.79
"2022-01-12 21:00:00",65.56,1.7,49.68,34.97
"2022-01-12 22:00:00",63.95,1.16,38.46,25.63
"2022-01-12 23:00:00",53.79,0.06,39.12,33.85
"2022-01-13 00:00:00",42.86,-0.07,22.43,17.65
"2022-01-13 01:00:00",50.02,0.06,25.73,21.75
"2022-01-13 02:00:00",26.49,-0.08,10.88,8.11
"2022-01-13 03:00:00",28.88,-0.15,10.39,7.92
"2022-01-13 04:00:00",16.38,-0.33,8.96,5.87
"2022-01-13 05:00:00",34.46,-0.35,11.22,8.42
"2022-01-13 06:00:00",40.04,-0.13,11.85,7.94
"2022-01-13 07:00:00",46.33,0.39,12.67,7.93
"2022-01-13 08:00:00",48.73,-0.33,11.51,6.63
"2022-01-13 09:00:00",63.12,-0.24,11.88,7
"2022-01-13 10:00:00",45.27,0.04,14.03,6.78
"2022-01-13 11:00:00",24.33,0.25,34.69,9.1
"2022-01-13 12:00:00",18.22,0.02,12.79,5.8
"2022-01-13 13:00:00",16.99,-0.21,14.67,6.62
"2022-01-13 14:00:00",17.98,0.29,16.07,6.88
"2022-01-13 15:00:00",25.06,0.08,14.9,7.86
"2022-01-13 16:00:00",28.43,-0.54,16.55,9.04
"2022-01-13 17:00:00",31.73,-0.41,19.15,11.05
"2022-01-13 18:00:00",27.87,-0.33,19.02,13.8
"2022-01-13 19:00:00",35.88,-0.21,26.85,21.76
"2022-01-13 20:00:00",45.17,0.08,34.6,30
"2022-01-13 21:00:00",60.93,0.33,50.24,43.04
"2022-01-13 22:00:00",49.85,0.56,32.89,28.96
"2022-01-13 23:00:00",40.3,0.5,29.36,26.51
"2022-01-14 00:00:00",37.65,0.31,31.17,28.52
"2022-01-14 01:00:00",23.46,0.4,24.26,22.18
"2022-01-14 02:00:00",15.9,0.23,19.49,16.13
"2022-01-14 03:00:00",21.06,0.15,19.25,15.71
"2022-01-14 04:00:00",19.55,0.11,19.51,15.3
"2022-01-14 05:00:00",18.54,0,39.08,17.96
"2022-01-14 06:00:00",18.52,-0.17,17.91,14.92
"2022-01-14 07:00:00",22.59,-0.31,15.76,12.55
"2022-01-14 08:00:00",43.6,-0.01,18.84,12.94
"2022-01-14 09:00:00",66.57,0.53,21.25,13.95
"2022-01-14 10:00:00",74.74,2.66,63.6,22.68
"2022-01-14 11:00:00",79.61,3.65,87.21,28.88
"2022-01-14 12:00:00",79.69,3.14,98.79,27.98
"2022-01-14 13:00:00",76.99,3.34,131.31,34.63
"2022-01-14 14:00:00",57.02,2.12,64.76,20.38
"2022-01-14 15:00:00",68.74,2.43,166.15,33.75
"2022-01-14 16:00:00",59.34,1.98,101.1,24.24
"2022-01-14 17:00:00",56.42,0.98,45.33,16.57
"2022-01-14 18:00:00",46,-0.11,53.02,19.95
"2022-01-14 19:00:00",52.26,0.27,50.04,26.06
"2022-01-14 20:00:00",36.71,0.02,34.89,23.31
"2022-01-14 21:00:00",39.87,-0.02,36.37,24.84
"2022-01-14 22:00:00",33.68,0.05,22.25,18.64
"2022-01-14 23:00:00",55.63,0.5,36.27,27.09
"2022-01-15 00:00:00",64.65,0.98,61.94,55.8
"2022-01-15 01:00:00",59.66,1.91,83.77,76.16
"2022-01-15 02:00:00",48.97,3.12,85.17,76.85
"2022-01-15 03:00:00",47,3.49,90.25,77.44
"2022-01-15 04:00:00",49.34,2.79,84.44,69.21
"2022-01-15 05:00:00",55.05,2.31,66.9,49.36
"2022-01-15 06:00:00",48.71,0.95,39.61,23.47
"2022-01-15 07:00:00",28.16,0.53,23.02,17.84
"2022-01-15 08:00:00",32.14,0.79,24.35,19.59
"2022-01-15 09:00:00",47.48,1.47,27.95,22.47
"2022-01-15 10:00:00",44.28,0.87,21.46,18.78
"2022-01-15 11:00:00",53.85,2.28,50.26,20.74
"2022-01-15 12:00:00",54.29,2.25,21.99,17.17
"2022-01-15 13:00:00",44.81,0.89,19.79,16.8
"2022-01-15 14:00:00",23.27,0.72,14.53,7.94
"2022-01-15 15:00:00",32.32,0.77,23.69,12.63
"2022-01-15 16:00:00",43.81,1.04,20.54,10.07
"2022-01-15 17:00:00",36.99,0.55,21.32,14.02
"2022-01-15 18:00:00",40.36,0.35,22.39,16.24
"2022-01-15 19:00:00",54.03,1.33,42.35,23.36
"2022-01-15 20:00:00",36.42,0.67,24.94,20.18
"2022-01-15 21:00:00",37.68,0.57,28.02,20.84
"2022-01-15 22:00:00",40.36,0.63,23.41,19.05
"2022-01-15 23:00:00",28.86,0.7,20.15,17.83
"2022-01-16 00:00:00",38.95,0.82,28,25.38
"2022-01-16 01:00:00",54.44,1.18,40.64,36.73
"2022-01-16 02:00:00",46.91,1.03,22.41,19.22
"2022-01-16 03:00:00",18.34,0.51,14.2,11.77
"2022-01-16 04:00:00",8.16,0.29,13.67,11.24
"2022-01-16 05:00:00",9.76,0.38,15.55,13.13
"2022-01-16 06:00:00",7.15,0.28,14.2,11.79
"2022-01-16 07:00:00",10.1,0.22,13.46,11.85
"2022-01-16 08:00:00",11.43,0.15,13.99,12.12
"2022-01-16 09:00:00",30.61,0.37,9.34,7.77
"2022-01-16 10:00:00",32.09,0.33,10.15,5.66
"2022-01-16 11:00:00",27.06,0.32,15.87,7.52
"2022-01-16 12:00:00",32.53,0.45,17.98,8.67
"2022-01-16 13:00:00",29.92,0.81,19.2,9.64
"2022-01-16 14:00:00",14.66,1.16,18.42,9.41
"2022-01-16 15:00:00",21.26,1.02,18.06,9.15
"2022-01-16 16:00:00",29.88,0.44,20.07,10.34
"2022-01-16 17:00:00",39.89,0.04,22.79,14.53
"2022-01-16 18:00:00",35.86,0.08,25.98,18.47
"2022-01-16 19:00:00",51.56,0.5,33.9,25.98
"2022-01-16 20:00:00",60.25,0.66,30.09,21.8
"2022-01-16 21:00:00",48.55,0.51,33.01,26.2
"2022-01-16 22:00:00",52.61,0.47,33.82,27.66
"2022-01-16 23:00:00",66.39,0.4,36.45,29.5
"2022-01-17 00:00:00",54.49,0.32,32.05,25.83
"2022-01-17 01:00:00",44.47,-0.05,24.31,19.39
"2022-01-17 02:00:00",51.73,0.15,22.39,17.75
"2022-01-17 03:00:00",37.15,0.03,21.3,15.45
"2022-01-17 04:00:00",33.66,-0.01,18.32,12.95
"2022-01-17 05:00:00",42.59,0.07,14.85,11.3
"2022-01-17 06:00:00",41.93,-0.04,14.33,10.3
"2022-01-17 07:00:00",59.86,0.34,14.43,10.89
"2022-01-17 08:00:00",64.2,1.17,17.02,12.03
"2022-01-17 09:00:00",81.36,3.87,23.09,13.98
"2022-01-17 10:00:00",80.69,6.82,47.78,21.42
"2022-01-17 11:00:00",91.43,9.7,80.22,30.98
"2022-01-17 12:00:00",88.89,8.72,69.08,23.63
"2022-01-17 13:00:00",63.14,2.34,53.14,13.82
"2022-01-17 14:00:00",77.97,4.16,33.89,18.68
"2022-01-17 15:00:00",72.58,3.94,32.84,14.53
"2022-01-17 16:00:00",69.85,2.59,49.74,16.19
"2022-01-17 17:00:00",74.28,4.25,183.35,37.38
"2022-01-17 18:00:00",72.87,4.64,113.69,28.67
"2022-01-17 19:00:00",71.38,4.55,66.4,24.98
"2022-01-17 20:00:00",73.4,4.39,75.84,55.72
"2022-01-17 21:00:00",78.43,7.34,150.54,130.81
"2022-01-17 22:00:00",81.11,7.52,183.24,166.54
"2022-01-17 23:00:00",64.86,6.4,162.64,152.13
"2022-01-18 00:00:00",73.4,9.12,180.49,166.3
"2022-01-18 01:00:00",60.22,5.81,120.34,112.76
"2022-01-18 02:00:00",50.96,4.09,78.53,71.8
"2022-01-18 03:00:00",32.08,0.81,19.74,14.84
"2022-01-18 04:00:00",54.25,3.09,56.58,48.14
"2022-01-18 05:00:00",51.62,1.9,37.36,31.51
"2022-01-18 06:00:00",48.91,1.85,28.54,24.17
"2022-01-18 07:00:00",49.01,5.32,45.31,38.41
"2022-01-18 08:00:00",57.16,7.48,38.95,33.68
"2022-01-18 09:00:00",78.89,10.75,50.88,33.82
"2022-01-18 10:00:00",96.91,9.42,60.49,30.21
"2022-01-18 11:00:00",88.62,8.78,77.37,34.36
"2022-01-18 12:00:00",81.88,7.89,57.82,28.65
"2022-01-18 13:00:00",86.99,5.5,36.26,19.75
"2022-01-18 14:00:00",82.28,6.55,38.37,15.8
"2022-01-18 14:01:00",,
"2022-01-18 15:00:00",,,21.46,7.32
"2022-01-18 15:01:00",,
"2022-01-18 16:00:00",,,21.62,8.12
"2022-01-18 17:00:00",,4.7,24.36,8.38
"2022-01-18 18:00:00",,6.94,14.87,11.16
"2022-01-18 19:00:00",,4.76,12.68,10.62
"2022-01-18 20:00:00",,6.82,7.27,6.19
"2022-01-18 21:00:00",,6.33,7.07,6.17
"2022-01-18 22:00:00",,6.78,9.95,8.68
"2022-01-18 23:00:00",,5.7,11.01,8.55
"2022-01-19 00:00:00",,4.92,12.66,9.67
"2022-01-19 01:00:00",,4.42,14.24,9.96
"2022-01-19 02:00:00",,4.06,14.84,10.07
"2022-01-19 03:00:00",,3.54,13.78,9.63
"2022-01-19 04:00:00",,3.39,8.5,6.01
"2022-01-19 05:00:00",,3.43,6.84,4.94
"2022-01-19 06:00:00",,3.32,6.06,3.99
"2022-01-19 07:00:00",,3.32,6.63,3.6
"2022-01-19 08:00:00",,3.2,10.26,4.38
"2022-01-19 09:00:00",,3.29,11.41,5.31
"2022-01-19 10:00:00",,3.3,14.14,5.97
"2022-01-19 11:00:00",,3.54,17.09,8.01
"2022-01-19 12:00:00",24.88,3.45,16.59,6.89
"2022-01-19 13:00:00",23.25,3.74,26.61,7.32
"2022-01-19 14:00:00",19.14,3.52,42.22,8.21
"2022-01-19 15:00:00",23.6,3.62,20.15,6.4
"2022-01-19 16:00:00",29.81,3.47,20.07,7.02
"2022-01-19 17:00:00",36.97,3.32,18.11,8.2
"2022-01-19 18:00:00",34.57,3.53,14.21,8.17
"2022-01-19 19:00:00",33.72,3.99,18.56,12.49
"2022-01-19 20:00:00",34,4.72,18.21,13.85
"2022-01-19 21:00:00",29.73,4.36,18.66,13.3
"2022-01-19 22:00:00",30.25,4.02,16.93,11.83
"2022-01-19 23:00:00",23.14,4.08,16.88,12.26
"2022-01-20 00:00:00",17.24,3.4,12.61,7.92
"2022-01-20 01:00:00",12.72,3.25,10.56,6.62
"2022-01-20 02:00:00",11.8,3.34,10.68,6.71
"2022-01-20 03:00:00",11.4,3.2,9.83,6.5
"2022-01-20 04:00:00",9.67,3.14,9.71,6.03
"2022-01-20 05:00:00",9.15,3.17,9.28,6.04
"2022-01-20 06:00:00",16.44,3.2,11.42,6.63
"2022-01-20 07:00:00",34.37,3.07,11.6,6.93
"2022-01-20 08:00:00",51.2,3.34,13.67,7.52
"2022-01-20 09:00:00",55.06,3.88,16.49,8.22
"2022-01-20 10:00:00",53.55,4.4,20.57,9.08
"2022-01-20 11:00:00",49.84,4.92,23.16,10.65
"2022-01-20 12:00:00",54.46,4.72,26.43,10.99
"2022-01-20 13:00:00",52.61,4.88,27.66,12.24
"2022-01-20 14:00:00",52.5,4.35,35.98,13.58
"2022-01-20 15:00:00",53.95,4.44,34.66,13.55
"2022-01-20 16:00:00",58.44,4.25,37.66,13.59
"2022-01-20 17:00:00",60.41,3.98,51.98,13.88
"2022-01-20 18:00:00",58.85,4.68,46.15,13.83
"2022-01-20 19:00:00",72.6,6.12,48.03,21.44
"2022-01-20 20:00:00",63.93,7.6,36.37,25.85
"2022-01-20 21:00:00",61.96,7.72,35.72,25.97
"2022-01-20 22:00:00",71.23,8.17,40.23,31.15
"2022-01-20 23:00:00",69.27,6.76,38.29,30.46
"2022-01-21 00:00:00",59.65,6.38,34.43,27.46
"2022-01-21 01:00:00",49.01,5.13,29.21,22.24
"2022-01-21 02:00:00",44.98,3.91,24.81,18.05
"2022-01-21 03:00:00",34.74,4.26,20.47,14.84
"2022-01-21 04:00:00",30.02,4.25,19.48,13.08
"2022-01-21 05:00:00",25.14,3.73,16.18,11.54
"2022-01-21 06:00:00",19.55,3.45,15.49,12.01
"2022-01-21 07:00:00",35.09,3.41,14.17,10.63
"2022-01-21 08:00:00",47.05,3.31,9.58,4.15
"2022-01-21 09:00:00",45.09,3.28,9.85,4.35
"2022-01-21 10:00:00",61.07,4.08,26.27,8.18
"2022-01-21 11:00:00",46.49,3.58,14.03,5.32
"2022-01-21 12:00:00",45.88,3.49,21.35,7.48
"2022-01-21 13:00:00",28.01,3.28,23.1,6.31
"2022-01-21 14:00:00",20.09,3.3,19.69,7.83
