"Date and Time","NO<sub>2</sub>","O<sub>3</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-07-20 08:00:00",33.65,17.53,15.78,4.48
"2022-07-20 09:00:00",36.35,18.22,27.64,5.19
"2022-07-20 10:00:00",33.05,21.12,23.11,4.44
"2022-07-20 11:00:00",32.62,18.87,22.18,4.73
"2022-07-20 12:00:00",26.95,24.25,19.11,4.05
"2022-07-20 13:00:00",26.56,23.14,22.14,4.52
"2022-07-20 14:00:00",34.27,18.37,20.38,5.3
"2022-07-20 15:00:00",30.53,23.03,30.62,6.02
"2022-07-20 16:00:00",32,21.57,16.3,4.65
"2022-07-20 17:00:00",37.17,16.54,16.63,4.93
"2022-07-20 18:00:00",42.93,14.79,18.19,4.96
"2022-07-20 19:00:00",36.52,20.21,13.59,4.38
"2022-07-20 20:00:00",26.55,27.88,12.57,4.19
"2022-07-20 21:00:00",22.56,31.71,9.53,3.34
"2022-07-20 22:00:00",22.25,28.7,7.61,3.26
"2022-07-20 23:00:00",18.9,29.37,7.32,2.87
"2022-07-21 00:00:00",21.98,25.68,8.31,3.24
"2022-07-21 01:00:00",15.5,29.24,7.54,3.34
"2022-07-21 02:00:00",10.05,38.76,6.03,2.69
"2022-07-21 03:00:00",12.89,40.49,5.63,2.62
"2022-07-21 04:00:00",10.08,43.32,5.02,2.71
"2022-07-21 05:00:00",10.29,40.59,5.68,3.2
"2022-07-21 06:00:00",11.67,31.66,9.89,4.33
"2022-07-21 07:00:00",33.59,17.37,9.99,4.83
"2022-07-21 08:00:00",41.6,8.53,17.18,6.58
"2022-07-21 09:00:00",37.49,13.13,16.61,6.07
"2022-07-21 10:00:00",35.9,17.16,14.37,5.11
"2022-07-21 11:00:00",30.11,21.75,11.93,4.85
"2022-07-21 12:00:00",22.54,27.89,10.47,4.71
"2022-07-21 13:00:00",24.16,30.5,11.66,4.66
"2022-07-21 14:00:00",25.21,34.96,11.38,4.25
"2022-07-21 15:00:00",22.37,36.94,9.62,4.23
"2022-07-21 16:00:00",45.62,20.39,12.2,5.35
"2022-07-21 17:00:00",50.36,19.72,12.36,5.26
"2022-07-21 18:00:00",57.4,16.23,13.35,5.7
"2022-07-21 19:00:00",51.52,12.51,12.57,5.88
"2022-07-21 20:00:00",48.99,17.64,13.5,6.43
"2022-07-21 21:00:00",41.15,26.58,12.76,6
"2022-07-21 22:00:00",40.79,22.62,13.12,6.31
"2022-07-21 23:00:00",30.75,33.35,11.47,5.84
"2022-07-22 00:00:00",45.39,19.98,16.01,6.35
"2022-07-22 01:00:00",26.64,34.01,9.34,4.82
"2022-07-22 02:00:00",17.31,34.31,6.06,3.33
"2022-07-22 03:00:00",10.81,39.86,5.89,2.88
"2022-07-22 04:00:00",11.14,36.86,6.63,2.86
"2022-07-22 05:00:00",18.5,32.12,6.12,2.86
"2022-07-22 06:00:00",37.49,19,8.86,3.44
"2022-07-22 07:00:00",44.99,9.52,12.67,4.48
"2022-07-22 08:00:00",57.48,2.94,19.6,6.55
"2022-07-22 09:00:00",52.78,7.45,19.9,5.99
"2022-07-22 10:00:00",41.91,12.07,20.77,6.4
"2022-07-22 11:00:00",35.06,24.49,18.36,5.58
"2022-07-22 12:00:00",37.09,27.39,17.06,5.82
"2022-07-22 13:00:00",30,27.29,12.75,4.6
"2022-07-22 14:00:00",36.1,25.33,13.11,4.91
"2022-07-22 15:00:00",42.37,25.87,14.15,5.19
"2022-07-22 16:00:00",42.78,23.93,14.51,5.58
"2022-07-22 17:00:00",33.99,32.21,12.79,5.21
"2022-07-22 18:00:00",28.89,33.92,9.91,4.37
"2022-07-22 19:00:00",30.08,35.9,11.2,4.16
"2022-07-22 20:00:00",38.78,26.54,14.09,5.18
"2022-07-22 21:00:00",46.51,23.57,13.16,5.4
"2022-07-22 22:00:00",48.38,19.81,11.71,5.65
"2022-07-22 23:00:00",48.55,14.59,14.32,5.92
"2022-07-23 00:00:00",30.75,26.22,12.72,6.34
"2022-07-23 01:00:00",32.31,24.8,10.55,5.5
"2022-07-23 02:00:00",28.92,28.43,9.5,4.42
"2022-07-23 03:00:00",17.35,33.68,3.71,2.12
"2022-07-23 04:00:00",19.73,28.4,4.93,2.69
"2022-07-23 05:00:00",13.93,27.98,5.64,3.13
"2022-07-23 06:00:00",14.5,24.94,4.82,3.4
"2022-07-23 07:00:00",28.66,12.79,6.47,4.4
"2022-07-23 08:00:00",39.71,11.06,8.78,5.21
"2022-07-23 09:00:00",34.03,9.83,6.71,4.54
"2022-07-23 10:00:00",40.77,3.94,7.06,4.24
"2022-07-23 11:00:00",41.92,5.91,6.33,3.74
"2022-07-23 12:00:00",48.24,2.87,8.93,3.58
"2022-07-23 13:00:00",31.03,15.02,9.35,3.24
"2022-07-23 14:00:00",9.44,24.93,6.23,1.86
"2022-07-23 15:00:00",14.45,19.1,5.91,1.86
"2022-07-23 16:00:00",10.72,11.17,8.56,3.23
"2022-07-23 17:00:00",10.61,12.79,4.28,1.72
"2022-07-23 18:00:00",10.19,18.85,3.77,1.7
"2022-07-23 19:00:00",16.17,17.72,5.31,2.03
"2022-07-23 20:00:00",27.44,3.66,4.56,2.06
"2022-07-23 21:00:00",9.67,17.8,3.58,1.55
"2022-07-23 22:00:00",6.63,19.59,4.85,1.83
"2022-07-23 23:00:00",11.74,21.89,5.67,2.85
"2022-07-24 00:00:00",9.05,28.43,8.09,4.09
"2022-07-24 01:00:00",6.49,31.6,9.23,5.93
"2022-07-24 02:00:00",5.25,33.11,8.44,5.81
"2022-07-24 03:00:00",4.5,32.71,8.05,5.3
"2022-07-24 04:00:00",6.1,32.37,7.48,4.58
"2022-07-24 05:00:00",3.11,39.02,5.31,3.33
"2022-07-24 06:00:00",3.41,41.94,7.53,5.14
"2022-07-24 07:00:00",3.05,44.3,7.74,5.14
"2022-07-24 08:00:00",6.94,43.98,8.41,5.31
"2022-07-24 09:00:00",3.46,45.41,8.12,4.95
"2022-07-24 10:00:00",6.25,42.85,8.03,5.17
"2022-07-24 11:00:00",6.74,44.69,10.67,6.16
"2022-07-24 12:00:00",12.53,42.36,7.71,5.15
"2022-07-24 13:00:00",17.44,40.97,6.51,3.51
"2022-07-24 14:00:00",13.82,41.87,5.42,3.11
"2022-07-24 15:00:00",11.53,44.23,8.17,4.53
"2022-07-24 16:00:00",7.38,45.19,10.13,4.76
"2022-07-24 17:00:00",11.49,41.98,12.53,5.52
"2022-07-24 18:00:00",24.3,29.53,8.09,3.77
"2022-07-24 19:00:00",24.18,27.7,9.41,5.53
"2022-07-24 20:00:00",19.28,32.2,9.59,5.4
"2022-07-24 21:00:00",16.14,35.59,9.6,5.52
"2022-07-24 22:00:00",21.88,28.52,5.48,3.63
"2022-07-24 23:00:00",22.37,26.28,5.15,2.8
"2022-07-25 00:00:00",19.81,20.02,8.19,3.83
"2022-07-25 01:00:00",13.13,24.65,8.19,3.78
"2022-07-25 02:00:00",8.03,29.45,8.02,3.65
"2022-07-25 03:00:00",9.48,24.26,9.79,4.2
"2022-07-25 04:00:00",9.27,25.62,7.33,3.37
"2022-07-25 05:00:00",12.13,20.3,6.81,3.2
"2022-07-25 06:00:00",16.41,15.02,6.56,2.71
"2022-07-25 07:00:00",27.87,9,7.34,2.77
"2022-07-25 08:00:00",33.71,19.59,8.88,2.57
"2022-07-25 09:00:00",37.76,17.74,11.29,2.8
"2022-07-25 10:00:00",36.65,17.53,16.66,3.33
"2022-07-25 11:00:00",31.11,23.84,22.98,4.45
"2022-07-25 12:00:00",26.12,29.85,22.55,4.05
"2022-07-25 13:00:00",32.52,30.49,19.21,3.74
"2022-07-25 14:00:00",25.43,36.77,17.01,3.94
"2022-07-25 15:00:00",24.23,42.81,23.56,4.61
"2022-07-25 16:00:00",33.78,40.62,23.85,4.54
"2022-07-25 17:00:00",29.31,37.91,19.67,4.53
"2022-07-25 18:00:00",32.58,35.27,20,4.83
"2022-07-25 19:00:00",27.61,33.64,11.04,4.06
"2022-07-25 20:00:00",25.41,34.82,9.61,4.45
"2022-07-25 21:00:00",18.73,38.93,8.65,4.09
"2022-07-25 22:00:00",20.71,34.85,8.91,3.89
"2022-07-25 23:00:00",19.85,35.18,9.55,3.75
"2022-07-26 00:00:00",16.35,36.17,6.92,3.01
"2022-07-26 01:00:00",9.18,41.03,5.14,2.69
"2022-07-26 02:00:00",8.63,37.84,4.41,2.31
"2022-07-26 03:00:00",7.58,38.18,4.08,1.98
"2022-07-26 04:00:00",7.47,36.26,3.35,1.87
"2022-07-26 05:00:00",8.36,32.92,4.15,1.96
"2022-07-26 06:00:00",15.01,26.44,5.01,2.01
"2022-07-26 07:00:00",24.8,20.19,6.79,2.55
"2022-07-26 08:00:00",41.07,10.89,13.18,4.16
"2022-07-26 09:00:00",44.57,8.28,27.26,6.12
"2022-07-26 10:00:00",38.08,14.08,18.91,4.9
"2022-07-26 11:00:00",32.49,23.02,20.05,4.47
"2022-07-26 12:00:00",30.85,26.57,13.76,3.51
"2022-07-26 13:00:00",34.86,29.14,29.98,6.53
"2022-07-26 14:00:00",35.73,26.2,13.11,3.78
"2022-07-26 15:00:00",36.51,26.86,12.76,3.78
"2022-07-26 16:00:00",43.94,24.34,14.04,4.29
"2022-07-26 17:00:00",45,22.86,14.1,4.09
"2022-07-26 18:00:00",47.14,21.61,10.1,3.36
"2022-07-26 19:00:00",53,15.65,13.85,4.2
"2022-07-26 20:00:00",41.97,21.81,7.94,3.28
"2022-07-26 21:00:00",48.55,16.17,8.34,3.23
"2022-07-26 22:00:00",45.79,18.43,8.78,3.5
"2022-07-26 23:00:00",50.82,13.15,10.54,3.66
"2022-07-27 00:00:00",44.61,11.81,11.25,4.35
"2022-07-27 01:00:00",41.16,6.66,9.7,4.71
"2022-07-27 02:00:00",27.97,15.69,9.48,4.99
"2022-07-27 03:00:00",26.19,13.69,8.72,4.33
"2022-07-27 04:00:00",22.35,13.78,17.18,13.7
"2022-07-27 05:00:00",23.44,10.37,10.7,7.86
"2022-07-27 06:00:00",29.1,6.33,9.83,4.66
"2022-07-27 07:00:00",45.48,0.54,15.98,6.13
"2022-07-27 08:00:00",60.74,2.05,15.74,6.23
"2022-07-27 09:00:00",52.45,9.97,13.22,4.81
"2022-07-27 10:00:00",40.98,20.58,10.22,3.69
"2022-07-27 11:00:00",29.76,28.48,8.28,3.25
"2022-07-27 12:00:00",29.08,30.66,9.63,3.31
"2022-07-27 13:00:00",35.78,28.18,8.02,2.85
"2022-07-27 14:00:00",33.86,30.7,7.71,2.74
"2022-07-27 15:00:00",31.9,32.43,7.21,2.95
"2022-07-27 16:00:00",47.84,18.66,10.86,3.72
"2022-07-27 17:00:00",58.92,14.35,10.71,3.75
"2022-07-27 18:00:00",59.24,11.08,11.12,3.97
"2022-07-27 19:00:00",52.48,19.73,9.17,3.35
"2022-07-27 20:00:00",42.53,22.04,8.06,3.28
"2022-07-27 21:00:00",43.84,18.77,7.45,2.99
"2022-07-27 22:00:00",43.44,22.7,7.02,3.1
"2022-07-27 23:00:00",38.58,24.88,6.9,3.52
"2022-07-28 00:00:00",33.55,27.39,7.59,2.79
"2022-07-28 01:00:00",30.84,30.67,5.59,2.5
"2022-07-28 02:00:00",12.65,47.36,3.65,2.19
"2022-07-28 03:00:00",7.09,52.39,3.24,1.88
"2022-07-28 04:00:00",6.78,50.56,3.25,1.79
"2022-07-28 05:00:00",8.32,46.03,3.14,1.83
"2022-07-28 06:00:00",20.06,29.3,4.77,2.28
"2022-07-28 07:00:00",38.71,19.77,7.94,3.5
"2022-07-28 08:00:00",41.65,26.58,10.14,3.04
"2022-07-28 09:00:00",34.73,33.32,9.37,2.93
"2022-07-28 10:00:00",30.22,33.7,8.55,2.99
"2022-07-28 11:00:00",31.1,38.85,9.27,3.41
"2022-07-28 12:00:00",23.32,47.55,7.71,3.6
"2022-07-28 13:00:00",19.14,52.02,8.88,3.94
"2022-07-28 14:00:00",28.7,50.5,8.71,4.2
"2022-07-28 15:00:00",36.49,44.7,9.51,4.32
"2022-07-28 16:00:00",49.75,35.06,11.09,5.35
"2022-07-28 17:00:00",61.15,23.69,17.41,7.2
"2022-07-28 18:00:00",52.75,31.53,16.1,7.06
"2022-07-28 19:00:00",60.25,32.03,15.8,6.75
"2022-07-28 20:00:00",46.45,35.81,15.33,6.7
"2022-07-28 21:00:00",40.01,40.22,12.22,6.74
"2022-07-28 22:00:00",45.06,30.61,12.68,7.57
"2022-07-28 23:00:00",64.32,9.4,19.68,9.89
"2022-07-29 00:00:00",72.72,-2.76,19.86,10.78
"2022-07-29 01:00:00",59.42,0.17,20.4,10.36
"2022-07-29 02:00:00",41.11,10.67,15.02,9.32
"2022-07-29 03:00:00",34.76,16.23,9.01,5.67
"2022-07-29 04:00:00",43.38,1.8,10.65,7.11
"2022-07-29 05:00:00",33.94,13.2,10.89,6.71
"2022-07-29 06:00:00",30.9,27.29,6.24,3.86
"2022-07-29 07:00:00",53.37,8.9,7.92,4.24
"2022-07-29 08:00:00",61.52,4.86,12.46,5.77
"2022-07-29 09:00:00",72.9,3.75,17.31,6.72
"2022-07-29 10:00:00",55.36,14.45,12.72,4.78
"2022-07-29 11:00:00",43.16,25.17,11.36,5.2
"2022-07-29 12:00:00",50.07,12.37,16.69,6.2
"2022-07-29 13:00:00",35.05,31.46,14.86,5.95
"2022-07-29 14:00:00",43.43,29.91,13.78,5.18
"2022-07-29 15:00:00",39.88,30.55,13.15,4.76
"2022-07-29 16:00:00",34.58,33.57,9.76,3.26
"2022-07-29 17:00:00",44.87,28.13,11.46,3.74
"2022-07-29 18:00:00",36.54,37.07,9.64,3.27
"2022-07-29 19:00:00",21.05,45.73,8.8,3.55
"2022-07-29 20:00:00",22.36,46.17,9.03,4.34
"2022-07-29 21:00:00",17.39,50.38,8.23,4.26
"2022-07-29 22:00:00",23.6,45.08,6.88,3.14
"2022-07-29 23:00:00",32.77,28.24,5.86,2.66
"2022-07-30 00:00:00",18.8,35.71,5.1,2.22
"2022-07-30 01:00:00",11.66,35.1,4.03,1.9
"2022-07-30 02:00:00",8.53,30.57,3.84,1.72
"2022-07-30 03:00:00",7.87,26.4,3.87,1.67
"2022-07-30 04:00:00",8.61,20.62,3.48,1.88
"2022-07-30 05:00:00",7.28,21.74,2.85,1.74
"2022-07-30 06:00:00",7.49,23.86,3.11,2.16
"2022-07-30 07:00:00",10.45,20.68,3.34,1.98
"2022-07-30 08:00:00",15.08,18.63,5.1,2.35
"2022-07-30 09:00:00",16.32,15.32,7.61,2.27
"2022-07-30 10:00:00",17.94,15.1,11.03,3.13
"2022-07-30 11:00:00",21.14,13.24,9.21,3.47
"2022-07-30 12:00:00",19.25,15.86,6.96,3.18
"2022-07-30 13:00:00",19.81,18.84,7.96,4.47
"2022-07-30 14:00:00",22.32,17.91,11.9,5.6
"2022-07-30 15:00:00",22.01,19.56,9.5,4.57
"2022-07-30 16:00:00",22.6,18.77,8.44,4.39
"2022-07-30 17:00:00",22.1,15.29,8.25,4.12
"2022-07-30 18:00:00",31.42,7.24,7.95,4.5
"2022-07-30 19:00:00",34.45,0.34,9.38,5.71
"2022-07-30 20:00:00",40.59,-2.53,8.8,6.19
"2022-07-30 21:00:00",39.79,-2.93,8.54,5.6
"2022-07-30 22:00:00",35.08,-1.81,6.48,4.56
"2022-07-30 23:00:00",32.8,-1.86,6.41,4.2
"2022-07-31 00:00:00",31.92,-1.25,5.33,3.67
"2022-07-31 01:00:00",25.85,1.35,6.46,3.44
"2022-07-31 02:00:00",12.76,19.81,3.81,2.14
"2022-07-31 03:00:00",7.33,24.47,3.78,2.61
"2022-07-31 04:00:00",5.78,23.61,4.02,2.97
"2022-07-31 05:00:00",4.79,25.31,4.2,2.59
"2022-07-31 06:00:00",3.56,28.68,4.32,2.4
"2022-07-31 07:00:00",4.71,30.24,2.04,1.26
"2022-07-31 08:00:00",13.12,23.41,2.69,1.59
"2022-07-31 09:00:00",22.9,17.98,3.33,1.97
"2022-07-31 09:01:00",,,,
"2022-07-31 10:01:00",,,,
"2022-07-31 11:00:00",39.22,4.32,3.62,2.16
"2022-07-31 12:00:00",30.21,14.94,4.86,2.6
"2022-07-31 13:00:00",27.34,14.79,6.22,3.42
"2022-07-31 14:00:00",27.91,18.48,7.08,3.7
"2022-07-31 15:00:00",34.05,17.08,9.17,3.99
"2022-07-31 16:00:00",27.88,21.33,7.59,3.72
"2022-07-31 17:00:00",33.66,18.14,6.74,3.21
"2022-07-31 18:00:00",25.46,28.36,7.51,3.4
"2022-07-31 19:00:00",39.05,19.65,8.44,3.48
"2022-07-31 20:00:00",28.02,27.49,6.49,2.92
"2022-07-31 21:00:00",29.68,21.94,7.85,3.37
"2022-07-31 22:00:00",23.77,19.28,8.44,3.66
"2022-07-31 23:00:00",21.63,17.42,9.39,4.11
"2022-08-01 00:00:00",38.46,1.91,11.68,5.43
"2022-08-01 01:00:00",30.92,11.72,8.54,5.26
"2022-08-01 02:00:00",23.32,14.98,7.51,4.61
"2022-08-01 03:00:00",22.13,14.72,6.87,3.63
"2022-08-01 04:00:00",15.51,15.27,8.26,3.98
"2022-08-01 05:00:00",23.39,6.88,7.85,3.85
"2022-08-01 06:00:00",24.71,2.16,7.75,4.05
"2022-08-01 07:00:00",23.08,3.11,7.28,3.55
"2022-08-01 08:00:00",29.4,2.41,9.21,4.36
"2022-08-01 09:00:00",29.8,3.46,10.34,4.98
"2022-08-01 10:00:00",36.03,7.05,10.68,4.86
"2022-08-01 11:00:00",34.86,17.5,10.35,3.77
"2022-08-01 12:00:00",26.34,21.62,9.39,4.19
"2022-08-01 13:00:00",23.47,26.91,6.13,2.99
"2022-08-01 14:00:00",20.26,23.91,6.92,3.12
"2022-08-01 15:00:00",14.57,27.81,4.39,1.76
"2022-08-01 16:00:00",17.09,21.49,5.06,1.74
"2022-08-01 17:00:00",25.71,8.98,3.33,1.26
"2022-08-01 18:00:00",15.96,14.82,3.68,1.74
"2022-08-01 19:00:00",9.08,18.16,5.29,2.37
"2022-08-01 20:00:00",7.62,16.38,8.68,4.01
"2022-08-01 21:00:00",6.19,14.29,6.63,3.1
"2022-08-01 22:00:00",5.21,13.54,5.59,2.32
"2022-08-01 23:00:00",4.97,14.19,5.29,2.14
"2022-08-02 00:00:00",3.62,14.45,7.16,2.66
"2022-08-02 01:00:00",3.01,12.92,5.11,1.92
"2022-08-02 02:00:00",2.24,12,4.4,1.69
"2022-08-02 03:00:00",2.93,13.28,4.28,1.69
"2022-08-02 04:00:00",2.27,13.39,3.48,1.35
"2022-08-02 05:00:00",3.96,13.53,3.62,1.38
"2022-08-02 06:00:00",7.17,10.35,2.58,0.91
"2022-08-02 07:00:00",15.6,7.57,3.96,1.23
"2022-08-02 08:00:00",22.48,3.16,4.89,1.57
"2022-08-02 09:00:00",25.35,6.03,5.83,1.88
"2022-08-02 10:00:00",24.53,8.72,11.05,2.59
"2022-08-02 11:00:00",23.27,12.9,11.17,2.91
"2022-08-02 12:00:00",28.06,14.81,11.8,3
"2022-08-02 13:00:00",24.72,8.16,10.74,3.14
"2022-08-02 14:00:00",21.53,11.11,9.42,3.17
"2022-08-02 15:00:00",22.73,11.88,11.52,3.85
"2022-08-02 16:00:00",29.84,14.04,11.16,3.34
"2022-08-02 17:00:00",35.2,17.95,10.22,3.18
"2022-08-02 18:00:00",34.44,19.65,9.74,3.87
"2022-08-02 19:00:00",27.21,24.24,11.06,4.06
"2022-08-02 20:00:00",22.83,26.68,12.11,4.88
"2022-08-02 21:00:00",18.7,28.99,14.46,6.2
"2022-08-02 22:00:00",20.68,25.93,10.62,6.24
"2022-08-02 23:00:00",21.67,21.79,12.34,6.82
"2022-08-03 00:00:00",20.56,25.03,11.44,6.88
"2022-08-03 01:00:00",8.98,37.92,10.39,6.45
"2022-08-03 02:00:00",3.86,46.86,7.52,4.25
"2022-08-03 03:00:00",3.24,46,5.97,3.68
"2022-08-03 04:00:00",5.19,41.61,5.59,3.5
"2022-08-03 05:00:00",4.58,41.61,5.89,3.36
"2022-08-03 06:00:00",10.43,35.87,6.36,3.3
"2022-08-03 07:00:00",20.37,26.88,8.06,3.51
"2022-08-03 08:00:00",26.67,24.58,9.26,4.06
"2022-08-03 09:00:00",27.92,29.57,15.39,5.81
"2022-08-03 10:00:00",26.81,27.69,16.63,5.82
"2022-08-03 11:00:00",22.09,31.9,12.73,4.52
"2022-08-03 12:00:00",24.49,30.9,15.03,4.39
"2022-08-03 13:00:00",24.81,30.27,15.23,4.1
"2022-08-03 14:00:00",25.52,31.41,10.54,3.51
"2022-08-03 15:00:00",25.62,24.1,9.32,3.27
"2022-08-03 16:00:00",36.09,25.63,11.5,3.58
"2022-08-03 17:00:00",40.51,22.88,10.76,3.46
"2022-08-03 18:00:00",45.38,19.35,11.59,4.35
"2022-08-03 19:00:00",43.32,19.64,9.91,3.87
"2022-08-03 20:00:00",36.6,24.66,10.62,5.06
"2022-08-03 21:00:00",24.41,34.55,6.62,3.46
"2022-08-03 22:00:00",31.1,27.08,5.02,3.23
"2022-08-03 23:00:00",28.18,27.52,7.05,3.01
"2022-08-04 00:00:00",22.4,31.37,6.24,2.5
"2022-08-04 01:00:00",14.53,33.86,7.2,3.54
"2022-08-04 02:00:00",17.66,30.13,6.94,2.87
"2022-08-04 03:00:00",14.99,26.49,7.41,3.26
"2022-08-04 04:00:00",14.32,26.74,8.3,3.53
"2022-08-04 05:00:00",11.9,28.54,7.52,3.31
"2022-08-04 06:00:00",15.55,22.99,6.78,3.04
"2022-08-04 07:00:00",29.58,11.14,7.87,3.32
"2022-08-04 08:00:00",42.18,7.39,11.41,4.09
"2022-08-04 09:00:00",38.99,9.82,12.19,4.38
"2022-08-04 10:00:00",39.05,13.56,14.27,4.49
"2022-08-04 11:00:00",30.65,22.72,12.78,4.35
"2022-08-04 12:00:00",32.57,23.96,16.58,4.89
"2022-08-04 13:00:00",35.58,24.56,15.78,5.07
"2022-08-04 14:00:00",35.21,23.91,14.81,4.79
"2022-08-04 15:00:00",30.2,27.45,12.27,4.24
"2022-08-04 16:00:00",38.65,24.37,12.37,4.46
"2022-08-04 17:00:00",37.6,25.39,16.13,5.21
"2022-08-04 18:00:00",39.55,27.4,19.47,5.35
"2022-08-04 19:00:00",30.06,31.51,12.09,4.33
"2022-08-04 20:00:00",23.76,33.95,10.51,4.13
"2022-08-04 21:00:00",19.43,37.14,9.53,4.11
"2022-08-04 22:00:00",19.09,36.98,10.02,4.24
"2022-08-04 23:00:00",18.23,36.92,8.2,3.73
"2022-08-05 00:00:00",23.49,28.84,8.8,4.33
"2022-08-05 01:00:00",22.5,26.36,8.74,4.44
"2022-08-05 02:00:00",17.37,27.82,9.08,5.1
"2022-08-05 03:00:00",16.7,26.21,7.95,4.25
"2022-08-05 04:00:00",12.63,30.22,8.02,4.02
"2022-08-05 05:00:00",11.15,31.95,8.07,3.93
"2022-08-05 06:00:00",17.54,26.74,7.62,3.69
"2022-08-05 07:00:00",31.3,20.91,9.71,4.05
"2022-08-05 08:00:00",34.86,16.33,11.01,4.55
"2022-08-05 09:00:00",47.28,6.4,14.94,5.52
"2022-08-05 10:00:00",40.11,10.46,15.17,5.3
"2022-08-05 11:00:00",31.05,21.63,12.97,4.48
"2022-08-05 12:00:00",33.93,22.82,14.9,4.62
"2022-08-05 13:00:00",42.62,20,12.42,4.7
"2022-08-05 14:00:00",32.82,25.34,11.27,4.81
"2022-08-05 15:00:00",34.22,24.3,13.42,6.38
"2022-08-05 16:00:00",35.76,25.98,16.72,5.53
"2022-08-05 17:00:00",44.89,22.63,12.24,4.9
"2022-08-05 18:00:00",44.81,19.47,15.18,6.16
"2022-08-05 19:00:00",35.82,25.08,11.97,6.14
"2022-08-05 20:00:00",34.97,23.66,11.8,6.79
"2022-08-05 21:00:00",33.7,20.05,15.72,8.16
"2022-08-05 22:00:00",32.96,19.84,14.1,7.18
"2022-08-05 23:00:00",33.96,16.01,17.48,7.5
"2022-08-06 00:00:00",45.19,5.44,18.03,7.91
"2022-08-06 01:00:00",35.89,8.97,12.94,7.25
"2022-08-06 02:00:00",33.83,10.16,11.77,6.04
"2022-08-06 03:00:00",32.42,12.06,10.29,5.4
"2022-08-06 04:00:00",28.11,12.54,10.49,5.23
"2022-08-06 05:00:00",33.71,7.28,8.1,4.46
"2022-08-06 06:00:00",29.54,9.26,8.14,4.69
"2022-08-06 07:00:00",34.76,8.21,9.73,4.81
"2022-08-06 08:00:00",41.07,6.26,12.57,5.29
"2022-08-06 09:00:00",28.82,19.71,12.08,4.66
"2022-08-06 10:00:00",24.63,28.55,9.52,3.57
"2022-08-06 11:00:00",28.55,27.99,11.19,3.76
"2022-08-06 12:00:00",28.56,27.89,10.14,3.91
"2022-08-06 13:00:00",27.04,30.37,13.58,4.8
"2022-08-06 14:00:00",30.7,25.08,8.88,4.56
"2022-08-06 15:00:00",30.55,25.78,7.88,3.77
"2022-08-06 16:00:00",27.9,26.62,9.44,4.77
"2022-08-06 17:00:00",28.41,23.4,10.92,5.43
"2022-08-06 18:00:00",34.54,22.64,10.64,5.82
"2022-08-06 19:00:00",33.15,20.13,12.04,6.13
"2022-08-06 20:00:00",32.7,19.27,11.6,6.73
"2022-08-06 21:00:00",31.5,20.37,11.88,7.17
"2022-08-06 22:00:00",36.79,15.42,12.41,7.6
"2022-08-06 23:00:00",38.99,12.58,11.53,7.15
"2022-08-07 00:00:00",31.4,15.59,12.27,6.47
"2022-08-07 01:00:00",19.09,24.16,10.49,5.96
"2022-08-07 02:00:00",15.14,23.6,9.12,5.9
"2022-08-07 03:00:00",13.81,24.47,9.36,5.72
"2022-08-07 04:00:00",13.37,25.38,9.48,5.65
"2022-08-07 05:00:00",13.98,25.05,8.79,4.94
"2022-08-07 06:00:00",8.61,29.02,7.49,4.65
"2022-08-07 07:00:00",12.06,26.62,9.44,4.99
"2022-08-07 08:00:00",13.91,29.48,9.44,4.85
"2022-08-07 09:00:00",15.27,29.79,8.95,4.7
"2022-08-07 10:00:00",17.12,28.8,9.15,4.93
"2022-08-07 11:00:00",20.74,29.08,9.85,5.49
"2022-08-07 12:00:00",20.85,29.99,13.12,5.88
"2022-08-07 13:00:00",18.26,32.51,12.93,5.7
"2022-08-07 14:00:00",19.58,33.78,11.57,5.45
"2022-08-07 15:00:00",22.27,32.08,11.03,5.11
"2022-08-07 16:00:00",25.77,37.26,9.73,4.86
"2022-08-07 17:00:00",21.42,39.74,8.47,4.51
"2022-08-07 18:00:00",23.21,37.36,8.98,4.67
"2022-08-07 19:00:00",31.26,36.45,9.36,4.94
"2022-08-07 20:00:00",34.26,32.07,11.92,5.6
"2022-08-07 21:00:00",28.56,33.65,11.99,6.04
"2022-08-07 22:00:00",29.54,26.67,11.53,5.56
"2022-08-07 23:00:00",42.64,17.91,15.52,6.77
"2022-08-08 00:00:00",50.03,3.38,19.77,7.89
"2022-08-08 01:00:00",31.32,13.94,10.83,6.03
"2022-08-08 02:00:00",25.84,16.76,9.68,6.01
"2022-08-08 03:00:00",17.94,20.24,10.31,5.65
"2022-08-08 04:00:00",20.5,14.12,10.76,6.71
"2022-08-08 05:00:00",25.2,8.29,9.92,6.29
"2022-08-08 06:00:00",24.87,4.99,10.8,5.79
"2022-08-08 07:00:00",36,-0.79,14.52,7.13
"2022-08-08 08:00:00",42.81,-0.04,17.39,8.04
"2022-08-08 09:00:00",45.42,1.87,18.81,7.94
"2022-08-08 10:00:00",45.63,7.65,28.55,8.68
"2022-08-08 11:00:00",37.23,18.19,19.64,6.87
"2022-08-08 12:00:00",36.44,23.09,18.61,6.74
"2022-08-08 13:00:00",43.39,24.59,18.98,6.11
"2022-08-08 14:00:00",36.06,28.36,19.83,6.57
"2022-08-08 15:00:00",26.2,36.98,25.98,7.23
"2022-08-08 16:00:00",25.3,39.62,15.41,5.77
