"Date and Time","NO<sub>2</sub>","O<sub>3</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-09-02 17:00:00",47.05,33.38,17.67,10.92
"2022-09-02 18:00:00",60.9,21.52,27.22,12.12
"2022-09-02 19:00:00",78.6,7.22,38.49,13.74
"2022-09-02 20:00:00",66.04,21.86,25.56,11.64
"2022-09-02 21:00:00",72.2,12.45,23.71,9.98
"2022-09-02 22:00:00",69.77,9.66,26.06,12.11
"2022-09-02 23:00:00",31.93,53.34,16.6,9.44
"2022-09-03 00:00:00",40.52,39.71,11.59,6.54
"2022-09-03 01:00:00",21.71,45.34,15.86,12.19
"2022-09-03 02:00:00",17.21,43.12,19.9,17.32
"2022-09-03 03:00:00",18.72,36.23,12.61,9.94
"2022-09-03 04:00:00",18.11,32.67,10.45,7.92
"2022-09-03 05:00:00",13.39,35.77,5.94,3.81
"2022-09-03 06:00:00",16.77,34.51,6.35,5.18
"2022-09-03 07:00:00",20.13,37,3.38,1.97
"2022-09-03 08:00:00",41.18,18.28,7.1,2.79
"2022-09-03 09:00:00",39.93,22.59,4.96,2.59
"2022-09-03 10:00:00",59.91,13.26,5.6,2.93
"2022-09-03 11:00:00",52.26,22.19,6.14,3.42
"2022-09-03 12:00:00",59.24,18.22,4.68,2.6
"2022-09-03 13:00:00",69.24,15.75,5.33,3.03
"2022-09-03 14:00:00",58.96,20.72,4.62,3.16
"2022-09-03 15:00:00",36.51,41.23,6.56,4.13
"2022-09-03 16:00:00",40.98,33.1,7.93,4.57
"2022-09-03 17:00:00",52.85,22.03,7.59,4.75
"2022-09-03 18:00:00",38.19,35.5,6.59,3.71
"2022-09-03 19:00:00",27.56,40.59,12.23,6.66
"2022-09-03 20:00:00",45.22,22.86,8.19,4.77
"2022-09-03 21:00:00",54.34,13.82,4.17,2.26
"2022-09-03 22:00:00",56.22,7.18,3.97,2.64
"2022-09-03 23:00:00",44.37,13.6,5.21,3.07
"2022-09-04 00:00:00",48.59,12.55,7.18,3.04
"2022-09-04 01:00:00",37.07,19.83,8.5,3.16
"2022-09-04 02:00:00",16.83,46.74,7.22,3.94
"2022-09-04 03:00:00",19.94,43.66,3.94,2.37
"2022-09-04 04:00:00",9.14,50.29,7.57,4.93
"2022-09-04 05:00:00",4.43,55.56,13.7,8.57
"2022-09-04 06:00:00",5.58,51.16,2.04,0.92
"2022-09-04 07:00:00",12.11,51.6,1.54,0.76
"2022-09-04 08:00:00",24.44,45.41,1.95,0.89
"2022-09-04 09:00:00",33.27,43.56,2.31,0.94
"2022-09-04 10:00:00",8.29,64.09,2.41,0.9
"2022-09-04 11:00:00",18.56,51.11,4.85,1.71
"2022-09-04 12:00:00",25.46,47.05,6.3,2.14
"2022-09-04 13:00:00",25.59,43.61,8.05,2.75
"2022-09-04 14:00:00",21.93,45.71,7.56,2.97
"2022-09-04 15:00:00",33.67,50.42,8.96,3.68
"2022-09-04 16:00:00",23.43,52.7,9.23,3.39
"2022-09-04 17:00:00",33.63,49.74,7.53,3.12
"2022-09-04 18:00:00",29.09,50.79,9.16,3.83
"2022-09-04 19:00:00",24.87,50.22,8.38,3.51
"2022-09-04 20:00:00",43.2,27.27,10.54,4.17
"2022-09-04 21:00:00",21.48,47.07,11.22,4.8
"2022-09-04 22:00:00",15.41,46.29,10.55,5.07
"2022-09-04 23:00:00",10.54,49.61,10.53,5.22
"2022-09-05 00:00:00",12.38,46.21,10.49,6.05
"2022-09-05 01:00:00",3.27,59.75,10.81,5.95
"2022-09-05 02:00:00",3.39,56.63,11.89,5.98
"2022-09-05 03:00:00",6.59,56.79,6.75,3.71
"2022-09-05 04:00:00",6.32,61.92,6.02,3.12
"2022-09-05 05:00:00",4.66,63.79,8.92,3.65
"2022-09-05 06:00:00",23.6,37.14,9.3,3.77
"2022-09-05 07:00:00",61.64,6.16,11.21,4.74
"2022-09-05 08:00:00",63.13,6.35,18.06,6.43
"2022-09-05 09:00:00",45.04,18.47,19.89,6.98
"2022-09-05 10:00:00",47.8,19.21,23.19,7.53
"2022-09-05 11:00:00",38.35,29.36,21.19,7.98
"2022-09-05 12:00:00",35.96,42.02,22.82,9.03
"2022-09-05 13:00:00",35.64,46.32,21.54,8.64
"2022-09-05 14:00:00",32.09,43.62,20.62,9.05
"2022-09-05 15:00:00",25.43,49.05,21.03,9.46
"2022-09-05 16:00:00",37.12,43.54,22.02,10.34
"2022-09-05 17:00:00",45.85,31.47,23.13,11.65
"2022-09-05 18:00:00",53.41,26.63,22.99,12
"2022-09-05 19:00:00",43.71,29.58,19.32,10.22
"2022-09-05 20:00:00",33.42,38.18,16.78,8.58
"2022-09-05 21:00:00",33.41,39.59,15.9,8.99
"2022-09-05 22:00:00",36.33,35,9.79,5.68
"2022-09-05 23:00:00",33.04,37.25,15.77,8.05
"2022-09-06 00:00:00",21.21,46.3,18.46,8.9
"2022-09-06 01:00:00",7.63,57.85,20.23,9.88
"2022-09-06 02:00:00",5.63,60.65,21.23,10.5
"2022-09-06 03:00:00",4.15,64.12,22.49,11.39
"2022-09-06 04:00:00",2.71,64,22.18,11.33
"2022-09-06 05:00:00",4.55,63.65,20.11,9.95
"2022-09-06 06:00:00",6.04,58.75,17.47,8.93
"2022-09-06 07:00:00",20.56,46.89,18.15,9.19
"2022-09-06 08:00:00",37.29,28.71,19.01,9.58
"2022-09-06 09:00:00",40.58,22.63,12.92,7.34
"2022-09-06 10:00:00",41.85,23.12,19.58,9.79
"2022-09-06 11:00:00",42.43,24.24,27.99,12.41
"2022-09-06 12:00:00",35.92,28.52,15.27,8.31
"2022-09-06 13:00:00",39.11,31.63,23.58,11.25
"2022-09-06 14:00:00",46.69,27.22,17.82,10.19
"2022-09-06 15:00:00",50.4,22.79,16.23,9.22
"2022-09-06 16:00:00",50.45,27.54,17.34,9.51
"2022-09-06 17:00:00",52.54,26.11,18.42,9.26
"2022-09-06 18:00:00",65.6,21.18,8.79,4.85
"2022-09-06 19:00:00",69.02,18.13,15.75,6.06
"2022-09-06 20:00:00",57.96,17.42,14.8,7.16
"2022-09-06 21:00:00",43.93,26.86,11.78,6.51
"2022-09-06 22:00:00",50.33,20.03,10.95,6.05
"2022-09-06 23:00:00",48.28,23.74,11.23,6.38
"2022-09-07 00:00:00",33.44,33.18,12.54,6.83
"2022-09-07 01:00:00",15.95,52.12,16.15,8.39
"2022-09-07 02:00:00",7.42,65.77,11.17,6.51
"2022-09-07 03:00:00",6.84,58.36,12.84,7.61
"2022-09-07 04:00:00",11.83,51.53,5.81,4.02
"2022-09-07 05:00:00",10.61,45.26,8.6,4.93
"2022-09-07 06:00:00",14.23,36.73,11.58,5.76
"2022-09-07 07:00:00",36.26,23.33,10.21,5.43
"2022-09-07 08:00:00",55.92,6.19,11.23,5.85
"2022-09-07 09:00:00",61.53,5.66,11.11,5.85
"2022-09-07 10:00:00",66.79,3.92,16.16,8.05
"2022-09-07 11:00:00",65.63,6.87,16.65,8.67
"2022-09-07 12:00:00",50.46,19.91,17.75,8.79
"2022-09-07 13:00:00",47.33,24.57,17.24,8.61
"2022-09-07 14:00:00",50.19,23.92,13.23,7.56
"2022-09-07 15:00:00",42.67,29.25,19.25,9.17
"2022-09-07 16:00:00",54.74,23.11,23.56,10.12
"2022-09-07 17:00:00",59.95,14.19,16.93,9.06
"2022-09-07 18:00:00",69.23,17.78,19.26,9.27
"2022-09-07 19:00:00",64.41,16.97,27.45,11.69
"2022-09-07 20:00:00",44.61,29.64,27.85,11.95
"2022-09-07 21:00:00",23.94,46.05,22.8,10.69
"2022-09-07 22:00:00",22.84,46.89,18.05,8.55
"2022-09-07 23:00:00",27.12,42.51,16.31,7.58
"2022-09-08 00:00:00",15.97,54.16,15.2,7.56
"2022-09-08 01:00:00",22.53,39.72,16.63,7.82
"2022-09-08 02:00:00",18.68,39.9,12.99,6.37
"2022-09-08 03:00:00",22.77,34.34,13.3,6.64
"2022-09-08 04:00:00",14.6,44.08,12.66,5.91
"2022-09-08 05:00:00",16.68,40.86,13.21,5.89
"2022-09-08 06:00:00",36.55,20.68,12.49,5.97
"2022-09-08 07:00:00",38.01,19.73,12.07,5.98
"2022-09-08 08:00:00",37.72,20.35,10.42,5.27
"2022-09-08 09:00:00",36.56,21.51,11.76,5.22
"2022-09-08 10:00:00",33.94,25.09,12.99,5.61
"2022-09-08 11:00:00",30.52,28.65,12.44,5.27
"2022-09-08 12:00:00",26.14,33,12.64,5.64
"2022-09-08 13:00:00",22.44,34.85,17.13,7.97
"2022-09-08 14:00:00",16.47,47.42,16.89,8.45
"2022-09-08 15:00:00",22.22,45.39,16.42,8.86
"2022-09-08 16:00:00",23.37,44.79,18.43,10.08
"2022-09-08 17:00:00",27.48,49.19,16.11,9.28
"2022-09-08 18:00:00",33.62,42.09,13.61,7.52
"2022-09-08 19:00:00",36.21,35.68,11.59,6.85
"2022-09-08 20:00:00",34.56,30.36,10.08,6.31
"2022-09-08 21:00:00",42.27,19.33,11.11,6.62
"2022-09-08 22:00:00",40.24,16.54,12.22,7.04
"2022-09-08 23:00:00",47.47,8.38,15.67,8.62
"2022-09-09 00:00:00",43.23,6.36,14.61,8.74
"2022-09-09 01:00:00",31.29,11.03,11.27,8.08
"2022-09-09 02:00:00",19.85,18.57,9.31,6.94
"2022-09-09 03:00:00",16.09,20.28,7.4,5.46
"2022-09-09 04:00:00",14.9,25.29,6.17,4.32
"2022-09-09 05:00:00",8.81,31.53,5.53,3.92
"2022-09-09 06:00:00",16.23,29.45,5.11,3.57
"2022-09-09 07:00:00",27.27,21.47,4.87,3.06
"2022-09-09 08:00:00",48.27,7,6.65,3.96
"2022-09-09 09:00:00",45.97,5.52,8.54,4.05
"2022-09-09 10:00:00",50.19,11.54,8.54,3.67
"2022-09-09 11:00:00",52.9,17.8,6.58,2.99
"2022-09-09 12:00:00",40.75,23.55,9.01,3.53
"2022-09-09 13:00:00",41.81,27.02,11.17,4.13
"2022-09-09 14:00:00",40.13,25.46,12.51,4.85
"2022-09-09 15:00:00",45.41,29.13,10.72,4.13
"2022-09-09 16:00:00",40,27.13,7.36,4.38
"2022-09-09 17:00:00",50.04,24.94,6.02,3.01
"2022-09-09 18:00:00",47.28,31.71,7.4,3.45
"2022-09-09 19:00:00",41.13,36.45,9.14,4.51
"2022-09-09 20:00:00",19.87,47.9,5.89,3.09
"2022-09-09 21:00:00",26.78,34.62,7.57,3.59
"2022-09-09 22:00:00",45.78,14.99,8.85,5.07
"2022-09-09 23:00:00",61.49,6.97,10.33,5.82
"2022-09-10 00:00:00",56.47,2.6,11.83,6.57
"2022-09-10 01:00:00",42.03,8.36,12.09,6.66
"2022-09-10 02:00:00",37.08,10.77,11.86,6.18
"2022-09-10 03:00:00",36.82,6.2,11,6.24
"2022-09-10 04:00:00",31.69,9.32,11.13,5.68
"2022-09-10 05:00:00",30.84,6.8,11.83,6.21
"2022-09-10 06:00:00",31.42,7.06,10.5,5.18
"2022-09-10 07:00:00",34.57,-1.12,12.99,6.29
"2022-09-10 08:00:00",40.96,-1.33,13.97,7.35
"2022-09-10 09:00:00",53.63,-0.06,15.61,7.67
"2022-09-10 10:00:00",43.65,7.51,16.18,7.59
"2022-09-10 11:00:00",21.89,36.56,10.91,5.13
"2022-09-10 12:00:00",33.49,32.62,13.06,5.33
"2022-09-10 13:00:00",34.75,31.64,11.45,5.36
"2022-09-10 14:00:00",35.98,33.36,10.97,5.37
"2022-09-10 15:00:00",35.18,33.87,9.74,4.75
"2022-09-10 16:00:00",36.05,32.78,10.89,5.02
"2022-09-10 17:00:00",38.38,31.17,10.29,5.24
"2022-09-10 18:00:00",50.99,23.17,10.95,4.98
"2022-09-10 19:00:00",33.72,34.06,10.18,4.42
"2022-09-10 20:00:00",27.98,37.87,10.05,5.13
"2022-09-10 21:00:00",37.47,25.43,8.74,4.63
"2022-09-10 22:00:00",39.79,20.59,10.32,5.37
"2022-09-10 23:00:00",40.6,20.51,12.06,6.27
"2022-09-11 00:00:00",41.9,14.61,13.07,6.91
"2022-09-11 01:00:00",44.31,12.37,10.32,5.78
"2022-09-11 02:00:00",31.98,19.21,9,5.32
"2022-09-11 03:00:00",24.05,27.17,7.15,4.42
"2022-09-11 04:00:00",11.29,42.23,5.17,3.01
"2022-09-11 05:00:00",10.39,41.83,5.59,2.96
"2022-09-11 06:00:00",8.08,49.5,3.62,2.15
"2022-09-11 07:00:00",7.95,48.14,4.28,2.68
"2022-09-11 08:00:00",31.48,37.71,7.52,4.83
"2022-09-11 09:00:00",30.07,28.01,8.43,4.96
"2022-09-11 10:00:00",21.64,29.27,7.96,5.34
"2022-09-11 11:00:00",31.5,20.88,7.46,4.86
"2022-09-11 12:00:00",35.96,20.08,9.37,5.87
"2022-09-11 13:00:00",38.23,24.18,6.67,4.35
"2022-09-11 14:00:00",42.17,23.11,6.82,4.09
"2022-09-11 15:00:00",30.72,29.31,4.39,2.53
"2022-09-11 16:00:00",39.54,22.6,4.31,2.24
"2022-09-11 17:00:00",36.51,20.43,4.03,2.3
"2022-09-11 18:00:00",39.95,11.3,5.06,2.58
"2022-09-11 19:00:00",48.76,2.31,6.23,3.52
"2022-09-11 20:00:00",22.57,25.67,3.34,1.83
"2022-09-11 21:00:00",19.96,30.36,3.49,1.81
"2022-09-11 22:00:00",20.73,25.66,4.2,2.39
"2022-09-11 23:00:00",24.44,23.89,4.97,2.17
"2022-09-12 00:00:00",23.85,23.32,5.85,2.37
"2022-09-12 01:00:00",8.46,32.41,4.69,1.98
"2022-09-12 02:00:00",7.12,31.08,4.19,1.54
"2022-09-12 03:00:00",7.8,26.22,3.14,1.38
"2022-09-12 04:00:00",6.04,23.69,2.24,0.95
"2022-09-12 05:00:00",7.01,20.49,2.08,0.89
"2022-09-12 06:00:00",20.58,10.44,3.96,1.32
"2022-09-12 07:00:00",35.11,9.13,3.38,1.89
"2022-09-12 08:00:00",46.48,3.23,4.35,2.22
"2022-09-12 09:00:00",51.12,1.47,7.61,3.27
"2022-09-12 10:00:00",44.53,7.88,7.75,3.01
"2022-09-12 11:00:00",39.14,11.99,6.83,2.51
"2022-09-12 12:00:00",31.26,20.15,4.71,2.06
"2022-09-12 13:00:00",52.7,5.76,6.79,3.91
"2022-09-12 14:00:00",43.98,3.41,7.3,4.19
"2022-09-12 15:00:00",30.45,18.98,5.01,2.1
"2022-09-12 16:00:00",34.12,15.36,6.6,2.98
"2022-09-12 17:00:00",33.45,14.92,6.05,2.93
"2022-09-12 18:00:00",27.82,21.44,5.27,3.29
"2022-09-12 19:00:00",32.24,17.13,7.15,4.23
"2022-09-12 20:00:00",48.06,6.23,12.08,5.6
"2022-09-12 21:00:00",31.02,20.54,7.7,4.95
"2022-09-12 22:00:00",41.76,10.17,8.17,5.62
"2022-09-12 23:00:00",42.4,8.35,8.92,5.81
"2022-09-13 00:00:00",38.42,11.8,12.02,5.61
"2022-09-13 01:00:00",29.47,19.2,11.34,5.63
"2022-09-13 02:00:00",20.86,26.03,9.73,4.77
"2022-09-13 03:00:00",17.15,30.87,7.78,3.98
"2022-09-13 04:00:00",18.22,29.25,7.19,3.82
"2022-09-13 05:00:00",19.15,27.67,6.93,3.66
"2022-09-13 06:00:00",34.22,12.85,8.97,3.6
"2022-09-13 07:00:00",46.61,9.77,8.12,3.23
"2022-09-13 08:00:00",63.76,0.89,9.13,3.84
"2022-09-13 09:00:00",65.41,1.14,16.38,5.39
"2022-09-13 10:00:00",66.86,2.15,14.82,5.15
"2022-09-13 11:00:00",50,15.82,12.75,4.5
"2022-09-13 12:00:00",33.7,31.72,10.13,3.57
"2022-09-13 13:00:00",28.27,46.96,9.86,3.73
"2022-09-13 14:00:00",24.83,51.54,8.91,3.82
"2022-09-13 15:00:00",23.05,49.92,10.92,3.92
"2022-09-13 16:00:00",27.94,50.05,11.01,4.25
"2022-09-13 17:00:00",36.02,42.53,11.65,4.58
"2022-09-13 18:00:00",41.9,34.84,11.07,4.99
"2022-09-13 19:00:00",35.08,42.21,9.99,4.53
"2022-09-13 20:00:00",39.75,36.31,11.45,4.94
"2022-09-13 21:00:00",70.51,7.82,15.97,7.09
"2022-09-13 22:00:00",39.48,31.61,13.94,6.56
"2022-09-13 23:00:00",37.43,27.21,13.61,6.91
"2022-09-14 00:00:00",51.74,11.32,13.07,7.84
"2022-09-14 01:00:00",51.07,-0.38,19.18,12.41
"2022-09-14 02:00:00",38.18,14.03,21.33,15.45
"2022-09-14 03:00:00",12.62,37.14,85.12,77.72
"2022-09-14 04:00:00",16.05,28.61,14.13,9.7
"2022-09-14 05:00:00",17.14,26.31,10.77,6.39
"2022-09-14 06:00:00",29.68,15.44,11.75,6.45
"2022-09-14 07:00:00",49.2,5.48,12.27,6.38
"2022-09-14 08:00:00",55.85,2.57,15.03,6.98
"2022-09-14 09:00:00",52.38,9.37,15,5.39
"2022-09-14 10:00:00",51,8.93,14.42,4.39
"2022-09-14 11:00:00",50.02,15.27,12.73,3.38
"2022-09-14 12:00:00",42.11,19.02,89.08,9.34
"2022-09-14 13:00:00",49.34,19.59,16.23,4.58
"2022-09-14 14:00:00",37.58,32.27,19.79,7.18
"2022-09-14 15:00:00",40.08,32.73,21.75,8.39
"2022-09-14 16:00:00",42.54,31.96,18.03,7.19
"2022-09-14 17:00:00",45.97,24.53,20.18,7.24
"2022-09-14 18:00:00",54.94,18.91,20.54,8.19
"2022-09-14 19:00:00",47.79,21.91,16.2,6.32
"2022-09-14 20:00:00",46.06,18.71,13.46,6.35
"2022-09-14 21:00:00",43.95,18.66,14.44,6.78
"2022-09-14 22:00:00",44.26,15.58,13.19,6.47
"2022-09-14 23:00:00",37.39,19.06,12.25,6.18
"2022-09-15 00:00:00",28.44,24.32,9.22,4.24
"2022-09-15 01:00:00",22.97,26.56,6.4,3.48
"2022-09-15 02:00:00",15.36,31.82,6.03,3.02
"2022-09-15 03:00:00",9.84,33.69,5.5,3.34
"2022-09-15 04:00:00",8.49,36.26,4.93,2.52
"2022-09-15 05:00:00",9.05,32.41,5,2.28
"2022-09-15 06:00:00",20.21,22.86,6.22,2.3
"2022-09-15 07:00:00",36.12,8.65,8.57,3.02
"2022-09-15 08:00:00",45.51,0.93,16.45,4.83
"2022-09-15 09:00:00",49.98,1.17,24.09,6.32
"2022-09-15 10:00:00",40.94,10.35,28.61,6.77
"2022-09-15 11:00:00",41.83,16.33,30.21,7.17
"2022-09-15 12:00:00",37.55,23.43,27.43,6.32
"2022-09-15 13:00:00",42.45,21.16,23.36,6.03
"2022-09-15 14:00:00",43.75,20.13,20.41,5.3
"2022-09-15 15:00:00",38.91,27.13,25.49,5.6
"2022-09-15 16:00:00",40.32,26.2,20.06,4.39
"2022-09-15 17:00:00",44.42,25.48,18.23,4.82
"2022-09-15 18:00:00",48.03,20.29,16.18,5.05
"2022-09-15 19:00:00",47.67,19.15,15.55,5.98
"2022-09-15 20:00:00",37.51,24.17,13.42,4.51
"2022-09-15 21:00:00",38.33,19.43,11.4,4.26
"2022-09-15 22:00:00",35.72,17.96,12.83,4.87
"2022-09-15 23:00:00",25.75,27.46,9.16,3.81
"2022-09-16 00:00:00",26.79,24.68,8.9,3.72
"2022-09-16 01:00:00",19.45,30.07,8.14,3.85
"2022-09-16 02:00:00",14.56,36.61,6.11,2.83
"2022-09-16 03:00:00",12.89,38.02,6.1,2.72
"2022-09-16 04:00:00",12.2,35.08,6.3,3.1
"2022-09-16 05:00:00",13.26,33.46,6.09,2.9
"2022-09-16 06:00:00",25.65,21.27,6.85,2.89
"2022-09-16 07:00:00",48.9,5.62,9.93,3.72
"2022-09-16 08:00:00",58.42,1.57,10.84,3.99
"2022-09-16 09:00:00",50.53,3.34,14.98,4.44
"2022-09-16 10:00:00",45.35,10.31,19.48,5.18
"2022-09-16 11:00:00",35.19,22.57,28.77,5.86
"2022-09-16 12:00:00",30.29,29.78,24.15,5.2
"2022-09-16 13:00:00",31.38,29.46,17.46,4.38
"2022-09-16 14:00:00",29.34,33.46,16.59,4.01
"2022-09-16 15:00:00",37.73,28.17,15.29,3.85
"2022-09-16 16:00:00",40.52,27.71,13.26,3.65
"2022-09-16 17:00:00",43.45,24.32,12,3.65
"2022-09-16 18:00:00",40.67,26.81,11.01,3.64
"2022-09-16 19:00:00",44.36,24.78,11.15,3.71
"2022-09-16 20:00:00",48.62,17.94,10.34,3.94
"2022-09-16 21:00:00",51.49,11.61,11.14,5.07
"2022-09-16 22:00:00",41.17,17.87,10.81,4.8
"2022-09-16 23:00:00",42.64,18.39,11.5,5.04
"2022-09-17 00:00:00",45.85,16.64,11.5,4.78
"2022-09-17 01:00:00",47.63,10.01,11.51,5.25
"2022-09-17 02:00:00",39.76,12.87,11.85,6.43
"2022-09-17 03:00:00",32.28,16.65,9.94,5.04
"2022-09-17 04:00:00",32.83,12.38,9.35,5.27
"2022-09-17 05:00:00",30.76,12.58,8.2,4.56
"2022-09-17 06:00:00",24.03,17.89,7.89,4.37
"2022-09-17 07:00:00",32.98,9.5,9.43,4.56
"2022-09-17 08:00:00",46.29,0.89,12.12,5.4
"2022-09-17 09:00:00",46.91,4.64,14,5.97
"2022-09-17 10:00:00",40.04,7.25,13.45,5.81
"2022-09-17 11:00:00",39.37,11.19,14.64,5.44
"2022-09-17 12:00:00",36.33,23.37,17.13,4.72
"2022-09-17 13:00:00",33.26,26,13.56,3.84
"2022-09-17 14:00:00",21.14,37.96,9.02,2.91
"2022-09-17 15:00:00",25.8,32.58,7.62,3.27
"2022-09-17 16:00:00",35.77,24.46,13.8,4.46
"2022-09-17 17:00:00",36.82,28.51,26.26,6.8
"2022-09-17 18:00:00",36.75,28.44,11.72,4.4
"2022-09-17 19:00:00",46.66,20.05,13.39,5.23
"2022-09-17 20:00:00",48.69,13.88,14.62,6.58
"2022-09-17 21:00:00",54.22,7.84,15.63,9.4
"2022-09-17 22:00:00",57.02,3.02,20.88,13.31
"2022-09-17 23:00:00",59.45,3.26,22.42,15.04
"2022-09-18 00:00:00",49.32,7.7,19.83,12.05
"2022-09-18 01:00:00",45.64,5.35,16.53,10.85
"2022-09-18 02:00:00",41.39,6.59,12.04,8
"2022-09-18 03:00:00",33.03,14.48,10.06,5.91
"2022-09-18 04:00:00",25.16,20.05,8.02,5.54
"2022-09-18 05:00:00",28.67,16.02,8.63,5.48
"2022-09-18 06:00:00",21.1,21.53,8.27,5.34
"2022-09-18 07:00:00",15.44,23.91,9.01,6.12
"2022-09-18 08:00:00",30.97,12.11,11.61,6.57
"2022-09-18 09:00:00",31.6,13.67,10.14,5.93
"2022-09-18 10:00:00",26.46,18.66,9.06,5.69
"2022-09-18 11:00:00",30.01,22.69,6.94,3.68
"2022-09-18 12:00:00",30.57,22.89,9.01,4.16
"2022-09-18 13:00:00",32.95,28.78,5.77,3.15
"2022-09-18 14:00:00",27.51,41.25,5.49,2.44
"2022-09-18 15:00:00",31.98,36.7,6.18,2.6
"2022-09-18 16:00:00",27.24,38.94,7.84,3.3
"2022-09-18 17:00:00",29.26,37.22,8.04,4.36
"2022-09-18 18:00:00",29.75,35.62,10.23,5.35
"2022-09-18 19:00:00",35.02,32.51,10.41,6.45
"2022-09-18 20:00:00",38.27,22.57,18.48,8.62
"2022-09-18 21:00:00",40.91,15.06,13.29,8.03
"2022-09-18 22:00:00",44.67,7.97,15,9.09
"2022-09-18 23:00:00",36.42,15.09,14.86,9.51
"2022-09-19 00:00:00",29.45,20.43,12.62,8.21
"2022-09-19 01:00:00",21.65,27.07,12.91,9.22
"2022-09-19 02:00:00",17.07,30.7,12.25,8.55
"2022-09-19 03:00:00",13.64,33.83,11.05,8.16
"2022-09-19 04:00:00",11.14,37.21,11.2,7.98
"2022-09-19 05:00:00",13.29,34.97,11.34,7.74
"2022-09-19 06:00:00",23.85,21.85,12.35,7.38
"2022-09-19 07:00:00",48.54,5.13,13.97,7.73
"2022-09-19 08:00:00",62.19,-1.28,20.88,9.65
"2022-09-19 09:00:00",62.87,-0.67,25.1,10.29
"2022-09-19 10:00:00",55.52,1.36,21.94,9.7
"2022-09-19 11:00:00",52.24,3.2,20.75,9.23
"2022-09-19 12:00:00",54.28,8.97,19.9,8.3
"2022-09-19 13:00:00",54.88,16.23,20.78,7.96
"2022-09-19 14:00:00",49.41,17.94,15.37,6.25
"2022-09-19 15:00:00",56.93,14.78,14.74,5.78
"2022-09-19 16:00:00",65.83,6.43,19.55,7.57
"2022-09-19 17:00:00",74.44,7.07,20.56,7.84
"2022-09-19 18:00:00",61.93,16.25,14.59,6.74
"2022-09-19 19:00:00",67.09,8.27,19.93,8.76
"2022-09-19 20:00:00",49.7,9.71,21.79,9.88
"2022-09-19 21:00:00",61.21,0.21,21.48,11.19
"2022-09-19 22:00:00",53.14,-0.86,21.02,11.64
"2022-09-19 23:00:00",48.42,-0.57,20.22,11.48
"2022-09-20 00:00:00",51.42,-1.51,20.54,12.54
"2022-09-20 01:00:00",48.43,0.97,19.21,11.92
"2022-09-20 02:00:00",29.57,20.48,14.48,9.52
"2022-09-20 03:00:00",38.32,6.97,16.19,11.18
"2022-09-20 04:00:00",23.92,25.56,12.38,8.71
"2022-09-20 05:00:00",20.43,30.53,10.51,7.27
"2022-09-20 06:00:00",35.5,16.71,11.56,7.68
"2022-09-20 07:00:00",56.65,0.05,18.95,10.45
