"Date and Time","NO<sub>2</sub>","O<sub>3</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-12-04 12:00:00",16.78,48.27,7.09,3.33
"2022-12-04 13:00:00",21.89,40.63,7.57,3.14
"2022-12-04 14:00:00",24.49,33.45,9.13,3.87
"2022-12-04 15:00:00",26.82,25.03,9.17,4.1
"2022-12-04 16:00:00",28.32,24.8,8.91,3.74
"2022-12-04 17:00:00",23.69,27.2,9.66,4.45
"2022-12-04 18:00:00",29.64,17.41,8.77,4.32
"2022-12-04 19:00:00",25.38,24.01,8.68,4.16
"2022-12-04 20:00:00",20.23,28.16,7.88,4.33
"2022-12-04 21:00:00",24.95,21.67,11.16,5.31
"2022-12-04 22:00:00",24.07,21.27,10.84,5.21
"2022-12-04 23:00:00",14.75,37.37,11.03,5.46
"2022-12-05 00:00:00",16.09,47.49,10.36,5.84
"2022-12-05 01:00:00",19.37,33.27,12.32,7.54
"2022-12-05 02:00:00",14.58,31.03,10.98,6.14
"2022-12-05 03:00:00",19.06,29.07,9.48,4.94
"2022-12-05 04:00:00",19.77,25.79,8.71,4.94
"2022-12-05 05:00:00",15.47,32,8.75,5.26
"2022-12-05 06:00:00",14.88,33.69,9.05,5.02
"2022-12-05 07:00:00",31.86,17.35,9.5,4.85
"2022-12-05 08:00:00",32.38,17.79,9.46,4.23
"2022-12-05 09:00:00",39.59,9.91,10.09,4.34
"2022-12-05 10:00:00",35.05,15.52,10.07,3.69
"2022-12-05 11:00:00",40.57,9.86,10.31,4.16
"2022-12-05 12:00:00",39.59,14.34,10.62,4.18
"2022-12-05 13:00:00",34.23,19.56,9.59,3.67
"2022-12-05 14:00:00",34.05,20.33,11.61,3.83
"2022-12-05 15:00:00",38.51,12.71,10.84,3.93
"2022-12-05 16:00:00",34.32,19.73,12.87,4.72
"2022-12-05 17:00:00",39.57,16.65,10.79,4.68
"2022-12-05 18:00:00",39.09,15.69,12.01,5.41
"2022-12-05 19:00:00",33.51,22.76,12.41,5.33
"2022-12-05 20:00:00",28.12,30.31,10.33,4.48
"2022-12-05 21:00:00",29.83,23.78,9.42,4.8
"2022-12-05 22:00:00",29.97,22.87,8.15,4.07
"2022-12-05 23:00:00",19.19,35.14,7,3.82
"2022-12-06 00:00:00",15.09,39.44,5.91,2.9
"2022-12-06 01:00:00",8.08,44.1,5.51,2.44
"2022-12-06 02:00:00",17.23,36.43,7.18,2.59
"2022-12-06 03:00:00",18.87,35.81,6.79,2.4
"2022-12-06 04:00:00",18.59,40.96,7.58,2.71
"2022-12-06 05:00:00",6.64,59.38,4.73,2.09
"2022-12-06 06:00:00",11.11,57.17,3.54,1.76
"2022-12-06 07:00:00",29.01,40,3.97,1.94
"2022-12-06 08:00:00",43.13,30.61,3.83,1.94
"2022-12-06 09:00:00",67.16,7.28,6.53,2.43
"2022-12-06 10:00:00",77.8,0.48,11.1,4.38
"2022-12-06 11:00:00",69.35,2.21,13.68,5.45
"2022-12-06 12:00:00",53.5,11.97,16.36,4.55
"2022-12-06 13:00:00",53.6,11.16,13.16,4.23
"2022-12-06 14:00:00",53.81,7.04,8.23,4.84
"2022-12-06 15:00:00",61.51,5.73,9.43,4.49
"2022-12-06 16:00:00",59.72,12.25,7.47,4.12
"2022-12-06 17:00:00",71.46,2.21,10.94,6.19
"2022-12-06 18:00:00",63.1,0.85,12.83,8.49
"2022-12-06 19:00:00",65.34,-0.67,15.43,11.62
"2022-12-06 20:00:00",59.78,1.47,14.11,10.95
"2022-12-06 21:00:00",54.22,2.84,17.44,13.19
"2022-12-06 22:00:00",53.44,4.8,16.49,13.01
"2022-12-06 23:00:00",51.07,5.71,14.64,12.07
"2022-12-07 00:00:00",39.66,13.37,14.74,11.94
"2022-12-07 01:00:00",31.7,19.62,10.87,8.63
"2022-12-07 02:00:00",37.39,10.56,13.06,10.3
"2022-12-07 03:00:00",29.16,16.25,10.94,9.07
"2022-12-07 04:00:00",28.25,13.73,11.03,9.21
"2022-12-07 05:00:00",25.8,14.22,12.64,10.29
"2022-12-07 06:00:00",30.75,10.01,11.99,9.79
"2022-12-07 07:00:00",59.01,3.22,12.76,9.08
"2022-12-07 08:00:00",62.52,-0.16,13.41,9.27
"2022-12-07 09:00:00",64.35,-1.24,15.42,9.74
"2022-12-07 10:00:00",85.13,-0.95,17.5,9.95
"2022-12-07 11:00:00",64.83,-0.31,18.52,9.5
"2022-12-07 12:00:00",66.64,1.12,16.82,8.87
"2022-12-07 13:00:00",74.77,0.75,17.43,9.52
"2022-12-07 14:00:00",65.04,7.7,19.75,7.92
"2022-12-07 15:00:00",68.14,6.74,22.28,7.97
"2022-12-07 16:00:00",72.13,4.4,23.76,9.45
"2022-12-07 17:00:00",72.29,2,24.21,10.76
"2022-12-07 18:00:00",76.87,0.33,20.33,12.44
"2022-12-07 19:00:00",72.63,-0.84,21.86,16.53
"2022-12-07 20:00:00",67.09,-0.65,22.37,17.9
"2022-12-07 21:00:00",57.36,-0.83,26.26,21.7
"2022-12-07 22:00:00",60.41,-0.73,25.25,21.14
"2022-12-07 23:00:00",49.46,-0.01,23.96,19.57
"2022-12-08 00:00:00",46.75,1.73,20.4,17.61
"2022-12-08 01:00:00",38.41,1.8,18.67,16.06
"2022-12-08 02:00:00",32.03,6.44,13.62,12.1
"2022-12-08 03:00:00",25.25,14.19,9.88,8.34
"2022-12-08 04:00:00",30.48,7.67,12.91,10.23
"2022-12-08 05:00:00",26.58,15.77,10.52,8.41
"2022-12-08 06:00:00",30.95,14.43,9.45,7.6
"2022-12-08 07:00:00",50.69,5.53,9.8,7.34
"2022-12-08 08:00:00",59.32,1.5,11.4,9.08
"2022-12-08 09:00:00",61.69,-1.34,12.35,8.38
"2022-12-08 10:00:00",73.54,-0.99,15.69,9.78
"2022-12-08 10:01:00",,
"2022-12-08 11:00:00",61.9,,14.32,9.1
"2022-12-08 11:01:00",,
"2022-12-08 12:00:00",64.78,0.05,13.46,8.3
"2022-12-08 13:00:00",54.9,2.52,14.75,8.61
"2022-12-08 14:00:00",69.43,2.59,15.23,9.25
"2022-12-08 15:00:00",62.06,6.31,18.13,7.06
"2022-12-08 16:00:00",69.68,4.7,20.27,7.41
"2022-12-08 17:00:00",81.7,-0.32,25.23,9.85
"2022-12-08 18:00:00",83.3,-0.11,23.32,13.15
"2022-12-08 19:00:00",79.97,-1.08,18.32,12.1
"2022-12-08 20:00:00",79.14,-0.81,22.13,16.17
"2022-12-08 21:00:00",76.8,-1.49,35.73,28.97
"2022-12-08 22:00:00",71.79,-1.13,37.38,30.4
"2022-12-08 23:00:00",66.51,-1.26,26.68,22.66
"2022-12-09 00:00:00",60.13,-1.46,22.58,19.45
"2022-12-09 01:00:00",55.97,-0.94,20.77,18.53
"2022-12-09 02:00:00",42.32,1.82,16.95,15.55
"2022-12-09 03:00:00",31.61,10.09,13.91,12.08
"2022-12-09 04:00:00",30.48,11.57,12.88,10.97
"2022-12-09 05:00:00",35.11,7.49,13.42,10.55
"2022-12-09 06:00:00",35.74,6.09,12.81,10.51
"2022-12-09 07:00:00",54.19,-0.27,14.47,11.8
"2022-12-09 08:00:00",68.94,-1.71,15.17,11.17
"2022-12-09 09:00:00",64.49,-1.88,15.68,11.5
"2022-12-09 10:00:00",59.64,-1.47,16.22,12.01
"2022-12-09 11:00:00",60.93,-0.09,14.99,11.2
"2022-12-09 12:00:00",68.15,0.46,15.17,10.81
"2022-12-09 13:00:00",72.13,1.55,14.86,10.78
"2022-12-09 14:00:00",68.32,1.39,15.19,11.49
"2022-12-09 15:00:00",72.91,0.64,16.25,12.15
"2022-12-09 16:00:00",75.87,-0.44,19.15,14.97
"2022-12-09 17:00:00",73.01,-0.84,21.57,18.98
"2022-12-09 18:00:00",69.4,-1.06,25.32,23.2
"2022-12-09 19:00:00",64.23,-0.77,25.31,23.42
"2022-12-09 20:00:00",55.1,3.97,21.44,19.32
"2022-12-09 21:00:00",50.8,5.15,22.08,20.01
"2022-12-09 22:00:00",50.38,6.16,19.06,17.08
"2022-12-09 23:00:00",52.26,4.08,17.79,15.94
"2022-12-10 00:00:00",48.01,7.94,14.65,13.08
"2022-12-10 01:00:00",44.41,8.93,11.7,10.6
"2022-12-10 02:00:00",29.33,20.86,10.66,9.49
"2022-12-10 03:00:00",35.9,12.58,12.18,10.6
"2022-12-10 04:00:00",28.31,20.35,11.14,10.02
"2022-12-10 05:00:00",27.93,18.57,11.45,10.34
"2022-12-10 06:00:00",25.71,20.39,11.76,10.12
"2022-12-10 07:00:00",27.96,20.42,12,10.89
"2022-12-10 08:00:00",41.95,9.88,11.1,9.59
"2022-12-10 09:00:00",44.46,11.52,10.19,8.64
"2022-12-10 10:00:00",50.9,5.3,10.83,8.52
"2022-12-10 11:00:00",53.93,7.76,11.08,8.28
"2022-12-10 12:00:00",60.64,5.75,13.51,10.73
"2022-12-10 13:00:00",49.99,9.86,14.98,12.67
"2022-12-10 14:00:00",47.88,4.04,20.28,17.9
"2022-12-10 15:00:00",52.63,3.86,22.5,19.66
"2022-12-10 16:00:00",45.58,5.14,20.16,18.06
"2022-12-10 17:00:00",46.47,8.72,17.71,16.36
"2022-12-10 18:00:00",56.43,2.38,21.01,19.64
"2022-12-10 19:00:00",57.3,4.36,23.22,21.78
"2022-12-10 20:00:00",59.77,5.56,22.69,21.19
"2022-12-10 21:00:00",53.26,5.3,23.23,21.8
"2022-12-10 22:00:00",44.03,5.11,26.69,25.1
"2022-12-10 23:00:00",45.88,4.04,29.19,27.7
"2022-12-11 00:00:00",37.82,5.13,22.9,21.88
"2022-12-11 01:00:00",37.87,5.52,19.19,18.22
"2022-12-11 02:00:00",37.59,3.06,22.28,18.32
"2022-12-11 03:00:00",34.01,6.02,19.27,15.72
"2022-12-11 04:00:00",34.45,4.48,20.63,15.75
"2022-12-11 05:00:00",25.68,9.8,15.33,13.73
"2022-12-11 06:00:00",23.72,12.08,13.87,12.7
"2022-12-11 07:00:00",27.68,12.5,12.33,10.66
"2022-12-11 08:00:00",31.94,14.55,9.84,7.92
"2022-12-11 09:00:00",47.83,11.19,8.53,6.41
"2022-12-11 10:00:00",43.57,11.89,7.87,5.48
"2022-12-11 11:00:00",40.98,14.91,9.14,6.87
"2022-12-11 12:00:00",56.84,4.36,10.72,8.83
"2022-12-11 13:00:00",60.12,3.19,13.88,11.54
"2022-12-11 14:00:00",50.56,5.3,13.84,12.05
"2022-12-11 15:00:00",56.69,3.68,16.83,15.14
"2022-12-11 16:00:00",52,3.19,18.32,16.86
"2022-12-11 17:00:00",54.8,1.05,22.43,20.12
"2022-12-11 18:00:00",51.44,1.57,20.79,19.01
"2022-12-11 19:00:00",49.64,2.75,22.68,21.55
"2022-12-11 20:00:00",46.71,4.09,26,24.53
"2022-12-11 21:00:00",47.19,3.52,23.51,22.54
"2022-12-11 22:00:00",40.68,4.75,23.76,22.48
"2022-12-11 23:00:00",38.4,6.86,24.66,23.55
"2022-12-12 00:00:00",32.58,7.11,22.77,21.87
"2022-12-12 01:00:00",27.38,12.03,19.16,18.46
"2022-12-12 02:00:00",23.45,14.79,18.43,17.81
"2022-12-12 03:00:00",18.79,18.29,16.64,15.73
"2022-12-12 04:00:00",15.22,21.92,13.57,13.03
"2022-12-12 05:00:00",16.14,21.43,13.22,12.73
"2022-12-12 06:00:00",30.61,14.87,12.12,11.34
"2022-12-12 07:00:00",42.15,7.95,10.13,9.42
"2022-12-12 08:00:00",59.71,-0.51,10.81,9.8
"2022-12-12 09:00:00",71.21,-1.94,13.49,11.39
"2022-12-12 10:00:00",60.37,-1.73,14.85,12.53
"2022-12-12 11:00:00",70.32,-1.71,19.63,14.82
"2022-12-12 12:00:00",79.13,-1.27,31.24,24.31
"2022-12-12 13:00:00",74.67,-1.28,39.61,29.85
"2022-12-12 14:00:00",91.63,-1.11,47.98,37.59
"2022-12-12 15:00:00",78.49,-1.7,51.46,41.73
"2022-12-12 16:00:00",62.33,-1.77,35.94,30.06
"2022-12-12 17:00:00",79.62,-1.49,35.09,29.64
"2022-12-12 18:00:00",58.29,-1.7,24.81,23.23
"2022-12-12 19:00:00",57.86,-1.53,22.8,21.94
"2022-12-12 20:00:00",58.87,-1.7,19.06,18.3
"2022-12-12 21:00:00",67.87,-1.5,30.02,28.93
"2022-12-12 22:00:00",67.55,-0.82,42.06,40.38
"2022-12-12 23:00:00",62.28,-1.09,39.17,37.36
"2022-12-13 00:00:00",64.67,-1.17,36.17,34.41
"2022-12-13 01:00:00",60.58,-1.1,45.39,44.05
"2022-12-13 02:00:00",52.06,-1.28,38.75,37.42
"2022-12-13 03:00:00",44.14,-1.43,27.25,25.67
"2022-12-13 04:00:00",48.12,-1.65,33.3,30.69
"2022-12-13 05:00:00",46.86,-1.82,29.39,26.93
"2022-12-13 06:00:00",47.95,-1.73,24.29,22.91
"2022-12-13 07:00:00",64.87,-1.68,24.94,22.58
"2022-12-13 08:00:00",80.99,-1.73,22.56,19.84
"2022-12-13 09:00:00",70.22,-0.45,13.75,9.64
"2022-12-13 10:00:00",62.66,2.98,14.48,10.11
"2022-12-13 11:00:00",54.8,9.08,14.55,8.68
"2022-12-13 12:00:00",45.79,15.11,12.79,7.18
"2022-12-13 13:00:00",49.39,14.37,13.2,5.82
"2022-12-13 14:00:00",44.36,15.95,12.17,6.53
"2022-12-13 15:00:00",51.02,11.07,16.98,7.35
"2022-12-13 16:00:00",61,3.72,19.35,10.21
"2022-12-13 17:00:00",58.13,8.92,15.74,9.34
"2022-12-13 18:00:00",46.22,17.15,14.16,8.98
"2022-12-13 19:00:00",45.45,16.96,12.61,9.38
"2022-12-13 20:00:00",63.96,-0.83,27.73,22.96
"2022-12-13 21:00:00",64.24,-1.28,31.07,27.06
"2022-12-13 22:00:00",33.99,21.85,13.83,11.22
"2022-12-13 23:00:00",24.55,30.1,10.96,7.57
"2022-12-14 00:00:00",17.63,35.86,12.2,7.58
"2022-12-14 01:00:00",12.45,42.26,11.5,7.43
"2022-12-14 02:00:00",9.81,44.83,10.47,7.18
"2022-12-14 03:00:00",19.69,37.19,9.6,5.51
"2022-12-14 04:00:00",9.5,46.92,8.28,4.66
"2022-12-14 05:00:00",6.98,49.7,5.86,3.14
"2022-12-14 06:00:00",10.25,45.09,5.88,2.68
"2022-12-14 07:00:00",22.16,33.46,8.01,3.3
"2022-12-14 08:00:00",38.9,22.48,8.7,3.31
"2022-12-14 09:00:00",55.64,8.47,13.82,4.23
"2022-12-14 10:00:00",59.87,5.09,20.31,5.43
"2022-12-14 11:00:00",68.38,2.09,26.97,6.94
"2022-12-14 12:00:00",61.43,12.51,27.61,7.08
"2022-12-14 13:00:00",52.38,22.52,28.7,6.76
"2022-12-14 14:00:00",46.22,28.11,21.59,5.58
"2022-12-14 15:00:00",53.25,24.43,23.04,6.11
"2022-12-14 16:00:00",62.36,13.02,23.89,7.3
"2022-12-14 17:00:00",77.33,2.37,29.61,11.05
"2022-12-14 18:00:00",82.28,1.26,31.14,12.28
"2022-12-14 19:00:00",70.86,2.1,29.51,14.9
"2022-12-14 20:00:00",70.89,2.66,27.43,15.8
"2022-12-14 21:00:00",64.22,2.48,28.76,18.76
"2022-12-14 22:00:00",59.19,5.63,23.37,16.38
"2022-12-14 23:00:00",46.73,10.99,19.39,14.22
"2022-12-15 00:00:00",55.67,5.41,19.94,13.92
"2022-12-15 01:00:00",48.31,6.79,17.44,13.93
"2022-12-15 02:00:00",46.69,3.39,17.8,14.97
"2022-12-15 03:00:00",37.49,11.13,15.93,13.02
"2022-12-15 04:00:00",34.97,10.19,13.96,11.88
"2022-12-15 05:00:00",29.84,17.22,13.57,11.26
"2022-12-15 06:00:00",36.94,12.91,11.27,9.44
"2022-12-15 07:00:00",59.33,1.5,11.85,9.13
"2022-12-15 08:00:00",78.34,-1.88,13.12,9.16
"2022-12-15 09:00:00",80.68,-2.05,13.84,8.78
"2022-12-15 10:00:00",79.01,-1.24,18.53,10.7
"2022-12-15 11:00:00",72.52,-0.47,15.77,10.14
"2022-12-15 12:00:00",71.03,0.52,18.86,11.15
"2022-12-15 13:00:00",74.56,0.34,19.7,12.58
"2022-12-15 14:00:00",66.31,0.06,20.97,14.77
"2022-12-15 15:00:00",74.36,-0.37,21.8,14.76
"2022-12-15 16:00:00",87.49,-1.55,21.94,15.47
"2022-12-15 17:00:00",89.07,-1.51,30.68,22.73
"2022-12-15 18:00:00",97.04,-1.31,33.98,27.13
"2022-12-15 19:00:00",86.39,-1.48,30.35,25.45
"2022-12-15 20:00:00",75.41,-1.18,37.53,31.43
"2022-12-15 21:00:00",72.39,-1.23,36.96,32.22
"2022-12-15 22:00:00",64.81,-1.2,33.7,29.57
"2022-12-15 23:00:00",61.08,-1.42,32.04,28.66
"2022-12-16 00:00:00",59.12,-1.36,29.87,27.23
"2022-12-16 01:00:00",53.81,-1.15,29.5,26.68
"2022-12-16 02:00:00",45.34,-0.92,25.14,23.52
"2022-12-16 03:00:00",45.32,-1.34,24.63,23.35
"2022-12-16 04:00:00",38.24,1.92,17.18,15.94
"2022-12-16 05:00:00",37.57,6.52,13.92,12.79
"2022-12-16 06:00:00",45.55,5,12.94,11.43
"2022-12-16 07:00:00",65.03,-1.43,13.42,11.63
"2022-12-16 08:00:00",73.89,-1.89,13.37,10.67
"2022-12-16 09:00:00",83.98,-2.02,15.53,10.9
"2022-12-16 10:00:00",89.08,-1.74,32.29,14.71
"2022-12-16 11:00:00",92.55,-1.35,20.95,12.84
"2022-12-16 12:00:00",104.07,-1.1,33.6,20
"2022-12-16 13:00:00",98.04,2.72,21.31,11.81
"2022-12-16 14:00:00",89.87,4.23,13.18,8.34
"2022-12-16 15:00:00",77.05,7.48,12.67,7.52
"2022-12-16 16:00:00",98.14,3.37,14.71,8.99
"2022-12-16 17:00:00",92.5,1.08,15.86,11.03
"2022-12-16 18:00:00",91.33,3.56,16.54,11.85
"2022-12-16 19:00:00",78.69,3.73,15.74,12.25
"2022-12-16 20:00:00",59.98,13.4,15.02,11.71
"2022-12-16 21:00:00",54.62,15.79,13.68,10.97
"2022-12-16 22:00:00",60.26,15.47,12.57,10.49
"2022-12-16 23:00:00",58.24,13.79,11.88,9.2
"2022-12-17 00:00:00",41.21,30.18,8.76,6.71
"2022-12-17 01:00:00",39.49,29.82,8.32,6.64
"2022-12-17 02:00:00",20.21,45.62,5.95,4.67
"2022-12-17 03:00:00",16.18,51.62,4.31,3.4
"2022-12-17 04:00:00",14.66,50.87,3.06,2.64
"2022-12-17 05:00:00",19.59,47.54,3.11,2.65
"2022-12-17 06:00:00",22.17,48.32,3.03,2.38
"2022-12-17 07:00:00",25.78,41.58,3.51,2.32
"2022-12-17 08:00:00",48.16,22.98,4.38,2.94
"2022-12-17 09:00:00",70.97,4.87,6.55,4.02
"2022-12-17 10:00:00",85.64,-0.13,8.15,4.74
"2022-12-17 11:00:00",85.05,-0.44,11.36,6.2
"2022-12-17 12:00:00",78.31,5.55,8.62,5.37
"2022-12-17 13:00:00",67.01,12.78,6.77,4.62
"2022-12-17 14:00:00",70.48,12.57,7.57,5.7
"2022-12-17 15:00:00",66.8,14.24,8.05,6.23
"2022-12-17 16:00:00",82.63,3.41,9.58,7.51
"2022-12-17 17:00:00",92.24,-1.76,14.6,11.55
"2022-12-17 18:00:00",89.12,-1.4,16.25,13.82
"2022-12-17 19:00:00",91.17,-1.29,33.41,29.26
"2022-12-17 20:00:00",93.88,-1.23,39,36.02
"2022-12-17 21:00:00",90.22,-1.3,42.4,38.65
"2022-12-17 22:00:00",82.12,-1.23,30.18,26.67
"2022-12-17 23:00:00",81.7,-1.37,18.21,15.51
"2022-12-18 00:00:00",72.23,-0.38,24.37,21.76
"2022-12-18 01:00:00",72.54,-1.47,21.89,18.98
"2022-12-18 02:00:00",55.51,12.19,12.15,10.02
"2022-12-18 03:00:00",54.96,15.34,11.77,7.54
"2022-12-18 04:00:00",14.55,49.66,13.11,6.45
"2022-12-18 05:00:00",10.37,47.55,16.16,9.83
"2022-12-18 06:00:00",8.34,49.96,18.12,11.13
"2022-12-18 07:00:00",6.98,54.41,17.37,10.3
"2022-12-18 08:00:00",8.86,60.84,11.03,6.75
"2022-12-18 09:00:00",20.14,53.57,16.09,9.43
"2022-12-18 10:00:00",17.32,44.64,13.43,8.68
"2022-12-18 11:00:00",17.14,42.91,8.58,5.94
"2022-12-18 12:00:00",23.54,35.47,10.04,6.67
"2022-12-18 13:00:00",30.44,25.18,7.28,4.42
"2022-12-18 14:00:00",34.87,23.32,5.15,2.98
"2022-12-18 15:00:00",25.41,25.51,4.24,2.48
"2022-12-18 16:00:00",29.92,27.44,5.01,3.1
"2022-12-18 17:00:00",44.89,11.94,6.59,4.03
"2022-12-18 18:00:00",58.53,2.46,8.55,5.42
"2022-12-18 19:00:00",48.83,11.71,6.29,3.97
"2022-12-18 20:00:00",39.43,21.62,5.65,3.86
"2022-12-18 21:00:00",33.67,24.02,5.97,4.37
"2022-12-18 22:00:00",30.06,26.15,8.63,6.17
"2022-12-18 23:00:00",29.45,26.26,9.38,4.1
"2022-12-19 00:00:00",26.62,31.62,10.25,4.51
"2022-12-19 01:00:00",23.5,34.96,9.53,4.99
"2022-12-19 02:00:00",17.78,41.45,10.2,4.56
"2022-12-19 03:00:00",11.16,45.18,9.88,4.78
"2022-12-19 04:00:00",11.97,44.99,8.77,5.06
"2022-12-19 05:00:00",5.41,62.28,3.82,2.07
"2022-12-19 06:00:00",27.74,38.15,11.16,5.71
"2022-12-19 07:00:00",36.23,32.69,14.37,7.22
"2022-12-19 08:00:00",52.11,19.1,13.6,6.22
"2022-12-19 09:00:00",70.95,11.38,10.47,3.96
"2022-12-19 10:00:00",70.28,7.4,9.86,4.24
"2022-12-19 11:00:00",66.09,9.39,13.61,6.97
"2022-12-19 12:00:00",73.77,1.77,16.39,6.8
"2022-12-19 13:00:00",36.77,39.01,7.14,2.71
"2022-12-19 14:00:00",30.62,49.58,4.46,2.7
"2022-12-19 15:00:00",45.54,30.43,7.51,3.85
"2022-12-19 16:00:00",54.39,29.12,6.9,3.72
"2022-12-19 17:00:00",58.87,22.29,6.54,4.06
"2022-12-19 18:00:00",76.24,16.78,6.33,4.06
"2022-12-19 19:00:00",29.36,46.52,8.4,4.85
"2022-12-19 20:00:00",34.27,43.72,12.85,6.72
"2022-12-19 21:00:00",35.36,37.84,16.4,8
"2022-12-19 22:00:00",43.42,34.3,16.62,8.54
"2022-12-19 23:00:00",32.1,44.47,16.8,8.18
"2022-12-20 00:00:00",25.29,49.96,15.82,7.69
"2022-12-20 01:00:00",10.94,63.94,14.74,7.13
"2022-12-20 02:00:00",5.27,67.5,16.49,7.97
