,datetime,rain,temp,wetb,dewpt,vappr,rhum,msl,no2,o3,pm10,pm2.5
0,2022-01-01 00:00:00,0.0,13.1,11.4,9.8,12.1,80.0,1007.3,14.53,41.67,14.32595162404976,6.551401068015739
1,2022-01-01 01:00:00,0.0,13.9,11.2,8.5,11.1,70.0,1005.8,10.2,44.99,14.32595162404976,6.551401068015739
2,2022-01-01 02:00:00,0.0,14.0,11.0,8.1,10.8,67.0,1005.0,7.72,49.98,14.32595162404976,6.551401068015739
3,2022-01-01 03:00:00,0.0,14.6,11.4,8.4,11.0,66.0,1003.9,6.73,52.82,14.32595162404976,6.551401068015739
4,2022-01-01 04:00:00,0.0,14.9,12.1,9.5,11.9,70.0,1002.7,2.87,57.84,14.32595162404976,6.551401068015739
5,2022-01-01 05:00:00,0.1,14.3,12.5,10.8,13.0,79.0,1001.7,1.76,64.57,14.32595162404976,6.551401068015739
6,2022-01-01 06:00:00,0.0,14.6,12.3,10.3,12.5,75.0,1001.1,1.69,69.25,14.32595162404976,6.551401068015739
7,2022-01-01 07:00:00,0.0,14.5,12.3,10.2,12.5,75.0,1001.8,1.51,75.27,14.32595162404976,6.551401068015739
8,2022-01-01 08:00:00,0.0,13.2,10.8,8.3,10.9,72.0,1003.1,3.63,77.14,14.32595162404976,6.551401068015739
9,2022-01-01 09:00:00,0.0,12.5,10.0,7.4,10.3,71.0,1004.3,5.75,78.8,14.32595162404976,6.551401068015739
10,2022-01-01 10:00:00,0.0,12.4,10.2,7.9,10.6,73.0,1004.7,5.36,78.72,14.32595162404976,6.551401068015739
11,2022-01-01 11:00:00,0.0,12.9,10.6,8.4,11.0,74.0,1005.2,4.42,79.8,14.32595162404976,6.551401068015739
12,2022-01-01 12:00:00,0.0,13.1,10.5,8.0,10.7,71.0,1005.0,4.4,80.12,14.32595162404976,6.551401068015739
13,2022-01-01 13:00:00,0.0,13.2,10.6,8.0,10.7,70.0,1005.0,6.73,76.7,14.32595162404976,6.551401068015739
14,2022-01-01 14:00:00,0.0,13.1,10.4,7.7,10.5,69.0,1004.6,8.25,74.52,14.32595162404976,6.551401068015739
15,2022-01-01 15:00:00,0.0,12.7,10.3,7.9,10.6,72.0,1004.5,8.33,72.9,14.32595162404976,6.551401068015739
16,2022-01-01 16:00:00,0.0,12.4,10.3,8.2,10.9,75.0,1004.6,8.31,73.68,14.32595162404976,6.551401068015739
17,2022-01-01 17:00:00,0.0,12.3,10.2,8.1,10.8,75.0,1005.0,10.77,73.15,14.32595162404976,6.551401068015739
18,2022-01-01 18:00:00,0.0,12.1,10.1,8.1,10.8,76.0,1005.1,10.31,70.72,14.32595162404976,6.551401068015739
19,2022-01-01 19:00:00,0.2,11.0,9.5,7.8,10.6,80.0,1005.5,17.5,63.16,14.32595162404976,6.551401068015739
20,2022-01-01 20:00:00,0.0,10.5,8.9,7.1,10.1,79.0,1005.5,16.93,61.68,14.32595162404976,6.551401068015739
21,2022-01-01 21:00:00,0.0,10.2,8.7,6.9,10.0,80.0,1006.1,35.07,47.37,14.32595162404976,6.551401068015739
22,2022-01-01 22:00:00,0.0,9.6,8.4,7.0,10.0,84.0,1006.2,27.31,54.85,14.32595162404976,6.551401068015739
23,2022-01-01 23:00:00,0.0,10.1,8.8,7.4,10.3,83.0,1005.7,6.36,73.83,14.32595162404976,6.551401068015739
24,2022-01-02 00:00:00,0.0,9.8,8.6,7.2,10.2,84.0,1005.5,8.13,72.13,14.32595162404976,6.551401068015739
25,2022-01-02 01:00:00,0.0,9.6,8.3,6.9,9.9,83.0,1004.8,3.72,76.57,14.32595162404976,6.551401068015739
26,2022-01-02 02:00:00,0.0,9.5,8.4,7.0,10.0,84.0,1003.8,1.58,77.95,14.32595162404976,6.551401068015739
27,2022-01-02 03:00:00,0.0,9.1,8.0,6.6,9.7,84.0,1003.6,1.63,77.74,14.32595162404976,6.551401068015739
28,2022-01-02 04:00:00,0.0,9.3,8.0,6.4,9.6,82.0,1003.0,2.0,77.28,14.32595162404976,6.551401068015739
29,2022-01-02 05:00:00,0.0,9.3,7.9,6.1,9.4,80.0,1002.6,1.61,77.0,14.32595162404976,6.551401068015739
30,2022-01-02 06:00:00,0.0,9.3,7.8,5.9,9.3,79.0,1002.0,2.85,76.96,14.32595162404976,6.551401068015739
31,2022-01-02 07:00:00,0.0,9.5,7.8,5.8,9.2,77.0,1001.9,3.28,76.17,14.32595162404976,6.551401068015739
32,2022-01-02 08:00:00,0.0,9.6,7.9,5.9,9.3,77.0,1001.8,5.56,74.98,14.32595162404976,6.551401068015739
33,2022-01-02 09:00:00,0.0,9.7,8.1,6.2,9.5,78.0,1001.8,7.01,73.7,14.32595162404976,6.551401068015739
34,2022-01-02 10:00:00,0.0,10.5,8.6,6.3,9.6,75.0,1001.1,7.54,75.02,14.32595162404976,6.551401068015739
35,2022-01-02 11:00:00,0.0,10.2,7.9,5.1,8.8,70.0,1001.1,8.94,73.94,14.32595162404976,6.551401068015739
36,2022-01-02 12:00:00,0.0,10.3,8.0,5.3,8.9,71.0,1000.7,13.36,71.07,14.32595162404976,6.551401068015739
37,2022-01-02 13:00:00,0.0,10.7,8.2,5.3,8.9,69.0,1000.3,12.84,68.65,14.32595162404976,6.551401068015739
38,2022-01-02 14:00:00,0.0,10.7,8.4,5.7,9.2,71.0,1000.1,13.92,68.07,14.32595162404976,6.551401068015739
39,2022-01-02 15:00:00,0.1,9.9,8.2,6.4,9.6,78.0,1000.7,16.58,63.98,14.32595162404976,6.551401068015739
40,2022-01-02 16:00:00,0.0,9.6,7.7,5.4,8.9,74.0,1000.8,17.16,59.91,14.32595162404976,6.551401068015739
41,2022-01-02 17:00:00,0.0,9.4,7.6,5.3,8.9,75.0,1000.9,18.53,57.92,14.32595162404976,6.551401068015739
42,2022-01-02 18:00:00,0.0,9.6,7.6,5.3,8.9,74.0,1001.2,19.14,56.57,14.32595162404976,6.551401068015739
43,2022-01-02 19:00:00,0.0,9.3,7.3,4.8,8.6,73.0,1001.6,13.9,57.77,14.32595162404976,6.551401068015739
44,2022-01-02 20:00:00,0.0,9.1,7.2,4.8,8.6,74.0,1001.6,13.69,57.74,14.32595162404976,6.551401068015739
45,2022-01-02 21:00:00,0.0,9.3,7.5,5.5,9.0,77.0,1002.4,17.05,58.97,14.32595162404976,6.551401068015739
46,2022-01-02 22:00:00,0.0,8.7,6.8,4.3,8.3,74.0,1002.9,10.39,64.91,14.32595162404976,6.551401068015739
47,2022-01-02 23:00:00,0.0,8.4,6.7,4.5,8.5,76.0,1002.9,10.51,64.87,14.32595162404976,6.551401068015739
48,2022-01-03 00:00:00,0.0,8.6,6.8,4.5,8.4,75.0,1003.0,7.4,68.48,14.32595162404976,6.551401068015739
49,2022-01-03 01:00:00,0.0,8.4,6.6,4.3,8.3,75.0,1002.6,4.87,70.44,14.32595162404976,6.551401068015739
50,2022-01-03 02:00:00,0.0,8.2,6.3,3.8,8.0,74.0,1002.5,4.37,72.92,14.32595162404976,6.551401068015739
51,2022-01-03 03:00:00,0.0,8.1,6.2,3.8,8.0,74.0,1002.4,2.92,73.14,14.32595162404976,6.551401068015739
52,2022-01-03 04:00:00,0.0,7.9,6.1,3.7,8.0,74.0,1001.8,2.77,72.74,14.32595162404976,6.551401068015739
53,2022-01-03 05:00:00,0.0,7.9,6.1,3.8,8.0,75.0,1001.6,3.19,73.1,14.32595162404976,6.551401068015739
54,2022-01-03 06:00:00,0.0,7.8,6.0,3.7,7.9,74.0,1001.2,4.71,70.78,14.32595162404976,6.551401068015739
55,2022-01-03 07:00:00,0.0,8.1,6.2,3.8,8.0,74.0,1001.1,9.46,67.76,14.32595162404976,6.551401068015739
56,2022-01-03 08:00:00,0.0,8.1,6.4,4.2,8.3,76.0,1001.0,11.76,66.36,14.32595162404976,6.551401068015739
57,2022-01-03 09:00:00,0.0,7.8,6.2,4.0,8.1,76.0,1001.5,12.71,63.11,14.32595162404976,6.551401068015739
58,2022-01-03 10:00:00,0.0,8.2,6.5,4.2,8.2,75.0,1001.7,16.1,58.68,14.32595162404976,6.551401068015739
59,2022-01-03 11:00:00,0.0,8.8,6.8,4.4,8.4,74.0,1001.5,16.77,58.05,14.32595162404976,6.551401068015739
60,2022-01-03 12:00:00,0.0,9.2,7.3,5.1,8.8,75.0,1001.2,16.17,57.78,14.32595162404976,6.551401068015739
61,2022-01-03 13:00:00,0.0,9.6,7.8,5.7,9.1,76.0,1001.1,21.14,53.39,14.32595162404976,6.551401068015739
62,2022-01-03 14:00:00,0.0,9.2,7.5,5.3,8.9,76.0,1000.5,24.71,47.9,14.32595162404976,6.551401068015739
63,2022-01-03 15:00:00,0.0,9.7,7.6,5.1,8.8,73.0,1000.1,29.72,46.16,14.32595162404976,6.551401068015739
64,2022-01-03 16:00:00,0.0,9.3,7.3,4.8,8.6,73.0,999.8,38.89,38.18,14.32595162404976,6.551401068015739
65,2022-01-03 17:00:00,0.0,9.3,7.2,4.5,8.4,72.0,999.6,34.73,40.98,14.32595162404976,6.551401068015739
66,2022-01-03 18:00:00,0.0,8.7,6.7,4.2,8.3,73.0,999.3,44.95,32.24,14.32595162404976,6.551401068015739
67,2022-01-03 19:00:00,0.0,8.9,6.9,4.5,8.4,73.0,999.7,37.57,39.25,14.32595162404976,6.551401068015739
68,2022-01-03 20:00:00,0.8,4.3,3.8,3.2,7.7,92.0,1000.9,25.54,45.61,14.32595162404976,6.551401068015739
69,2022-01-03 21:00:00,0.4,3.0,2.6,2.1,7.1,93.0,1001.7,16.72,53.09,14.32595162404976,6.551401068015739
70,2022-01-03 22:00:00,0.2,2.9,2.5,1.8,6.9,92.0,1002.5,18.17,53.38,14.32595162404976,6.551401068015739
71,2022-01-03 23:00:00,0.1,3.1,2.0,0.2,6.2,81.0,1003.1,16.64,63.68,14.32595162404976,6.551401068015739
72,2022-01-04 00:00:00,0.0,3.6,2.2,-0.3,6.0,75.0,1003.5,16.9,64.85,14.32595162404976,6.551401068015739
73,2022-01-04 01:00:00,0.0,2.8,1.8,0.1,6.2,82.0,1003.6,15.81,60.41,14.32595162404976,6.551401068015739
74,2022-01-04 02:00:00,0.0,2.4,1.4,-0.3,6.0,82.0,1003.8,14.64,50.81,14.32595162404976,6.551401068015739
75,2022-01-04 03:00:00,0.0,2.0,1.3,-0.1,6.1,86.0,1004.2,12.26,52.59,14.32595162404976,6.551401068015739
76,2022-01-04 04:00:00,0.0,1.5,0.8,-0.3,6.0,87.0,1004.4,10.67,54.78,14.32595162404976,6.551401068015739
77,2022-01-04 05:00:00,0.0,0.9,0.4,-0.6,5.9,89.0,1005.2,15.47,50.11,14.32595162404976,6.551401068015739
78,2022-01-04 06:00:00,0.0,0.9,0.4,-0.5,5.9,90.0,1005.7,20.33,42.78,14.32595162404976,6.551401068015739
79,2022-01-04 07:00:00,0.0,1.1,0.5,-0.5,5.9,88.0,1006.5,35.13,34.04,14.32595162404976,6.551401068015739
80,2022-01-04 08:00:00,0.0,0.6,0.2,-0.6,5.8,91.0,1007.2,57.0,13.76,14.32595162404976,6.551401068015739
81,2022-01-04 09:00:00,0.0,0.4,0.0,-0.8,5.7,91.0,1007.9,73.27,1.32,14.32595162404976,6.551401068015739
82,2022-01-04 10:00:00,0.0,0.9,0.2,-1.0,5.7,87.0,1008.6,61.07,5.73,14.32595162404976,6.551401068015739
83,2022-01-04 11:00:00,0.0,1.7,0.8,-1.0,5.7,82.0,1009.2,60.28,11.27,14.32595162404976,6.551401068015739
84,2022-01-04 12:00:00,0.0,2.7,1.4,-0.9,5.7,77.0,1008.9,50.81,14.09,14.32595162404976,6.551401068015739
85,2022-01-04 13:00:00,0.0,3.6,2.0,-0.7,5.8,73.0,1008.9,47.19,23.16,14.32595162404976,6.551401068015739
86,2022-01-04 14:00:00,0.0,3.9,2.3,-0.3,6.0,74.0,1009.1,40.35,30.54,14.32595162404976,6.551401068015739
87,2022-01-04 15:00:00,0.0,3.7,2.2,-0.2,6.0,75.0,1009.7,43.26,27.24,14.32595162404976,6.551401068015739
88,2022-01-04 16:00:00,0.0,2.8,1.5,-0.6,5.8,78.0,1010.0,54.71,15.84,14.32595162404976,6.551401068015739
89,2022-01-04 17:00:00,0.0,2.3,1.2,-0.6,5.8,81.0,1010.5,57.94,11.26,14.32595162404976,6.551401068015739
90,2022-01-04 18:00:00,0.0,1.7,0.9,-0.6,5.9,84.0,1010.8,63.7,6.33,14.32595162404976,6.551401068015739
91,2022-01-04 19:00:00,0.0,1.3,0.6,-0.9,5.7,85.0,1011.0,60.07,7.6,14.32595162404976,6.551401068015739
92,2022-01-04 20:00:00,0.0,0.8,0.2,-0.9,5.7,87.0,1011.6,51.72,12.23,14.32595162404976,6.551401068015739
93,2022-01-04 21:00:00,0.0,0.6,0.2,-0.7,5.8,91.0,1011.8,44.0,18.76,14.32595162404976,6.551401068015739
94,2022-01-04 22:00:00,0.0,0.5,0.1,-0.8,5.8,90.0,1012.3,41.48,18.46,14.32595162404976,6.551401068015739
95,2022-01-04 23:00:00,0.0,0.2,-0.2,-1.0,5.7,91.0,1012.8,35.65,21.75,14.32595162404976,6.551401068015739
96,2022-01-05 00:00:00,0.0,0.5,0.1,-0.7,5.8,91.0,1013.1,37.0,22.18,14.32595162404976,6.551401068015739
97,2022-01-05 01:00:00,0.0,0.6,0.0,-1.1,5.6,88.0,1013.3,27.37,28.26,14.32595162404976,6.551401068015739
98,2022-01-05 02:00:00,0.0,0.1,-0.5,-1.5,5.5,89.0,1013.2,19.89,34.56,14.32595162404976,6.551401068015739
99,2022-01-05 03:00:00,0.0,-0.4,-0.8,-1.7,5.4,91.0,1013.5,20.72,33.96,14.32595162404976,6.551401068015739
100,2022-01-05 04:00:00,0.0,-0.4,-0.8,-1.7,5.4,90.0,1014.1,23.73,30.59,14.32595162404976,6.551401068015739
101,2022-01-05 05:00:00,0.0,-0.1,-0.6,-1.5,5.5,90.0,1014.8,18.4,34.74,14.32595162404976,6.551401068015739
102,2022-01-05 06:00:00,0.0,0.2,-0.4,-1.5,5.5,88.0,1015.2,29.56,26.88,14.32595162404976,6.551401068015739
103,2022-01-05 07:00:00,0.0,-0.1,-0.6,-1.7,5.4,89.0,1015.7,50.0,15.07,14.32595162404976,6.551401068015739
104,2022-01-05 08:00:00,0.0,0.4,-0.2,-1.5,5.5,87.0,1016.4,69.54,4.91,14.32595162404976,6.551401068015739
105,2022-01-05 09:00:00,0.0,0.6,-0.1,-1.2,5.6,87.0,1017.2,72.72,0.66,14.32595162404976,6.551401068015739
106,2022-01-05 10:00:00,0.0,0.5,-0.1,-1.2,5.6,88.0,1018.0,66.11,0.94,14.32595162404976,6.551401068015739
107,2022-01-05 11:00:00,0.0,2.4,1.5,-0.3,6.0,82.0,1018.7,66.43,1.31,14.32595162404976,6.551401068015739
108,2022-01-05 12:00:00,0.0,3.6,2.4,0.5,6.4,80.0,1019.2,67.82,2.85,14.32595162404976,6.551401068015739
109,2022-01-05 13:00:00,0.0,4.1,2.8,0.7,6.4,78.0,1019.3,66.58,2.5,14.32595162404976,6.551401068015739
110,2022-01-05 14:00:00,0.0,4.6,2.9,0.2,6.2,73.0,1019.4,64.56,5.35,14.32595162404976,6.551401068015739
111,2022-01-05 15:00:00,0.0,3.6,2.4,0.2,6.2,78.0,1019.7,65.74,4.18,14.32595162404976,6.551401068015739
112,2022-01-05 16:00:00,0.0,2.4,1.5,-0.1,6.0,83.0,1020.0,70.29,0.99,14.32595162404976,6.551401068015739
113,2022-01-05 17:00:00,0.0,0.7,0.1,-1.0,5.7,87.0,1020.3,80.89,-0.72,14.32595162404976,6.551401068015739
114,2022-01-05 18:00:00,0.0,1.2,0.5,-0.7,5.8,87.0,1020.7,96.44,-0.68,14.32595162404976,6.551401068015739
115,2022-01-05 19:00:00,0.0,1.1,0.5,-0.6,5.9,88.0,1020.7,89.55,-0.2,14.32595162404976,6.551401068015739
116,2022-01-05 20:00:00,0.0,1.2,0.7,-0.2,6.0,90.0,1020.7,83.48,-0.87,14.32595162404976,6.551401068015739
117,2022-01-05 21:00:00,0.0,1.3,0.6,-0.7,5.8,86.0,1020.3,85.13,0.48,14.32595162404976,6.551401068015739
118,2022-01-05 22:00:00,0.0,-0.4,-1.0,-2.2,5.2,87.0,1020.0,75.55,2.97,14.32595162404976,6.551401068015739
119,2022-01-05 23:00:00,0.0,-1.7,-2.2,-3.2,4.8,89.0,1019.4,67.39,4.26,14.32595162404976,6.551401068015739
120,2022-01-06 00:00:00,0.0,-2.0,-2.7,-4.2,4.5,85.0,1019.2,33.77,34.97,14.32595162404976,6.551401068015739
121,2022-01-06 01:00:00,0.0,-1.6,-2.5,-4.6,4.3,79.0,1017.6,22.68,47.04,14.32595162404976,6.551401068015739
122,2022-01-06 02:00:00,0.0,0.1,-1.3,-4.4,4.4,71.0,1016.4,14.44,52.5,14.32595162404976,6.551401068015739
123,2022-01-06 03:00:00,0.0,2.3,0.5,-3.1,4.9,67.0,1015.2,7.02,64.36,14.32595162404976,6.551401068015739
124,2022-01-06 04:00:00,0.0,2.7,1.1,-1.9,5.3,71.0,1013.2,12.31,57.2,14.32595162404976,6.551401068015739
125,2022-01-06 05:00:00,0.0,5.1,3.1,-0.1,6.1,69.0,1011.6,8.86,65.11,14.32595162404976,6.551401068015739
126,2022-01-06 06:00:00,0.0,6.0,3.8,0.4,6.3,67.0,1010.3,18.66,62.93,14.32595162404976,6.551401068015739
127,2022-01-06 07:00:00,0.1,6.0,4.5,2.3,7.2,77.0,1007.9,16.84,63.42,14.32595162404976,6.551401068015739
128,2022-01-06 08:00:00,0.3,6.1,5.0,3.4,7.8,82.0,1006.5,52.3,31.64,14.32595162404976,6.551401068015739
129,2022-01-06 09:00:00,0.1,8.1,6.3,4.0,8.1,75.0,1004.7,43.29,42.98,14.32595162404976,6.551401068015739
130,2022-01-06 10:00:00,0.0,8.9,7.7,6.2,9.5,82.0,1003.6,46.24,39.04,14.32595162404976,6.551401068015739
131,2022-01-06 11:00:00,0.4,9.4,8.3,7.1,10.1,85.0,1003.4,60.33,17.76,14.32595162404976,6.551401068015739
132,2022-01-06 12:00:00,0.6,8.5,7.2,5.6,9.1,81.0,1002.6,46.15,44.08,14.32595162404976,6.551401068015739
133,2022-01-06 13:00:00,0.0,8.6,7.1,5.1,8.8,78.0,1002.3,37.76,50.58,14.32595162404976,6.551401068015739
134,2022-01-06 14:00:00,0.1,7.1,5.4,3.1,7.6,75.0,1002.1,38.24,53.88,14.32595162404976,6.551401068015739
135,2022-01-06 15:00:00,1.9,4.9,4.3,3.5,7.9,90.0,1002.6,44.09,39.97,14.32595162404976,6.551401068015739
136,2022-01-06 16:00:00,0.0,5.3,4.1,2.5,7.3,82.0,1002.7,49.47,34.21,14.32595162404976,6.551401068015739
137,2022-01-06 17:00:00,0.0,4.3,3.4,2.1,7.1,85.0,1003.5,51.55,32.67,14.32595162404976,6.551401068015739
138,2022-01-06 18:00:00,0.0,3.8,2.6,0.7,6.4,80.0,1004.3,53.58,35.9,14.32595162404976,6.551401068015739
139,2022-01-06 19:00:00,0.1,3.2,2.4,1.0,6.6,85.0,1003.9,45.41,40.6,14.32595162404976,6.551401068015739
140,2022-01-06 20:00:00,0.9,2.2,1.8,1.1,6.6,92.0,1004.6,26.42,52.07,14.32595162404976,6.551401068015739
141,2022-01-06 21:00:00,0.1,2.3,1.9,1.3,6.7,92.0,1004.6,35.6,48.3,14.32595162404976,6.551401068015739
142,2022-01-06 22:00:00,0.0,2.6,2.0,1.1,6.6,90.0,1004.8,30.9,55.31,14.32595162404976,6.551401068015739
143,2022-01-06 23:00:00,0.3,1.8,1.2,0.3,6.2,89.0,1004.9,16.4,63.58,14.32595162404976,6.551401068015739
144,2022-01-07 00:00:00,0.0,2.0,1.4,0.4,6.3,89.0,1005.3,11.73,69.08,14.32595162404976,6.551401068015739
145,2022-01-07 01:00:00,0.1,1.7,1.1,0.1,6.1,88.0,1005.1,8.81,69.53,14.32595162404976,6.551401068015739
146,2022-01-07 02:00:00,0.0,1.9,1.1,-0.2,6.0,86.0,1005.4,6.99,72.73,14.32595162404976,6.551401068015739
147,2022-01-07 03:00:00,0.0,1.6,0.9,-0.4,5.9,86.0,1005.4,6.23,73.5,14.32595162404976,6.551401068015739
148,2022-01-07 04:00:00,0.3,1.4,0.9,0.2,6.2,91.0,1005.2,6.05,73.89,14.32595162404976,6.551401068015739
149,2022-01-07 05:00:00,0.0,1.5,1.0,0.2,6.2,91.0,1005.7,5.92,70.18,14.32595162404976,6.551401068015739
150,2022-01-07 06:00:00,0.0,1.5,0.9,-0.1,6.1,88.0,1006.3,12.19,64.3,14.32595162404976,6.551401068015739
151,2022-01-07 07:00:00,0.0,1.4,0.9,0.0,6.1,90.0,1006.4,34.89,50.49,14.32595162404976,6.551401068015739
152,2022-01-07 08:00:00,0.0,1.1,0.6,-0.3,6.0,90.0,1006.9,53.95,34.52,14.32595162404976,6.551401068015739
153,2022-01-07 09:00:00,0.0,2.2,1.2,-0.3,6.0,83.0,1007.1,60.19,23.86,14.32595162404976,6.551401068015739
154,2022-01-07 10:00:00,0.0,2.6,1.7,0.1,6.2,84.0,1007.0,59.95,25.11,14.32595162404976,6.551401068015739
155,2022-01-07 11:00:00,0.0,2.8,2.1,0.9,6.5,87.0,1007.9,50.88,31.47,14.32595162404976,6.551401068015739
156,2022-01-07 12:00:00,1.3,0.9,0.7,0.2,6.2,95.0,1009.0,54.84,30.43,14.32595162404976,6.551401068015739
157,2022-01-07 13:00:00,1.2,1.6,1.3,0.9,6.5,95.0,1008.9,69.17,21.16,14.32595162404976,6.551401068015739
158,2022-01-07 14:00:00,0.0,2.9,2.5,1.8,7.0,92.0,1009.3,55.93,29.84,14.32595162404976,6.551401068015739
159,2022-01-07 15:00:00,0.0,2.8,2.4,1.7,6.9,92.0,1009.9,49.0,29.98,14.32595162404976,6.551401068015739
160,2022-01-07 16:00:00,0.0,2.8,2.5,2.0,7.1,94.0,1010.3,62.54,14.45,14.32595162404976,6.551401068015739
161,2022-01-07 17:00:00,0.0,3.5,3.1,2.6,7.4,94.0,1010.8,75.98,5.39,14.32595162404976,6.551401068015739
162,2022-01-07 18:00:00,0.0,3.1,2.7,2.1,7.1,93.0,1010.9,83.41,0.06,14.32595162404976,6.551401068015739
163,2022-01-07 19:00:00,0.0,3.9,3.5,2.7,7.4,91.0,1011.2,72.15,5.09,14.32595162404976,6.551401068015739
164,2022-01-07 20:00:00,0.0,4.6,4.0,3.1,7.6,89.0,1011.1,58.86,14.93,14.32595162404976,6.551401068015739
165,2022-01-07 21:00:00,0.0,5.4,4.7,3.7,8.0,88.0,1010.7,64.33,13.88,14.32595162404976,6.551401068015739
166,2022-01-07 22:00:00,0.2,5.6,5.2,4.7,8.5,94.0,1009.8,39.94,31.77,14.32595162404976,6.551401068015739
167,2022-01-07 23:00:00,0.1,6.1,5.7,5.1,8.8,93.0,1008.7,41.01,23.93,14.32595162404976,6.551401068015739
168,2022-01-08 00:00:00,0.1,7.2,6.7,6.0,9.4,92.0,1007.1,21.94,45.89,14.32595162404976,6.551401068015739
169,2022-01-08 01:00:00,0.2,7.4,6.7,5.9,9.3,90.0,1005.1,8.28,64.25,14.32595162404976,6.551401068015739
170,2022-01-08 02:00:00,0.3,7.9,7.0,6.0,9.4,88.0,1003.3,4.42,72.94,14.32595162404976,6.551401068015739
171,2022-01-08 03:00:00,0.0,8.7,7.5,6.1,9.4,83.0,1000.9,3.83,76.39,14.32595162404976,6.551401068015739
172,2022-01-08 04:00:00,0.0,9.0,7.8,6.5,9.7,84.0,998.9,3.11,77.86,14.32595162404976,6.551401068015739
173,2022-01-08 05:00:00,0.1,8.9,8.2,7.5,10.4,90.0,997.0,2.93,77.08,14.32595162404976,6.551401068015739
174,2022-01-08 06:00:00,0.3,9.4,8.7,8.0,10.7,90.0,995.3,3.99,73.65,14.32595162404976,6.551401068015739
175,2022-01-08 07:00:00,0.2,9.8,9.2,8.6,11.2,92.0,994.0,8.36,68.14,14.32595162404976,6.551401068015739
176,2022-01-08 08:00:00,0.7,9.0,8.4,7.6,10.4,90.0,994.7,16.71,62.1,14.32595162404976,6.551401068015739
177,2022-01-08 09:00:00,1.5,7.1,6.5,5.8,9.2,91.0,994.0,27.07,58.73,14.32595162404976,6.551401068015739
178,2022-01-08 10:00:00,0.0,7.2,6.3,5.2,8.8,87.0,993.9,54.21,34.38,14.32595162404976,6.551401068015739
179,2022-01-08 11:00:00,0.0,7.1,5.9,4.2,8.3,81.0,994.7,46.3,36.48,14.32595162404976,6.551401068015739
180,2022-01-08 12:00:00,0.0,7.2,5.6,3.5,7.8,77.0,994.4,50.04,34.23,14.32595162404976,6.551401068015739
181,2022-01-08 13:00:00,0.0,7.1,5.1,2.2,7.2,71.0,994.1,47.74,38.76,14.32595162404976,6.551401068015739
182,2022-01-08 14:00:00,0.0,6.5,4.8,2.2,7.2,74.0,994.5,31.86,49.97,14.32595162404976,6.551401068015739
183,2022-01-08 15:00:00,0.0,5.6,4.0,1.6,6.8,75.0,994.8,38.16,44.77,14.32595162404976,6.551401068015739
184,2022-01-08 16:00:00,0.0,5.2,3.9,1.9,7.0,79.0,995.1,37.88,41.51,14.32595162404976,6.551401068015739
185,2022-01-08 17:00:00,0.0,4.6,3.3,1.3,6.7,79.0,996.0,36.59,44.78,14.32595162404976,6.551401068015739
186,2022-01-08 18:00:00,0.0,4.2,3.1,1.4,6.7,82.0,996.4,36.6,42.55,14.32595162404976,6.551401068015739
187,2022-01-08 19:00:00,0.0,3.9,2.9,1.4,6.7,83.0,996.3,28.83,45.86,14.32595162404976,6.551401068015739
188,2022-01-08 20:00:00,0.0,3.5,2.6,1.2,6.7,85.0,996.9,23.98,53.86,14.32595162404976,6.551401068015739
189,2022-01-08 21:00:00,0.0,3.0,2.3,1.0,6.6,86.0,997.2,25.79,50.8,14.32595162404976,6.551401068015739
190,2022-01-08 22:00:00,0.0,3.0,2.2,0.8,6.5,85.0,997.5,23.06,53.53,14.32595162404976,6.551401068015739
191,2022-01-08 23:00:00,0.0,3.0,2.1,0.7,6.4,85.0,997.6,17.07,59.32,14.32595162404976,6.551401068015739
192,2022-01-09 00:00:00,0.0,2.7,1.9,0.6,6.4,86.0,997.8,12.61,66.03,14.32595162404976,6.551401068015739
193,2022-01-09 01:00:00,0.0,2.4,1.7,0.5,6.3,87.0,998.3,8.69,67.61,14.32595162404976,6.551401068015739
194,2022-01-09 02:00:00,0.0,2.4,1.8,0.7,6.4,88.0,998.6,6.69,70.68,14.32595162404976,6.551401068015739
195,2022-01-09 03:00:00,0.0,2.7,2.0,0.9,6.5,87.0,998.5,6.5,70.56,14.32595162404976,6.551401068015739
196,2022-01-09 04:00:00,0.0,3.0,2.2,0.9,6.5,86.0,998.3,5.51,72.15,14.32595162404976,6.551401068015739
197,2022-01-09 05:00:00,0.0,3.2,2.5,1.3,6.7,87.0,998.4,5.31,73.27,14.32595162404976,6.551401068015739
198,2022-01-09 06:00:00,0.0,4.0,3.0,1.6,6.9,84.0,998.6,5.67,72.52,14.32595162404976,6.551401068015739
199,2022-01-09 07:00:00,0.0,4.3,3.4,2.0,7.1,85.0,998.9,7.6,71.96,14.32595162404976,6.551401068015739
200,2022-01-09 08:00:00,0.0,4.1,3.2,1.7,6.9,84.0,999.4,13.86,67.29,14.32595162404976,6.551401068015739
201,2022-01-09 09:00:00,0.0,3.9,3.0,1.8,7.0,86.0,999.8,19.23,60.98,14.32595162404976,6.551401068015739
202,2022-01-09 10:00:00,0.0,4.7,3.7,2.4,7.2,84.0,999.9,17.56,63.43,14.32595162404976,6.551401068015739
203,2022-01-09 11:00:00,0.0,5.3,4.2,2.6,7.4,82.0,1000.5,21.92,59.14,14.32595162404976,6.551401068015739
