"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2021-01-06 01:00:00",5.46,9.69,7.32
"2021-01-06 02:00:00",5.12,10.36,8.01
"2021-01-06 03:00:00",5.02,8.58,6.23
"2021-01-06 04:00:00",3.76,5.27,3.97
"2021-01-06 05:00:00",3.92,5.74,4.67
"2021-01-06 06:00:00",11.5,8.41,6.13
"2021-01-06 07:00:00",21.96,4.71,3.14
"2021-01-06 08:00:00",33.98,7.1,4.49
"2021-01-06 09:00:00",43.25,10.04,6.58
"2021-01-06 10:00:00",45.18,9.62,5.8
"2021-01-06 11:00:00",43.54,9.37,6.06
"2021-01-06 12:00:00",39.62,8.23,5.62
"2021-01-06 13:00:00",53.61,12.29,7.85
"2021-01-06 14:00:00",45.15,19.03,14.71
"2021-01-06 15:00:00",40.7,19.94,14.52
"2021-01-06 16:00:00",49.93,19.32,14.4
"2021-01-06 17:00:00",49.06,24.2,18.72
"2021-01-06 18:00:00",47.41,29.26,24.45
"2021-01-06 19:00:00",51.49,42.01,37.95
"2021-01-06 20:00:00",45.51,42.87,39.23
"2021-01-06 21:00:00",43.99,43.57,39.15
"2021-01-06 22:00:00",36.88,33.53,31.36
"2021-01-06 23:00:00",38.68,38.88,36.71
"2021-01-07 00:00:00",34.61,46.43,34.11
"2021-01-07 01:00:00",31.74,34.86,32.43
"2021-01-07 02:00:00",24.16,20.1,19.31
"2021-01-07 03:00:00",24.08,16.31,15.19
"2021-01-07 04:00:00",21.1,14.78,13.9
"2021-01-07 05:00:00",18.65,11.89,11.15
"2021-01-07 06:00:00",32.21,15.81,14.85
"2021-01-07 07:00:00",40.46,7.7,6.66
"2021-01-07 08:00:00",45.41,8.3,5.59
"2021-01-07 09:00:00",47.32,8.38,5.92
"2021-01-07 10:00:00",47.41,11.15,6.3
"2021-01-07 11:00:00",38.5,10.23,5.67
"2021-01-07 12:00:00",30.7,11.98,9.92
"2021-01-07 13:00:00",38.97,19.1,16.27
"2021-01-07 14:00:00",32.02,21.69,17.72
"2021-01-07 15:00:00",35.67,22.57,18.95
"2021-01-07 15:01:00",,,
"2021-01-07 16:01:00",,,
"2021-01-08 00:00:00",24.42,20.04,16.36
"2021-01-08 00:01:00",,,
"2021-01-08 01:01:00",,,
"2021-01-08 09:00:00",41.74,6.19,2.82
"2021-01-08 09:01:00",,,
"2021-01-08 10:01:00",,,
"2021-01-08 22:00:00",56.47,65.8,59.9
"2021-01-08 22:01:00",,,
"2021-01-08 23:01:00",,,
"2021-01-09 13:00:00",58.94,27.1,20.01
"2021-01-09 14:00:00",53.25,13.03,7.68
"2021-01-09 15:00:00",35.44,13.11,7.74
"2021-01-09 16:00:00",31.38,15.22,11.22
"2021-01-09 17:00:00",40.59,20.61,15.91
"2021-01-09 18:00:00",29.59,21.35,17.49
"2021-01-09 19:00:00",22.86,20.75,17.72
"2021-01-09 20:00:00",19.14,17.2,12.81
"2021-01-09 21:00:00",16.3,13.67,11.99
"2021-01-09 22:00:00",9.94,12.44,11.12
"2021-01-09 23:00:00",7.09,10.2,8.57
"2021-01-10 00:00:00",6.25,9.62,8.06
"2021-01-10 01:00:00",4.52,9.64,8.62
"2021-01-10 02:00:00",3.46,7.19,6.82
"2021-01-10 03:00:00",2.45,6.32,6
"2021-01-10 04:00:00",2.6,7.28,6.9
"2021-01-10 05:00:00",2.79,6.5,6.16
"2021-01-10 06:00:00",3.66,7.57,6.9
"2021-01-10 07:00:00",10.35,6.79,6.27
"2021-01-10 08:00:00",6.25,5.53,5.18
"2021-01-10 09:00:00",8.44,4.14,4.01
"2021-01-10 10:00:00",9.95,5.74,5.09
"2021-01-10 11:00:00",6.32,4.02,3.32
"2021-01-10 12:00:00",9.03,4.19,3.47
"2021-01-10 13:00:00",8.5,4.49,3.73
"2021-01-10 14:00:00",9.12,8.07,6.95
"2021-01-10 15:00:00",9.64,7.14,6.8
"2021-01-10 16:00:00",12.18,9.19,8.86
"2021-01-10 17:00:00",7.43,6.93,6.64
"2021-01-10 18:00:00",9.04,6.08,5.69
"2021-01-10 19:00:00",10.22,9.85,8.87
"2021-01-10 20:00:00",9.01,10.51,8.78
"2021-01-10 21:00:00",8.95,9,6.67
"2021-01-10 22:00:00",5.41,7,4.92
"2021-01-10 23:00:00",3.88,5.77,4
"2021-01-11 00:00:00",2.01,6.33,3.88
"2021-01-11 01:00:00",1.4,5.23,3.22
"2021-01-11 02:00:00",1.17,4.43,2.9
"2021-01-11 03:00:00",0.3,5.24,3.26
"2021-01-11 04:00:00",0.09,4.11,2.51
"2021-01-11 05:00:00",0.63,3.53,2.15
"2021-01-11 06:00:00",9.11,4.11,2.61
"2021-01-11 07:00:00",19.52,3.92,2.53
"2021-01-11 08:00:00",20.44,4.33,2.88
"2021-01-11 09:00:00",15.11,6.55,3.9
"2021-01-11 10:00:00",15.21,8.42,4.95
"2021-01-11 11:00:00",15.47,5.69,3.5
"2021-01-11 12:00:00",21.26,4.27,2.86
"2021-01-11 13:00:00",21.94,4.65,3.25
"2021-01-11 14:00:00",20.85,4.33,2.51
"2021-01-11 15:00:00",18.24,3.88,2.75
"2021-01-11 16:00:00",20.87,4.8,3.01
"2021-01-11 17:00:00",17.32,5.04,3.77
"2021-01-11 18:00:00",16.6,5.94,4.84
"2021-01-11 19:00:00",9.38,4.37,3.73
"2021-01-11 20:00:00",6.82,3.07,2.68
"2021-01-11 21:00:00",5.29,3.08,2.55
"2021-01-11 22:00:00",3.7,2.64,2.23
"2021-01-11 23:00:00",1.95,1.93,1.47
"2021-01-12 00:00:00",1.96,2.3,1.76
"2021-01-12 01:00:00",2.95,2.54,2.02
"2021-01-12 02:00:00",6.25,2.38,1.75
"2021-01-12 03:00:00",4.5,2.07,1.34
"2021-01-12 04:00:00",3.49,1.67,1.11
"2021-01-12 05:00:00",2.46,2.86,2.39
"2021-01-12 06:00:00",23.63,1.72,0.89
"2021-01-12 07:00:00",39.6,3.26,1.87
"2021-01-12 08:00:00",31.75,3.84,2.75
"2021-01-12 09:00:00",45.55,4.66,3.06
"2021-01-12 10:00:00",55.21,11.12,6.43
"2021-01-12 11:00:00",48.9,10.26,5.02
"2021-01-12 12:00:00",31.51,7.89,3.47
"2021-01-12 13:00:00",42.09,8.13,3.44
"2021-01-12 14:00:00",40.77,6.67,2.81
"2021-01-12 15:00:00",22.55,6.31,2.78
"2021-01-12 16:00:00",22.67,8.48,5.36
"2021-01-12 17:00:00",27.01,13.57,9.74
"2021-01-12 18:00:00",33.87,14.36,11.51
"2021-01-12 19:00:00",30.02,20.75,18.53
"2021-01-12 20:00:00",23.74,16.64,14.83
"2021-01-12 21:00:00",25.27,25.72,23.74
