,datetime,rain,rhum,msl,temp,wetb,dewpt,vappr,pm10,pm2.5,hour,day,month
0,2021-01-01 00:00:00,0.0,88.0,1012.9,4.7,3.9,2.8,7.5,15.57,12.29,0,1,1
1,2021-01-01 01:00:00,0.0,87.0,1013.4,4.6,3.9,2.7,7.4,11.19,8.44,1,1,1
2,2021-01-01 02:00:00,0.0,89.0,1013.8,4.3,3.7,2.7,7.4,7.99,5.24,2,1,1
3,2021-01-01 03:00:00,0.0,89.0,1014.3,4.1,3.5,2.6,7.4,7.19,5.32,3,1,1
4,2021-01-01 04:00:00,0.0,89.0,1014.6,3.6,3.0,2.1,7.1,6.89,4.57,4,1,1
5,2021-01-01 05:00:00,0.0,87.0,1014.8,3.6,2.9,1.7,6.9,6.31,3.91,5,1,1
6,2021-01-01 06:00:00,0.0,91.0,1015.1,2.0,1.6,0.8,6.5,7.64,4.75,6,1,1
7,2021-01-01 07:00:00,0.0,93.0,1015.7,1.3,1.0,0.4,6.3,6.92,3.78,7,1,1
8,2021-01-01 08:00:00,0.0,95.0,1016.2,0.9,0.6,0.2,6.2,5.31,2.98,8,1,1
9,2021-01-01 09:00:00,0.0,95.0,1016.8,0.3,0.1,-0.4,6.0,6.02,3.71,9,1,1
10,2021-01-01 10:00:00,0.0,96.0,1017.1,0.7,0.5,0.2,6.2,6.23,4.16,10,1,1
11,2021-01-01 11:00:00,0.0,93.0,1017.4,2.3,1.9,1.3,6.7,7.64,5.04,11,1,1
12,2021-01-01 12:00:00,0.0,88.0,1017.4,3.1,2.5,1.5,6.8,8.45,5.88,12,1,1
13,2021-01-01 13:00:00,0.0,86.0,1017.2,4.1,3.3,2.0,7.1,8.67,6.14,13,1,1
14,2021-01-01 14:00:00,0.0,83.0,1017.0,4.6,3.6,2.0,7.1,8.06,5.72,14,1,1
15,2021-01-01 15:00:00,0.0,83.0,1017.4,4.7,3.7,2.1,7.1,7.21,5.16,15,1,1
16,2021-01-01 16:00:00,0.0,87.0,1018.0,3.5,2.8,1.6,6.9,10.46,8.34,16,1,1
17,2021-01-01 17:00:00,0.0,92.0,1018.4,2.0,1.6,0.9,6.5,17.81,15.39,17,1,1
18,2021-01-01 18:00:00,0.0,93.0,1018.8,1.0,0.7,0.0,6.1,43.24,40.59,18,1,1
19,2021-01-01 19:00:00,0.0,96.0,1019.3,0.2,0.1,-0.3,6.0,45.67,42.67,19,1,1
20,2021-01-01 20:00:00,0.0,96.0,1019.6,0.2,0.0,-0.3,6.0,44.84,42.32,20,1,1
21,2021-01-01 21:00:00,0.0,95.0,1020.2,-0.3,-0.5,-0.9,5.7,42.61,40.03,21,1,1
22,2021-01-01 22:00:00,0.0,94.0,1020.5,-0.3,-0.6,-1.1,5.7,27.54,24.89,22,1,1
23,2021-01-01 23:00:00,0.0,94.0,1020.7,-0.8,-1.0,-1.6,5.4,26.66,23.55,23,1,1
24,2021-02-01 00:00:00,0.0,94.0,1020.7,-1.1,-1.3,-1.8,5.3,9.59,8.66,0,1,2
25,2021-02-01 01:00:00,0.0,94.0,1021.0,-1.1,-1.3,-1.8,5.4,8.34,7.67,1,1,2
26,2021-02-01 02:00:00,0.0,95.0,1021.3,-1.4,-1.6,-2.0,5.3,12.44,10.56,2,1,2
27,2021-02-01 03:00:00,0.0,95.0,1021.4,-1.6,-1.8,-2.2,5.2,13.31,10.95,3,1,2
28,2021-02-01 04:00:00,0.0,95.0,1021.0,-0.9,-1.1,-1.6,5.4,14.75,11.16,4,1,2
29,2021-02-01 05:00:00,0.0,93.0,1020.9,-0.1,-0.4,-1.1,5.7,14.05,11.46,5,1,2
30,2021-02-01 06:00:00,0.0,93.0,1020.4,0.4,0.1,-0.6,5.9,12.48,10.58,6,1,2
31,2021-02-01 07:00:00,0.0,93.0,1020.4,0.6,0.3,-0.3,6.0,17.84,14.01,7,1,2
32,2021-02-01 08:00:00,0.0,95.0,1020.4,0.6,0.3,-0.1,6.1,17.44,14.03,8,1,2
33,2021-02-01 09:00:00,0.0,95.0,1020.6,0.9,0.6,0.3,6.2,16.04,11.0,9,1,2
34,2021-02-01 10:00:00,0.0,95.0,1020.9,1.2,0.9,0.5,6.3,13.34,9.99,10,1,2
35,2021-02-01 11:00:00,0.0,95.0,1021.1,1.7,1.5,1.0,6.6,15.19,12.75,11,1,2
36,2021-02-01 12:00:00,0.0,93.0,1020.7,2.7,2.3,1.8,6.9,20.13,17.08,12,1,2
37,2021-02-01 13:00:00,0.0,92.0,1020.4,3.5,3.1,2.4,7.3,20.69,15.74,13,1,2
38,2021-02-01 14:00:00,0.1,91.0,1020.4,3.6,3.1,2.4,7.2,12.1,10.15,14,1,2
39,2021-02-01 15:00:00,0.0,89.0,1020.6,3.3,2.7,1.7,6.9,12.95,9.97,15,1,2
40,2021-02-01 16:00:00,0.0,90.0,1021.1,2.8,2.2,1.3,6.7,12.43,10.47,16,1,2
41,2021-02-01 17:00:00,0.0,92.0,1021.5,1.8,1.4,0.7,6.4,13.17,11.6,17,1,2
42,2021-02-01 18:00:00,0.0,91.0,1022.1,1.0,0.6,-0.2,6.0,14.04,13.06,18,1,2
43,2021-02-01 19:00:00,0.0,91.0,1022.4,0.6,0.1,-0.7,5.8,15.87,14.65,19,1,2
44,2021-02-01 20:00:00,0.0,89.0,1022.6,0.9,0.3,-0.7,5.8,16.11,14.67,20,1,2
45,2021-02-01 21:00:00,0.0,91.0,1023.1,-0.7,-1.1,-1.9,5.3,13.77,12.44,21,1,2
46,2021-02-01 22:00:00,0.0,93.0,1023.4,-1.3,-1.6,-2.3,5.2,10.19,8.88,22,1,2
47,2021-02-01 23:00:00,0.0,93.0,1023.7,-1.1,-1.4,-2.0,5.3,9.58,8.44,23,1,2
48,2021-03-01 00:00:00,0.0,94.0,1023.8,-1.6,-1.8,-2.4,5.1,34.65,30.8,0,1,3
49,2021-03-01 01:00:00,0.0,93.0,1023.8,-1.4,-1.7,-2.4,5.1,32.37,29.0,1,1,3
50,2021-03-01 02:00:00,0.0,91.0,1023.9,-1.0,-1.4,-2.2,5.2,28.71,25.07,2,1,3
51,2021-03-01 03:00:00,0.0,94.0,1024.0,-1.7,-2.0,-2.5,5.1,29.76,25.57,3,1,3
52,2021-03-01 04:00:00,0.0,92.0,1023.9,0.3,-0.1,-0.8,5.7,28.64,25.17,4,1,3
53,2021-03-01 05:00:00,0.0,88.0,1023.8,0.6,0.0,-1.1,5.6,30.3,26.62,5,1,3
54,2021-03-01 06:00:00,0.0,89.0,1023.8,0.2,-0.3,-1.4,5.5,37.62,27.49,6,1,3
55,2021-03-01 07:00:00,0.0,90.0,1024.2,-0.8,-1.2,-2.1,5.2,44.73,24.55,7,1,3
56,2021-03-01 08:00:00,0.0,90.0,1024.4,-0.5,-1.0,-1.9,5.3,50.03,21.93,8,1,3
57,2021-03-01 09:00:00,0.0,91.0,1024.7,-1.0,-1.4,-2.2,5.2,47.97,30.51,9,1,3
58,2021-03-01 10:00:00,0.0,92.0,1025.1,-1.8,-2.1,-2.9,4.9,65.97,43.63,10,1,3
59,2021-03-01 11:00:00,0.0,90.0,1025.1,-0.1,-0.5,-1.4,5.5,72.75,48.77,11,1,3
60,2021-03-01 12:00:00,0.0,87.0,1024.6,1.4,0.7,-0.4,5.9,70.07,44.63,12,1,3
61,2021-03-01 13:00:00,0.0,83.0,1024.1,2.3,1.4,-0.2,6.0,64.54,42.41,13,1,3
62,2021-03-01 14:00:00,0.0,79.0,1023.8,3.1,1.9,-0.1,6.1,54.09,33.63,14,1,3
63,2021-03-01 15:00:00,0.0,79.0,1023.8,3.2,2.1,0.1,6.2,48.95,35.06,15,1,3
64,2021-03-01 16:00:00,0.0,85.0,1023.9,3.0,2.2,0.9,6.5,28.1,18.86,16,1,3
65,2021-03-01 17:00:00,0.3,87.0,1024.0,2.9,2.2,1.0,6.6,32.44,19.39,17,1,3
66,2021-03-01 18:00:00,0.3,90.0,1024.4,2.4,1.9,1.1,6.6,41.61,27.36,18,1,3
67,2021-03-01 19:00:00,0.2,93.0,1024.8,2.5,2.2,1.5,6.8,44.28,29.69,19,1,3
68,2021-03-01 20:00:00,0.1,80.0,1025.1,4.4,3.2,1.4,6.7,43.63,29.92,20,1,3
69,2021-03-01 21:00:00,0.0,79.0,1025.5,4.3,3.1,1.1,6.6,47.01,33.98,21,1,3
70,2021-03-01 22:00:00,0.2,81.0,1026.0,3.7,2.6,0.8,6.5,82.37,62.66,22,1,3
71,2021-03-01 23:00:00,0.2,89.0,1026.0,3.1,2.5,1.5,6.8,92.04,74.65,23,1,3
72,2021-04-01 00:00:00,1.0,88.0,1026.1,2.9,2.2,1.2,6.6,14.02,11.63,0,1,4
73,2021-04-01 01:00:00,0.6,89.0,1026.3,3.1,2.5,1.5,6.8,16.56,13.45,1,1,4
74,2021-04-01 02:00:00,0.1,93.0,1026.3,2.7,2.3,1.8,6.9,21.14,16.31,2,1,4
75,2021-04-01 03:00:00,0.6,89.0,1026.3,3.3,2.7,1.8,7.0,19.25,11.31,3,1,4
76,2021-04-01 04:00:00,0.3,84.0,1026.5,3.3,2.4,0.9,6.5,22.05,12.33,4,1,4
77,2021-04-01 05:00:00,0.0,86.0,1026.5,3.0,2.2,0.9,6.5,22.14,11.94,5,1,4
78,2021-04-01 06:00:00,0.0,84.0,1026.8,2.9,2.0,0.6,6.4,21.02,10.38,6,1,4
79,2021-04-01 07:00:00,0.0,85.0,1027.0,2.4,1.6,0.2,6.2,22.35,9.31,7,1,4
80,2021-04-01 08:00:00,0.0,82.0,1027.2,3.3,2.3,0.6,6.4,25.45,9.91,8,1,4
81,2021-04-01 09:00:00,0.0,77.0,1027.7,4.7,3.3,1.0,6.6,27.56,11.7,9,1,4
82,2021-04-01 10:00:00,0.0,76.0,1027.8,5.0,3.5,1.2,6.7,30.79,13.72,10,1,4
83,2021-04-01 11:00:00,0.0,74.0,1028.0,5.1,3.5,0.9,6.5,29.69,13.91,11,1,4
84,2021-04-01 12:00:00,0.5,85.0,1028.0,3.4,2.6,1.3,6.7,31.96,14.76,12,1,4
85,2021-04-01 13:00:00,0.1,81.0,1027.4,4.6,3.5,1.7,6.9,31.36,14.85,13,1,4
86,2021-04-01 14:00:00,0.0,72.0,1027.0,5.4,3.6,0.8,6.5,28.76,15.28,14,1,4
87,2021-04-01 15:00:00,0.2,79.0,1027.0,4.6,3.3,1.4,6.8,30.54,15.09,15,1,4
88,2021-04-01 16:00:00,0.0,71.0,1027.2,5.1,3.3,0.4,6.3,30.44,15.27,16,1,4
89,2021-04-01 17:00:00,0.0,73.0,1027.6,5.2,3.5,0.9,6.5,29.68,13.8,17,1,4
90,2021-04-01 18:00:00,0.0,82.0,1028.1,4.3,3.2,1.6,6.8,23.23,12.32,18,1,4
91,2021-04-01 19:00:00,0.1,67.0,1028.1,5.0,2.9,-0.5,5.9,24.29,12.19,19,1,4
92,2021-04-01 20:00:00,0.0,68.0,1028.2,4.6,2.6,-0.7,5.8,23.1,12.38,20,1,4
93,2021-04-01 21:00:00,0.0,65.0,1028.3,4.3,2.2,-1.6,5.4,23.33,12.57,21,1,4
94,2021-04-01 22:00:00,0.0,70.0,1028.4,3.5,1.8,-1.3,5.6,24.54,13.58,22,1,4
95,2021-04-01 23:00:00,0.0,72.0,1028.5,3.5,1.8,-1.0,5.7,22.46,13.78,23,1,4
96,2021-05-01 00:00:00,0.0,69.0,1028.4,3.2,1.5,-1.7,5.4,40.35,28.03,0,1,5
97,2021-05-01 01:00:00,0.0,75.0,1028.2,2.0,0.7,-1.7,5.4,37.34,28.47,1,1,5
98,2021-05-01 02:00:00,0.0,69.0,1028.0,2.6,0.8,-2.4,5.1,30.41,24.38,2,1,5
99,2021-05-01 03:00:00,0.0,69.0,1028.1,3.5,1.7,-1.6,5.4,26.31,21.53,3,1,5
100,2021-05-01 04:00:00,0.0,77.0,1028.2,2.8,1.5,-0.8,5.8,26.74,23.6,4,1,5
101,2021-05-01 05:00:00,0.1,81.0,1028.1,2.9,1.9,0.1,6.1,24.45,21.31,5,1,5
102,2021-05-01 06:00:00,0.0,78.0,1028.3,3.1,1.9,-0.2,6.0,25.74,20.04,6,1,5
103,2021-05-01 07:00:00,0.0,84.0,1028.6,2.9,2.0,0.5,6.3,42.47,21.44,7,1,5
104,2021-05-01 08:00:00,0.0,90.0,1028.6,2.2,1.6,0.7,6.4,29.35,17.14,8,1,5
105,2021-05-01 09:00:00,0.4,88.0,1029.0,2.5,1.8,0.8,6.5,38.64,16.68,9,1,5
106,2021-05-01 10:00:00,0.0,89.0,1028.8,2.4,1.8,0.9,6.5,18.41,10.09,10,1,5
107,2021-05-01 11:00:00,0.0,86.0,1029.0,3.0,2.3,1.0,6.6,10.63,6.18,11,1,5
108,2021-05-01 12:00:00,0.2,86.0,1028.3,4.3,3.5,2.3,7.2,13.25,6.16,12,1,5
109,2021-05-01 13:00:00,0.0,59.0,1027.6,5.5,2.9,-1.7,5.4,11.07,6.01,13,1,5
110,2021-05-01 14:00:00,0.0,70.0,1027.5,5.3,3.3,0.3,6.2,7.9,4.56,14,1,5
111,2021-05-01 15:00:00,0.0,76.0,1027.4,4.4,3.0,0.7,6.4,7.39,4.66,15,1,5
112,2021-05-01 16:00:00,0.6,83.0,1027.6,3.7,2.7,1.1,6.6,7.92,4.72,16,1,5
113,2021-05-01 17:00:00,0.4,84.0,1027.5,3.1,2.2,0.7,6.4,8.58,5.5,17,1,5
114,2021-05-01 18:00:00,0.0,87.0,1027.7,1.9,1.2,0.0,6.1,8.22,5.33,18,1,5
115,2021-05-01 19:00:00,0.0,88.0,1028.0,1.6,1.0,-0.1,6.1,9.43,5.27,19,1,5
116,2021-05-01 20:00:00,0.0,89.0,1028.0,2.5,1.9,0.9,6.5,9.73,6.93,20,1,5
117,2021-05-01 21:00:00,0.0,91.0,1027.9,1.8,1.3,0.5,6.4,12.24,9.75,21,1,5
118,2021-05-01 22:00:00,0.0,92.0,1027.8,1.9,1.5,0.7,6.4,18.69,15.13,22,1,5
119,2021-05-01 23:00:00,0.0,91.0,1027.7,1.8,1.4,0.6,6.4,17.91,15.31,23,1,5
120,2021-06-01 00:00:00,0.0,88.0,1027.4,1.8,1.2,0.2,6.2,15.55,12.75,0,1,6
121,2021-06-01 01:00:00,0.0,89.0,1027.0,2.0,1.4,0.4,6.3,16.89,13.29,1,1,6
122,2021-06-01 02:00:00,1.5,92.0,1026.7,1.6,1.2,0.6,6.4,15.29,13.1,2,1,6
123,2021-06-01 03:00:00,0.0,92.0,1026.6,1.9,1.5,0.8,6.5,15.4,12.72,3,1,6
124,2021-06-01 04:00:00,0.7,93.0,1026.4,2.0,1.6,1.0,6.6,16.62,13.6,4,1,6
125,2021-06-01 05:00:00,1.1,93.0,1025.9,1.5,1.1,0.5,6.3,12.79,10.28,5,1,6
126,2021-06-01 06:00:00,0.1,93.0,1025.9,1.8,1.4,0.8,6.5,17.15,10.95,6,1,6
127,2021-06-01 07:00:00,0.6,94.0,1025.8,1.8,1.5,1.0,6.6,26.37,16.58,7,1,6
128,2021-06-01 08:00:00,0.2,93.0,1025.6,1.9,1.6,1.1,6.6,33.11,17.66,8,1,6
129,2021-06-01 09:00:00,0.0,91.0,1025.9,2.0,1.5,0.8,6.5,26.03,14.82,9,1,6
130,2021-06-01 10:00:00,0.3,93.0,1025.9,2.0,1.6,1.1,6.6,28.44,13.87,10,1,6
131,2021-06-01 11:00:00,0.0,89.0,1025.5,2.9,2.3,1.4,6.7,30.24,14.28,11,1,6
132,2021-06-01 12:00:00,0.0,88.0,1024.8,3.3,2.6,1.5,6.8,20.21,11.67,12,1,6
133,2021-06-01 13:00:00,0.4,93.0,1024.1,2.7,2.3,1.7,6.9,17.17,9.97,13,1,6
134,2021-06-01 14:00:00,0.0,93.0,1023.7,2.3,1.9,1.3,6.7,17.2,10.67,14,1,6
135,2021-06-01 15:00:00,0.0,93.0,1023.4,1.8,1.4,0.8,6.5,17.72,12.61,15,1,6
136,2021-06-01 16:00:00,0.0,91.0,1023.4,2.0,1.6,0.8,6.5,16.73,11.14,16,1,6
137,2021-06-01 17:00:00,0.0,93.0,1023.4,1.4,1.0,0.4,6.3,18.92,12.26,17,1,6
138,2021-06-01 18:00:00,0.0,95.0,1023.3,0.4,0.1,-0.3,6.0,21.44,13.94,18,1,6
139,2021-06-01 19:00:00,0.0,94.0,1023.5,-0.4,-0.6,-1.1,5.6,15.69,10.63,19,1,6
140,2021-06-01 20:00:00,0.0,94.0,1023.3,-1.0,-1.2,-1.7,5.4,22.39,14.68,20,1,6
141,2021-06-01 21:00:00,0.0,95.0,1023.2,-1.0,-1.2,-1.6,5.5,24.81,18.63,21,1,6
142,2021-06-01 22:00:00,0.0,95.0,1022.7,-1.4,-1.6,-2.0,5.3,28.5,21.94,22,1,6
143,2021-06-01 23:00:00,0.0,95.0,1022.6,-2.5,-2.7,-3.2,4.8,33.22,26.25,23,1,6
144,2021-07-01 00:00:00,0.0,95.0,1022.1,-2.6,-2.8,-3.2,4.8,18.34,14.88,0,1,7
145,2021-07-01 01:00:00,0.0,95.0,1021.6,-1.8,-2.0,-2.4,5.1,19.95,15.96,1,1,7
146,2021-07-01 02:00:00,0.0,95.0,1021.2,-1.8,-2.0,-2.4,5.1,22.06,16.38,2,1,7
147,2021-07-01 03:00:00,0.0,94.0,1021.0,-1.8,-2.1,-2.6,5.1,19.89,16.41,3,1,7
148,2021-07-01 04:00:00,0.0,94.0,1020.4,-1.8,-2.0,-2.6,5.1,19.4,16.06,4,1,7
149,2021-07-01 05:00:00,0.0,94.0,1020.2,-1.3,-1.5,-2.0,5.3,21.14,17.17,5,1,7
150,2021-07-01 06:00:00,0.0,93.0,1019.9,-0.7,-1.0,-1.7,5.4,23.89,20.01,6,1,7
151,2021-07-01 07:00:00,0.0,94.0,1020.0,-0.2,-0.5,-1.1,5.6,27.68,22.38,7,1,7
152,2021-07-01 08:00:00,0.1,95.0,1020.1,-0.2,-0.4,-0.9,5.7,25.7,19.46,8,1,7
153,2021-07-01 09:00:00,0.2,96.0,1020.4,0.0,-0.1,-0.4,5.9,22.62,18.68,9,1,7
154,2021-07-01 10:00:00,0.0,95.0,1020.5,0.1,-0.1,-0.5,5.9,24.61,19.2,10,1,7
155,2021-07-01 11:00:00,0.0,95.0,1020.5,0.4,0.2,-0.3,6.0,29.41,21.16,11,1,7
156,2021-07-01 12:00:00,0.0,96.0,1020.0,0.4,0.2,-0.2,6.0,33.76,23.49,12,1,7
157,2021-07-01 13:00:00,0.0,96.0,1019.6,0.6,0.4,0.0,6.1,26.7,19.5,13,1,7
158,2021-07-01 14:00:00,0.0,95.0,1019.2,1.2,0.9,0.5,6.3,27.34,20.36,14,1,7
159,2021-07-01 15:00:00,0.0,94.0,1019.3,1.0,0.8,0.2,6.2,27.88,19.43,15,1,7
160,2021-07-01 16:00:00,0.0,94.0,1019.4,0.9,0.6,0.1,6.2,25.74,18.23,16,1,7
161,2021-07-01 17:00:00,0.0,95.0,1019.5,0.5,0.3,0.0,6.1,24.16,17.07,17,1,7
162,2021-07-01 18:00:00,0.0,96.0,1019.6,0.4,0.2,-0.1,6.1,18.28,12.9,18,1,7
163,2021-07-01 19:00:00,0.0,95.0,1019.7,0.5,0.3,-0.1,6.1,18.85,14.06,19,1,7
164,2021-07-01 20:00:00,0.0,95.0,1019.9,0.6,0.3,-0.1,6.0,19.27,14.45,20,1,7
165,2021-07-01 21:00:00,0.0,92.0,1019.9,0.6,0.3,-0.4,5.9,21.61,15.67,21,1,7
166,2021-07-01 22:00:00,0.0,94.0,1020.1,-0.2,-0.5,-1.0,5.7,23.11,18.07,22,1,7
167,2021-07-01 23:00:00,0.0,94.0,1020.4,-1.2,-1.5,-2.0,5.3,17.24,14.37,23,1,7
168,2021-08-01 00:00:00,0.0,96.0,1020.4,-1.1,-1.3,-1.7,5.4,11.39,7.62,0,1,8
169,2021-08-01 01:00:00,0.0,96.0,1020.3,-1.2,-1.4,-1.8,5.4,9.36,5.6,1,1,8
170,2021-08-01 02:00:00,0.0,95.0,1020.7,-0.6,-0.8,-1.3,5.6,7.09,4.12,2,1,8
171,2021-08-01 03:00:00,0.0,94.0,1021.0,-1.4,-1.6,-2.1,5.2,7.58,4.27,3,1,8
172,2021-08-01 04:00:00,0.0,92.0,1021.1,-1.3,-1.7,-2.4,5.1,7.81,4.57,4,1,8
173,2021-08-01 05:00:00,0.0,91.0,1021.1,-0.7,-1.1,-1.9,5.3,7.17,4.5,5,1,8
174,2021-08-01 06:00:00,0.0,90.0,1021.4,-0.7,-1.1,-2.0,5.3,6.81,4.34,6,1,8
175,2021-08-01 07:00:00,0.0,89.0,1021.9,-0.9,-1.4,-2.3,5.1,9.31,4.41,7,1,8
176,2021-08-01 08:00:00,0.0,89.0,1022.5,-1.1,-1.6,-2.6,5.0,7.26,4.11,8,1,8
177,2021-08-01 09:00:00,0.0,88.0,1022.9,-1.5,-2.0,-3.1,4.9,7.62,4.38,9,1,8
178,2021-08-01 10:00:00,0.0,86.0,1023.7,-0.6,-1.3,-2.6,5.0,7.67,4.03,10,1,8
179,2021-08-01 11:00:00,0.0,82.0,1024.0,-0.2,-1.0,-2.8,5.0,6.86,3.91,11,1,8
180,2021-08-01 12:00:00,0.0,73.0,1023.6,1.2,-0.2,-2.9,4.9,6.58,3.79,12,1,8
181,2021-08-01 13:00:00,0.0,67.0,1023.7,1.9,0.1,-3.5,4.7,5.38,3.25,13,1,8
182,2021-08-01 14:00:00,0.0,69.0,1023.5,1.8,0.1,-3.3,4.8,6.17,3.51,14,1,8
183,2021-08-01 15:00:00,0.0,70.0,1023.7,1.5,-0.1,-3.3,4.8,6.48,3.79,15,1,8
184,2021-08-01 16:00:00,0.0,67.0,1024.1,1.4,-0.3,-3.8,4.6,6.27,4.08,16,1,8
185,2021-08-01 17:00:00,0.0,73.0,1024.5,0.1,-1.2,-4.0,4.5,6.92,4.04,17,1,8
186,2021-08-01 18:00:00,0.0,82.0,1024.8,-1.7,-2.5,-4.4,4.4,7.99,4.19,18,1,8
187,2021-08-01 19:00:00,0.0,83.0,1025.2,-2.1,-2.8,-4.5,4.4,6.42,4.22,19,1,8
188,2021-08-01 20:00:00,0.0,88.0,1025.5,-3.4,-3.8,-4.9,4.2,11.09,4.95,20,1,8
189,2021-08-01 21:00:00,0.0,89.0,1026.0,-3.0,-3.4,-4.5,4.4,7.73,5.53,21,1,8
190,2021-08-01 22:00:00,0.0,90.0,1026.2,-3.5,-3.9,-4.8,4.3,8.22,6.12,22,1,8
191,2021-08-01 23:00:00,0.0,90.0,1026.2,-4.5,-4.9,-5.8,4.0,10.54,6.77,23,1,8
192,2021-09-01 00:00:00,0.0,91.0,1026.2,-4.4,-4.8,-5.6,4.0,8.19,4.51,0,1,9
193,2021-09-01 01:00:00,0.0,92.0,1026.3,-4.9,-5.2,-5.9,3.9,7.73,4.45,1,1,9
194,2021-09-01 02:00:00,0.0,91.0,1026.5,-3.9,-4.2,-5.0,4.2,7.65,4.03,2,1,9
195,2021-09-01 03:00:00,0.0,91.0,1026.5,-4.9,-5.2,-6.0,3.9,7.94,4.36,3,1,9
196,2021-09-01 04:00:00,0.0,93.0,1026.7,-4.6,-4.9,-5.5,4.1,5.65,3.01,4,1,9
197,2021-09-01 05:00:00,0.0,92.0,1026.8,-4.6,-4.9,-5.7,4.0,6.52,3.59,5,1,9
198,2021-09-01 06:00:00,0.0,92.0,1027.1,-4.8,-5.1,-5.9,3.9,7.45,3.74,6,1,9
199,2021-09-01 07:00:00,0.0,92.0,1027.4,-5.1,-5.4,-6.2,3.9,10.37,4.44,7,1,9
200,2021-09-01 08:00:00,0.0,93.0,1027.4,-5.1,-5.3,-6.0,3.9,32.87,7.9,8,1,9
201,2021-09-01 09:00:00,0.0,93.0,1027.7,-5.1,-5.3,-6.0,3.9,12.32,6.5,9,1,9
202,2021-09-01 10:00:00,0.0,92.0,1028.3,-3.9,-4.2,-4.9,4.2,13.36,6.67,10,1,9
203,2021-09-01 11:00:00,0.0,89.0,1028.0,-2.1,-2.6,-3.6,4.7,12.02,6.17,11,1,9
204,2021-09-01 12:00:00,0.0,80.0,1027.8,-0.6,-1.5,-3.6,4.7,10.48,6.0,12,1,9
205,2021-09-01 13:00:00,0.0,71.0,1027.0,0.8,-0.7,-3.7,4.6,12.08,6.8,13,1,9
206,2021-09-01 14:00:00,0.0,70.0,1026.9,1.4,-0.2,-3.4,4.7,14.06,7.35,14,1,9
207,2021-09-01 15:00:00,0.0,69.0,1027.0,1.6,-0.1,-3.4,4.8,11.29,5.78,15,1,9
208,2021-09-01 16:00:00,0.0,69.0,1027.1,1.3,-0.3,-3.6,4.7,8.34,4.31,16,1,9
209,2021-09-01 17:00:00,0.0,69.0,1027.2,0.5,-1.1,-4.4,4.4,8.75,4.24,17,1,9
210,2021-09-01 18:00:00,0.0,68.0,1027.1,0.9,-0.8,-4.2,4.5,8.92,5.29,18,1,9
211,2021-09-01 19:00:00,0.0,68.0,1027.3,1.6,-0.2,-3.6,4.7,7.97,4.91,19,1,9
212,2021-09-01 20:00:00,0.0,69.0,1027.3,1.3,-0.3,-3.6,4.7,6.21,4.06,20,1,9
213,2021-09-01 21:00:00,0.0,78.0,1027.5,2.1,0.9,-1.2,5.6,9.56,6.14,21,1,9
214,2021-09-01 22:00:00,0.0,85.0,1027.5,2.3,1.5,0.1,6.1,16.51,8.81,22,1,9
215,2021-09-01 23:00:00,0.0,84.0,1027.3,2.5,1.7,0.2,6.2,12.56,8.49,23,1,9
216,2021-10-01 00:00:00,0.0,90.0,1027.1,2.2,1.7,0.9,6.5,7.58,5.14,0,1,10
217,2021-10-01 01:00:00,0.0,95.0,1026.9,2.1,1.9,1.5,6.8,8.54,5.83,1,1,10
218,2021-10-01 02:00:00,0.0,96.0,1026.8,2.3,2.1,1.8,7.0,9.18,6.07,2,1,10
219,2021-10-01 03:00:00,0.0,96.0,1026.7,2.5,2.3,1.9,7.0,7.85,5.28,3,1,10
220,2021-10-01 04:00:00,0.0,95.0,1026.5,2.6,2.4,2.1,7.1,7.54,4.83,4,1,10
221,2021-10-01 05:00:00,0.0,96.0,1026.0,2.9,2.6,2.3,7.2,6.92,4.17,5,1,10
222,2021-10-01 06:00:00,0.0,95.0,1025.9,3.0,2.7,2.4,7.3,4.87,2.61,6,1,10
223,2021-10-01 07:00:00,0.0,95.0,1025.9,3.4,3.1,2.8,7.5,4.64,2.25,7,1,10
224,2021-10-01 08:00:00,0.0,97.0,1025.9,3.3,3.2,3.0,7.6,7.08,2.94,8,1,10
225,2021-10-01 09:00:00,0.0,97.0,1025.9,3.1,3.0,2.8,7.5,11.27,4.03,9,1,10
226,2021-10-01 10:00:00,0.0,97.0,1026.2,3.4,3.2,3.0,7.6,12.86,4.49,10,1,10
227,2021-10-01 11:00:00,0.0,96.0,1026.2,3.8,3.7,3.4,7.8,16.25,5.01,11,1,10
228,2021-10-01 12:00:00,0.0,95.0,1025.5,4.0,3.7,3.3,7.7,17.22,5.04,12,1,10
229,2021-10-01 13:00:00,0.0,95.0,1025.1,4.4,4.1,3.7,7.9,18.1,5.6,13,1,10
230,2021-10-01 14:00:00,0.0,94.0,1024.3,4.6,4.3,3.9,8.1,19.0,5.21,14,1,10
231,2021-10-01 15:00:00,0.0,96.0,1023.9,4.5,4.3,3.9,8.1,12.97,4.21,15,1,10
232,2021-10-01 16:00:00,0.0,94.0,1023.5,4.7,4.4,3.9,8.1,9.04,3.84,16,1,10
233,2021-10-01 17:00:00,0.0,95.0,1023.2,4.8,4.5,4.1,8.2,10.72,4.51,17,1,10
234,2021-10-01 18:00:00,0.0,94.0,1022.8,5.4,5.1,4.6,8.5,9.83,4.4,18,1,10
