,datetime,temp,wetb,dewpt,vappr,pm2.5,pm10
0,2021-10-01 00:00:00,2.2,1.7,0.9,6.5,1.89,3.15
1,2021-10-01 01:00:00,2.1,1.9,1.5,6.8,1.53,2.61
2,2021-10-01 02:00:00,2.3,2.1,1.8,7.0,1.15,2.1
3,2021-10-01 03:00:00,2.5,2.3,1.9,7.0,0.89,1.8
4,2021-10-01 04:00:00,2.6,2.4,2.1,7.1,0.24,0.81
5,2021-10-01 05:00:00,2.9,2.6,2.3,7.2,0.12,0.46
6,2021-10-01 06:00:00,3.0,2.7,2.4,7.3,0.14,0.65
7,2021-10-01 07:00:00,3.4,3.1,2.8,7.5,0.12,0.64
8,2021-10-01 08:00:00,3.3,3.2,3.0,7.6,0.18,0.83
9,2021-10-01 09:00:00,3.1,3.0,2.8,7.5,0.39,1.18
10,2021-10-01 10:00:00,3.4,3.2,3.0,7.6,0.25,0.89
11,2021-10-01 11:00:00,3.8,3.7,3.4,7.8,0.19,0.81
12,2021-10-01 12:00:00,4.0,3.7,3.3,7.7,0.19,0.78
13,2021-10-01 13:00:00,4.4,4.1,3.7,7.9,0.25,0.83
14,2021-10-01 14:00:00,4.6,4.3,3.9,8.1,0.41,1.08
15,2021-10-01 15:00:00,4.5,4.3,3.9,8.1,0.31,0.94
16,2021-10-01 16:00:00,4.7,4.4,3.9,8.1,0.45,1.03
17,2021-10-01 17:00:00,4.8,4.5,4.1,8.2,1.09,1.76
18,2021-10-01 18:00:00,5.4,5.1,4.6,8.5,2.97,3.63
19,2021-10-01 19:00:00,5.4,4.9,4.2,8.3,3.76,4.64
20,2021-10-01 20:00:00,5.8,5.1,4.1,8.2,2.23,2.99
21,2021-10-01 21:00:00,5.8,4.9,3.8,8.0,1.35,2.06
22,2021-10-01 22:00:00,5.5,4.7,3.6,7.9,0.64,1.2
23,2021-10-01 23:00:00,5.7,4.9,3.7,8.0,0.25,0.7
24,2021-11-01 00:00:00,5.6,4.8,3.7,8.0,0.32,0.83
25,2021-11-01 01:00:00,5.4,4.8,4.0,8.2,0.19,0.7
26,2021-11-01 02:00:00,5.2,4.8,4.2,8.2,0.16,0.7
27,2021-11-01 03:00:00,5.5,4.9,4.0,8.1,0.15,0.74
28,2021-11-01 04:00:00,5.7,5.1,4.2,8.3,0.12,0.67
29,2021-11-01 05:00:00,5.9,5.2,4.3,8.3,0.08,0.43
30,2021-11-01 06:00:00,6.4,5.6,4.4,8.4,0.08,0.34
31,2021-11-01 07:00:00,6.3,5.5,4.5,8.4,0.1,0.35
32,2021-11-01 08:00:00,6.6,5.8,4.9,8.6,0.13,0.44
33,2021-11-01 09:00:00,6.8,5.9,4.8,8.6,0.53,0.92
34,2021-11-01 10:00:00,7.3,6.4,5.3,8.9,0.26,0.62
35,2021-11-01 11:00:00,7.8,6.9,5.8,9.2,0.21,0.55
36,2021-11-01 12:00:00,8.6,7.6,6.5,9.7,0.41,0.83
37,2021-11-01 13:00:00,8.6,8.0,7.2,10.2,0.6,1.04
38,2021-11-01 14:00:00,9.2,8.4,7.5,10.3,0.83,1.27
39,2021-11-01 15:00:00,9.1,8.5,8.0,10.7,1.37,1.82
40,2021-11-01 16:00:00,9.0,8.6,8.2,10.9,2.49,2.98
41,2021-11-01 17:00:00,8.9,8.7,8.4,11.0,10.4,11.93
42,2021-11-01 18:00:00,9.2,8.9,8.7,11.2,6.33,7.38
43,2021-11-01 19:00:00,9.4,9.1,8.7,11.3,9.21,10.63
44,2021-11-01 20:00:00,9.5,9.1,8.7,11.3,4.85,5.77
45,2021-11-01 21:00:00,9.5,9.1,8.7,11.3,5.77,6.94
46,2021-11-01 22:00:00,9.4,9.0,8.7,11.2,3.38,4.22
47,2021-11-01 23:00:00,9.3,9.1,8.8,11.3,3.22,3.97
48,2021-12-01 00:00:00,9.4,9.1,8.9,11.4,10.679292,7.142989332096475
49,2021-12-01 01:00:00,9.5,9.2,8.9,11.4,9.867109,7.142989332096475
50,2021-12-01 02:00:00,9.4,9.2,8.9,11.4,9.336198,7.142989332096475
51,2021-12-01 03:00:00,9.3,9.1,8.9,11.4,9.605473,7.142989332096475
52,2021-12-01 04:00:00,9.1,8.8,8.6,11.1,9.3942375,7.142989332096475
53,2021-12-01 05:00:00,7.5,7.2,6.8,9.9,9.213795,7.142989332096475
54,2021-12-01 06:00:00,7.1,6.9,6.6,9.8,8.155503,7.142989332096475
55,2021-12-01 07:00:00,7.0,6.7,6.4,9.6,7.05064,7.142989332096475
56,2021-12-01 08:00:00,5.8,5.5,5.1,8.8,6.602079,7.142989332096475
57,2021-12-01 09:00:00,5.4,5.1,4.7,8.5,6.4744606,7.142989332096475
58,2021-12-01 10:00:00,5.4,5.1,4.6,8.5,7.2005897,7.142989332096475
59,2021-12-01 11:00:00,6.0,5.3,4.5,8.4,7.097162,7.142989332096475
60,2021-12-01 12:00:00,6.0,4.7,2.8,7.5,7.3386865,7.142989332096475
61,2021-12-01 13:00:00,6.5,4.8,2.3,7.2,7.6923847,7.142989332096475
62,2021-12-01 14:00:00,6.7,4.7,1.8,7.0,7.8031425,7.142989332096475
63,2021-12-01 15:00:00,6.3,4.9,3.0,7.6,8.207808,7.142989332096475
64,2021-12-01 16:00:00,6.2,4.7,2.7,7.4,8.705952,7.142989332096475
65,2021-12-01 17:00:00,5.9,4.6,2.6,7.4,8.895712,7.142989332096475
66,2021-12-01 18:00:00,5.7,4.6,3.1,7.6,8.852277,7.142989332096475
67,2021-12-01 19:00:00,5.6,4.7,3.3,7.8,1.9562201,7.142989332096475
68,2021-12-01 20:00:00,5.6,4.9,4.0,8.1,2.6921632,7.142989332096475
69,2021-12-01 21:00:00,5.5,5.1,4.6,8.5,2.3399982,7.142989332096475
70,2021-12-01 22:00:00,5.5,5.3,5.0,8.7,2.0331836,7.142989332096475
71,2021-12-01 23:00:00,5.6,5.4,5.1,8.8,1.5468631,7.142989332096475
72,2021-10-02 00:00:00,1.6,-0.3,-4.1,4.5,0.08,0.42
73,2021-10-02 01:00:00,0.1,-0.5,-1.6,5.4,0.09,0.32
74,2021-10-02 02:00:00,0.6,-0.4,-2.4,5.1,0.1,0.31
75,2021-10-02 03:00:00,1.4,-0.4,-4.3,4.4,0.05,0.07
76,2021-10-02 04:00:00,1.7,-0.5,-5.1,4.2,0.05,0.15
77,2021-10-02 05:00:00,1.7,-0.9,-6.7,3.7,0.09,0.38
78,2021-10-02 06:00:00,1.6,-0.7,-5.8,4.0,0.07,0.29
79,2021-10-02 07:00:00,1.2,-0.7,-4.6,4.3,0.31,0.72
80,2021-10-02 08:00:00,1.9,-0.9,-7.3,3.5,0.17,0.37
81,2021-10-02 09:00:00,1.8,-0.8,-7.1,3.6,0.14,0.53
82,2021-10-02 10:00:00,1.8,0.0,-3.7,4.6,0.17,0.56
83,2021-10-02 11:00:00,2.5,0.7,-2.7,5.0,0.2,0.57
84,2021-10-02 12:00:00,2.7,-0.2,-6.4,3.8,0.06,0.23
85,2021-10-02 13:00:00,3.1,0.6,-4.7,4.3,0.06,0.22
86,2021-10-02 14:00:00,3.3,0.5,-5.3,4.1,0.2,0.31
87,2021-10-02 15:00:00,3.2,0.3,-5.9,3.9,0.12,0.26
88,2021-10-02 16:00:00,2.3,-0.4,-6.7,3.7,0.3,0.57
89,2021-10-02 17:00:00,2.2,-0.2,-5.6,4.0,3.43,4.41
90,2021-10-02 18:00:00,2.1,-0.3,-5.6,4.0,2.43,3.08
91,2021-10-02 19:00:00,1.9,-0.9,-7.5,3.5,4.67,5.55
92,2021-10-02 20:00:00,1.7,-1.0,-7.2,3.5,7.41,8.72
93,2021-10-02 21:00:00,1.7,-0.8,-6.5,3.7,3.08,3.87
94,2021-10-02 22:00:00,1.8,-0.9,-7.3,3.5,1.27,1.84
95,2021-10-02 23:00:00,2.2,-0.4,-6.1,3.9,1.04,1.56
96,2021-11-02 00:00:00,1.8,-0.9,-7.2,3.6,1.62,2.12
97,2021-11-02 01:00:00,1.3,-1.2,-7.3,3.5,0.63,1.03
98,2021-11-02 02:00:00,1.2,-1.3,-7.2,3.6,0.32,0.68
99,2021-11-02 03:00:00,0.9,-1.3,-6.4,3.8,0.37,0.77
100,2021-11-02 04:00:00,1.0,-1.1,-5.8,4.0,0.49,0.91
101,2021-11-02 05:00:00,1.2,-1.0,-6.1,3.9,0.75,1.28
102,2021-11-02 06:00:00,1.0,-1.3,-6.4,3.8,1.17,1.64
103,2021-11-02 07:00:00,1.2,-1.0,-5.8,4.0,2.16,2.93
104,2021-11-02 08:00:00,1.0,-1.0,-5.6,4.0,3.72,4.51
105,2021-11-02 09:00:00,1.4,-0.5,-4.7,4.3,4.33,5.01
106,2021-11-02 10:00:00,1.6,-0.2,-4.0,4.6,5.57,6.56
107,2021-11-02 11:00:00,2.0,0.0,-3.9,4.6,6.71,7.97
108,2021-11-02 12:00:00,2.3,0.0,-4.6,4.3,7.11,8.43
109,2021-11-02 13:00:00,2.1,0.0,-4.5,4.4,8.35,9.62
110,2021-11-02 14:00:00,2.1,-0.2,-4.9,4.2,5.22,6.04
111,2021-11-02 15:00:00,2.0,-0.1,-4.3,4.5,4.65,5.42
112,2021-11-02 16:00:00,1.9,-0.2,-4.4,4.4,9.61,10.72
113,2021-11-02 17:00:00,1.9,-0.1,-4.3,4.4,9.82,10.95
114,2021-11-02 18:00:00,2.0,0.0,-4.2,4.5,10.53,11.97
115,2021-11-02 19:00:00,2.0,0.0,-4.1,4.5,19.12,21.67
116,2021-11-02 20:00:00,2.0,-0.1,-4.2,4.5,17.29,19.2
117,2021-11-02 21:00:00,1.9,-0.1,-4.4,4.4,14.2,16.0
118,2021-11-02 22:00:00,1.9,-0.2,-4.5,4.4,9.41,10.84
119,2021-11-02 23:00:00,1.8,-0.3,-4.6,4.3,7.1,8.24
120,2021-12-02 00:00:00,1.9,-0.2,-4.3,4.4,5.914968,7.142989332096475
121,2021-12-02 01:00:00,1.9,0.0,-3.9,4.6,5.838959,7.142989332096475
122,2021-12-02 02:00:00,2.0,0.1,-3.6,4.7,5.528703,7.142989332096475
123,2021-12-02 03:00:00,2.0,0.2,-3.4,4.7,3.4986174,7.142989332096475
124,2021-12-02 04:00:00,2.1,0.2,-3.5,4.7,3.490091,7.142989332096475
125,2021-12-02 05:00:00,2.1,0.3,-3.2,4.8,2.7391796,7.142989332096475
126,2021-12-02 06:00:00,2.2,0.3,-3.3,4.8,2.5510287,7.142989332096475
127,2021-12-02 07:00:00,2.3,0.3,-3.9,4.6,2.2659168,7.142989332096475
128,2021-12-02 08:00:00,2.5,0.3,-4.2,4.5,2.67,3.44
129,2021-12-02 09:00:00,2.9,0.5,-4.5,4.4,3.12,4.17
130,2021-12-02 10:00:00,3.4,0.7,-4.7,4.3,2.28,3.02
131,2021-12-02 11:00:00,3.8,0.8,-5.6,4.0,2.53,3.23
132,2021-12-02 12:00:00,4.4,1.0,-6.3,3.8,2.39,3.16
133,2021-12-02 13:00:00,4.6,1.1,-6.0,3.9,5.6,6.82
134,2021-12-02 14:00:00,4.8,1.4,-5.5,4.0,4.28,5.48
135,2021-12-02 15:00:00,4.5,1.1,-5.9,3.9,6.17,7.76
136,2021-12-02 16:00:00,4.2,1.0,-5.7,4.0,7.57,9.17
137,2021-12-02 17:00:00,3.8,1.1,-4.2,4.5,7.91,9.53
138,2021-12-02 18:00:00,3.6,1.0,-4.1,4.5,14.09,16.09
139,2021-12-02 19:00:00,3.3,0.9,-3.8,4.6,14.22,16.17
140,2021-12-02 20:00:00,2.9,0.6,-3.8,4.6,10.2,11.67
141,2021-12-02 21:00:00,2.3,0.3,-3.7,4.6,5.56,6.36
142,2021-12-02 22:00:00,1.8,0.0,-3.9,4.6,1.21,1.53
143,2021-12-02 23:00:00,1.5,-0.2,-3.7,4.6,0.49,0.7
144,2021-10-03 00:00:00,10.1,8.9,7.7,10.5,0.36,0.79
145,2021-10-03 01:00:00,9.7,9.1,8.5,11.1,0.13,0.47
146,2021-10-03 02:00:00,8.2,7.7,7.0,10.0,0.09,0.46
147,2021-10-03 03:00:00,8.2,7.5,6.7,9.8,0.09,0.45
148,2021-10-03 04:00:00,8.0,7.4,6.7,9.8,0.08,0.41
149,2021-10-03 05:00:00,7.8,7.2,6.4,9.6,0.09,0.46
150,2021-10-03 06:00:00,7.5,6.8,5.9,9.3,0.06,0.3
151,2021-10-03 07:00:00,7.5,7.0,6.5,9.7,0.1,0.63
152,2021-10-03 08:00:00,7.3,7.0,6.6,9.7,0.2,0.85
153,2021-10-03 09:00:00,8.0,7.4,6.6,9.8,0.34,1.1
154,2021-10-03 10:00:00,8.6,7.8,6.9,10.0,0.23,0.89
155,2021-10-03 11:00:00,9.4,8.8,8.1,10.8,0.13,0.57
156,2021-10-03 12:00:00,10.7,10.0,9.2,11.7,0.1,0.38
157,2021-10-03 13:00:00,11.3,10.5,9.7,12.1,0.08,0.31
158,2021-10-03 14:00:00,12.4,11.3,10.2,12.4,0.35,0.71
159,2021-10-03 15:00:00,13.0,11.6,10.4,12.6,0.25,0.6
160,2021-10-03 16:00:00,13.3,11.1,8.9,11.4,0.45,0.93
161,2021-10-03 17:00:00,11.7,10.4,9.0,11.5,1.62,2.25
162,2021-10-03 18:00:00,10.9,9.7,8.5,11.1,3.62,4.53
163,2021-10-03 19:00:00,11.3,9.4,7.3,10.2,3.51,4.37
164,2021-10-03 20:00:00,10.1,8.1,5.8,9.2,1.63,2.31
165,2021-10-03 21:00:00,10.1,7.7,4.7,8.5,2.53,3.22
166,2021-10-03 22:00:00,9.7,7.7,5.2,8.9,1.41,2.09
167,2021-10-03 23:00:00,9.4,7.5,5.1,8.8,0.94,1.54
168,2021-11-03 00:00:00,9.4,7.5,5.2,8.8,5.05,5.96
169,2021-11-03 01:00:00,8.9,7.6,6.0,9.3,5.17,5.99
170,2021-11-03 02:00:00,8.5,7.8,6.9,9.9,2.84,3.5
171,2021-11-03 03:00:00,9.0,8.4,7.8,10.5,2.71,3.28
172,2021-11-03 04:00:00,7.5,6.4,5.0,8.7,0.58,1.08
173,2021-11-03 05:00:00,6.4,5.1,3.3,7.8,0.34,0.76
174,2021-11-03 06:00:00,6.2,4.8,2.8,7.5,1.12,1.52
175,2021-11-03 07:00:00,5.8,4.5,2.5,7.3,0.97,1.4
176,2021-11-03 08:00:00,5.6,4.0,1.7,6.9,1.05,1.5
177,2021-11-03 09:00:00,5.9,4.3,1.9,7.0,0.64,1.16
178,2021-11-03 10:00:00,6.3,4.5,2.0,7.1,0.48,0.93
179,2021-11-03 11:00:00,7.2,5.1,2.2,7.2,0.37,0.71
180,2021-11-03 12:00:00,8.2,5.9,2.9,7.5,0.49,0.84
181,2021-11-03 13:00:00,4.9,4.1,2.9,7.5,0.6,0.89
182,2021-11-03 14:00:00,7.0,5.4,3.1,7.6,0.66,0.97
183,2021-11-03 15:00:00,5.6,4.7,3.6,7.9,1.16,1.56
184,2021-11-03 16:00:00,7.5,5.4,2.4,7.3,3.16,3.83
185,2021-11-03 17:00:00,6.9,4.6,1.1,6.6,6.25,7.55
186,2021-11-03 18:00:00,6.1,4.2,1.4,6.7,6.04,7.25
187,2021-11-03 19:00:00,2.9,2.4,1.7,6.9,7.24,8.68
188,2021-11-03 20:00:00,3.6,3.1,2.3,7.2,5.85,7.07
189,2021-11-03 21:00:00,4.2,3.2,1.6,6.9,4.78,5.88
190,2021-11-03 22:00:00,4.1,3.1,1.5,6.8,5.7,6.93
191,2021-11-03 23:00:00,4.4,3.4,1.9,7.0,4.04,5.02
192,2021-12-03 00:00:00,4.6,3.6,2.0,7.1,0.77,0.93
193,2021-12-03 01:00:00,3.9,3.1,1.9,7.0,2.87,3.17
194,2021-12-03 02:00:00,3.7,3.1,2.2,7.2,1.77,2.01
195,2021-12-03 03:00:00,4.1,3.6,2.7,7.4,0.04,0.19
196,2021-12-03 04:00:00,4.4,3.7,2.7,7.4,0.18,0.78
197,2021-12-03 05:00:00,1.6,1.3,0.7,6.4,0.3,1.0
198,2021-12-03 06:00:00,2.1,1.7,1.1,6.6,0.96,1.89
199,2021-12-03 07:00:00,2.8,2.2,1.3,6.7,1.8,2.89
200,2021-12-03 08:00:00,3.7,3.0,1.8,7.0,2.27,3.46
201,2021-12-03 09:00:00,4.8,3.8,2.2,7.2,3.15,4.46
202,2021-12-03 10:00:00,6.3,4.8,2.5,7.3,6.06,8.06
203,2021-12-03 11:00:00,7.8,5.3,1.6,6.8,6.62,8.66
204,2021-12-03 12:00:00,8.4,5.6,1.5,6.8,8.36,10.38
205,2021-12-03 13:00:00,8.3,5.7,2.0,7.0,6.98,8.67
206,2021-12-03 14:00:00,7.7,5.6,2.6,7.4,8.59,10.57
207,2021-12-03 15:00:00,8.4,5.9,2.5,7.3,10.96,12.98
208,2021-12-03 16:00:00,7.8,5.7,2.7,7.4,18.23,21.79
209,2021-12-03 17:00:00,7.5,5.5,2.7,7.4,13.78,16.28
210,2021-12-03 18:00:00,6.5,5.3,3.9,8.0,15.65,18.47
211,2021-12-03 19:00:00,6.2,5.2,3.9,8.1,12.55,15.15
212,2021-12-03 20:00:00,6.5,5.1,3.1,7.6,12.67,15.03
213,2021-12-03 21:00:00,5.5,4.8,3.8,8.0,12.07,14.08
214,2021-12-03 22:00:00,4.4,3.7,2.6,7.4,9.85,11.65
215,2021-12-03 23:00:00,4.3,3.3,1.9,7.0,3.73,4.76
216,2021-10-04 00:00:00,0.4,-0.9,-3.7,4.7,0.52,1.03
217,2021-10-04 01:00:00,-0.3,-1.2,-3.1,4.9,0.52,1.03
218,2021-10-04 02:00:00,-1.3,-2.0,-3.3,4.8,0.31,0.66
219,2021-10-04 03:00:00,-2.0,-2.5,-3.5,4.7,0.18,0.49
220,2021-10-04 04:00:00,-2.8,-3.1,-4.0,4.5,0.18,0.52
221,2021-10-04 05:00:00,-2.5,-2.9,-3.8,4.6,0.08,0.33
222,2021-10-04 06:00:00,-2.5,-2.9,-3.7,4.6,0.11,0.45
223,2021-10-04 07:00:00,-0.6,-1.2,-2.4,5.1,0.13,0.62
224,2021-10-04 08:00:00,2.3,0.9,-1.5,5.5,0.12,0.54
225,2021-10-04 09:00:00,4.7,2.5,-1.2,5.6,0.11,0.57
226,2021-10-04 10:00:00,6.0,3.0,-2.2,5.2,0.11,0.58
227,2021-10-04 11:00:00,6.1,3.0,-2.7,5.0,0.15,0.64
228,2021-10-04 12:00:00,6.8,3.6,-1.8,5.3,0.17,0.74
229,2021-10-04 13:00:00,7.9,3.9,-3.2,4.8,0.1,0.46
230,2021-10-04 14:00:00,6.8,3.8,-1.1,5.6,0.06,0.16
231,2021-10-04 15:00:00,7.3,3.4,-3.4,4.7,0.08,0.23
232,2021-10-04 16:00:00,7.1,3.4,-3.1,4.9,0.24,0.48
233,2021-10-04 17:00:00,4.7,2.7,-0.5,5.9,1.49,1.92
234,2021-10-04 18:00:00,4.2,2.8,0.6,6.4,1.94,2.37
235,2021-10-04 19:00:00,3.7,2.5,0.5,6.3,7.19,8.0
236,2021-10-04 20:00:00,1.3,0.7,-0.5,5.9,4.0,4.59
237,2021-10-04 21:00:00,0.9,0.4,-0.4,5.9,3.07,3.53
238,2021-10-04 22:00:00,0.9,0.4,-0.4,5.9,2.27,2.6
239,2021-10-04 23:00:00,0.5,0.0,-1.1,5.7,0.28,0.52
240,2021-11-04 00:00:00,-0.1,-0.6,-1.4,5.5,3.18,4.09
241,2021-11-04 01:00:00,-0.3,-0.8,-1.7,5.4,2.45,3.21
242,2021-11-04 02:00:00,-0.9,-1.4,-2.3,5.1,1.34,1.92
243,2021-11-04 03:00:00,-1.0,-1.6,-2.7,5.0,0.57,1.03
244,2021-11-04 04:00:00,-1.1,-1.7,-2.8,5.0,0.24,0.6
245,2021-11-04 05:00:00,-2.0,-2.4,-3.3,4.8,0.41,0.73
246,2021-11-04 06:00:00,-2.1,-2.5,-3.3,4.8,0.65,0.99
247,2021-11-04 07:00:00,-0.4,-0.9,-2.0,5.3,10.33,12.19
248,2021-11-04 08:00:00,2.3,1.1,-1.2,5.6,0.62,1.13
249,2021-11-04 09:00:00,4.4,2.6,-0.5,5.9,0.52,1.07
250,2021-11-04 10:00:00,6.2,3.5,-1.0,5.7,1.59,2.25
251,2021-11-04 11:00:00,6.6,3.1,-3.3,4.8,1.56,2.22
252,2021-11-04 12:00:00,7.6,3.7,-3.2,4.8,0.38,0.81
253,2021-11-04 13:00:00,8.8,4.2,-3.7,4.6,0.41,0.84
254,2021-11-04 14:00:00,8.6,4.4,-2.8,5.0,2.51,3.05
255,2021-11-04 15:00:00,8.2,4.4,-2.1,5.2,1.38,1.68
256,2021-11-04 16:00:00,7.9,4.3,-1.7,5.4,8.74,9.87
257,2021-11-04 17:00:00,6.0,3.9,0.5,6.4,9.43,10.43
258,2021-11-04 18:00:00,6.3,4.2,1.1,6.6,7.5,8.4
259,2021-11-04 19:00:00,4.7,3.9,2.7,7.4,6.65,7.7
260,2021-11-04 20:00:00,4.3,3.7,2.9,7.5,10.74,12.02
261,2021-11-04 21:00:00,4.0,3.5,2.7,7.4,8.48,9.68
262,2021-11-04 22:00:00,3.5,3.1,2.5,7.3,8.26,9.32
263,2021-11-04 23:00:00,3.7,3.3,2.8,7.5,3.37,4.22
264,2021-12-04 00:00:00,3.9,3.6,3.1,7.6,1.61,2.12
265,2021-12-04 01:00:00,4.2,3.9,3.4,7.8,1.29,2.11
266,2021-12-04 02:00:00,3.8,3.2,2.4,7.3,1.35,2.47
267,2021-12-04 03:00:00,3.4,3.0,2.2,7.2,0.85,1.95
268,2021-12-04 04:00:00,3.2,2.9,2.5,7.3,0.26,0.89
269,2021-12-04 05:00:00,3.6,3.2,2.7,7.4,0.1,0.5
270,2021-12-04 06:00:00,3.9,3.6,3.2,7.7,0.12,0.63
271,2021-12-04 07:00:00,4.3,3.9,3.4,7.8,0.18,0.8
272,2021-12-04 08:00:00,5.3,4.6,3.8,8.0,0.6,1.45
273,2021-12-04 09:00:00,6.5,5.4,3.9,8.1,0.69,1.55
274,2021-12-04 10:00:00,7.5,5.9,3.8,8.0,1.01,2.01
275,2021-12-04 11:00:00,8.0,6.2,3.9,8.0,1.74,2.61
276,2021-12-04 12:00:00,8.9,6.6,3.4,7.8,1.35,2.09
277,2021-12-04 13:00:00,10.4,7.0,2.3,7.2,1.44,2.2
278,2021-12-04 14:00:00,8.9,6.7,3.8,8.0,2.9,3.87
279,2021-12-04 15:00:00,7.7,6.5,5.0,8.7,3.89,4.95
280,2021-12-04 16:00:00,8.1,7.0,5.6,9.1,6.94,8.22
281,2021-12-04 17:00:00,8.3,7.0,5.5,9.0,9.03,10.65
282,2021-12-04 18:00:00,7.8,6.7,5.4,9.0,10.62,12.4
283,2021-12-04 19:00:00,7.2,6.4,5.4,9.0,11.55,13.37
284,2021-12-04 20:00:00,6.5,5.8,4.9,8.6,13.43,15.71
285,2021-12-04 21:00:00,5.7,5.3,4.8,8.6,8.39,9.93
286,2021-12-04 22:00:00,4.9,4.5,4.0,8.1,6.38,7.82
287,2021-12-04 23:00:00,5.2,4.8,4.2,8.2,4.37,5.53
288,2021-10-05 00:00:00,10.1,8.8,7.2,10.2,0.84,1.07
289,2021-10-05 01:00:00,9.7,8.5,7.1,10.1,2.85,3.22
290,2021-10-05 02:00:00,9.7,8.4,6.8,9.9,3.72,4.21
291,2021-10-05 03:00:00,9.9,8.4,6.8,9.9,3.14,3.55
292,2021-10-05 04:00:00,10.1,8.6,6.9,10.0,3.19,3.75
293,2021-10-05 05:00:00,10.1,8.8,7.4,10.3,6.48,7.37
294,2021-10-05 06:00:00,10.4,8.8,7.0,10.0,1.08,1.52
295,2021-10-05 07:00:00,11.3,9.6,7.9,10.6,0.51,0.93
296,2021-10-05 08:00:00,12.6,9.9,7.0,10.0,0.35,0.77
297,2021-10-05 09:00:00,12.2,9.9,7.4,10.3,0.42,0.7
298,2021-10-05 10:00:00,14.2,11.0,7.9,10.6,0.2,0.41
299,2021-10-05 11:00:00,14.2,11.2,8.2,10.8,0.9,1.31
300,2021-10-05 12:00:00,14.7,11.7,8.8,11.4,0.58,0.86
301,2021-10-05 13:00:00,15.8,12.0,8.4,11.0,0.21,0.37
302,2021-10-05 14:00:00,14.6,11.0,7.5,10.3,0.23,0.46
303,2021-10-05 15:00:00,14.2,10.6,6.8,9.9,0.35,0.66
304,2021-10-05 16:00:00,10.6,10.0,9.5,11.8,0.56,0.9
305,2021-10-05 17:00:00,11.1,9.7,8.3,10.9,0.66,0.95
306,2021-10-05 18:00:00,10.9,9.6,8.1,10.8,2.53,3.06
307,2021-10-05 19:00:00,9.8,9.1,8.4,11.0,2.21,2.7
308,2021-10-05 20:00:00,9.6,8.7,7.7,10.5,2.66,3.24
309,2021-10-05 21:00:00,9.6,8.4,7.0,10.0,2.78,3.44
310,2021-10-05 22:00:00,9.3,8.0,6.4,9.6,2.63,3.23
311,2021-10-05 23:00:00,9.0,7.4,5.4,9.0,2.33,2.86
312,2021-11-05 00:00:00,8.4,6.8,4.8,8.6,5.29,6.42
313,2021-11-05 01:00:00,8.3,6.5,4.3,8.3,4.45,5.43
314,2021-11-05 02:00:00,7.6,6.1,4.1,8.2,3.66,4.64
315,2021-11-05 03:00:00,7.6,5.8,3.3,7.7,3.64,4.52
316,2021-11-05 04:00:00,7.3,5.6,3.3,7.7,2.48,3.22
317,2021-11-05 05:00:00,6.6,5.1,3.1,7.6,1.49,2.19
318,2021-11-05 06:00:00,7.7,6.1,3.9,8.1,0.83,1.37
319,2021-11-05 07:00:00,10.3,7.4,3.8,8.0,0.96,1.52
320,2021-11-05 08:00:00,11.7,8.1,3.6,7.9,1.31,1.89
321,2021-11-05 09:00:00,11.9,8.0,2.9,7.5,0.82,1.3
322,2021-11-05 10:00:00,13.2,8.5,2.5,7.3,1.33,1.92
323,2021-11-05 11:00:00,13.2,8.9,3.7,8.0,3.32,3.9
324,2021-11-05 12:00:00,13.9,8.8,2.2,7.2,4.98,5.58
325,2021-11-05 13:00:00,14.1,9.5,4.0,8.2,4.65,5.22
326,2021-11-05 14:00:00,15.1,9.2,1.8,6.9,3.41,3.92
327,2021-11-05 15:00:00,15.1,9.7,3.2,7.7,4.4,5.06
328,2021-11-05 16:00:00,14.4,9.7,4.4,8.4,6.76,7.64
329,2021-11-05 17:00:00,13.9,9.8,5.3,8.9,10.18,11.13
330,2021-11-05 18:00:00,11.5,8.6,5.0,8.7,10.79,11.89
331,2021-11-05 19:00:00,10.6,8.5,6.0,9.4,9.25,10.21
332,2021-11-05 20:00:00,9.6,8.1,6.5,9.7,8.34,9.16
333,2021-11-05 21:00:00,8.9,7.7,6.2,9.5,6.0,6.77
334,2021-11-05 22:00:00,7.2,6.4,5.4,9.0,8.22,9.05
335,2021-11-05 23:00:00,5.9,5.5,5.0,8.7,5.21,5.88
336,2021-12-05 00:00:00,4.9,4.6,4.0,8.2,1.96,2.63
337,2021-12-05 01:00:00,3.9,3.5,3.1,7.6,0.95,1.63
338,2021-12-05 02:00:00,3.5,3.2,2.9,7.5,0.51,1.11
339,2021-12-05 03:00:00,3.6,3.4,3.1,7.6,0.39,0.96
340,2021-12-05 04:00:00,2.8,2.6,2.3,7.2,0.53,1.07
341,2021-12-05 05:00:00,3.2,3.0,2.8,7.5,0.41,0.87
342,2021-12-05 06:00:00,5.6,5.4,5.1,8.8,0.28,0.81
343,2021-12-05 07:00:00,8.0,7.1,6.1,9.4,0.19,0.61
344,2021-12-05 08:00:00,9.2,7.5,5.3,8.9,0.15,0.55
345,2021-12-05 09:00:00,10.9,8.2,4.9,8.6,0.46,1.05
346,2021-12-05 10:00:00,11.2,7.9,3.8,8.0,2.48,3.54
347,2021-12-05 11:00:00,11.6,8.1,3.7,8.0,1.84,2.63
348,2021-12-05 12:00:00,11.7,8.4,4.4,8.4,2.2,2.98
