,datetime,temp,wetb,dewpt,vappr,pm2.5(ug/m3),pm10(ug/m3)
0,2021-10-01 00:00:00,2.2,1.7,0.9,6.5,1.76,2.83
1,2021-10-01 01:00:00,2.1,1.9,1.5,6.8,1.41,2.34
2,2021-10-01 02:00:00,2.3,2.1,1.8,7.0,1.14,2.0
3,2021-10-01 03:00:00,2.5,2.3,1.9,7.0,0.79,1.52
4,2021-10-01 04:00:00,2.6,2.4,2.1,7.1,0.2,0.67
5,2021-10-01 05:00:00,2.9,2.6,2.3,7.2,0.09,0.44
6,2021-10-01 06:00:00,3.0,2.7,2.4,7.3,0.18,0.62
7,2021-10-01 07:00:00,3.4,3.1,2.8,7.5,0.11,0.47
8,2021-10-01 08:00:00,3.3,3.2,3.0,7.6,0.24,0.65
9,2021-10-01 09:00:00,3.1,3.0,2.8,7.5,0.28,0.72
10,2021-10-01 10:00:00,3.4,3.2,3.0,7.6,0.15,0.59
11,2021-10-01 11:00:00,3.8,3.7,3.4,7.8,0.17,0.56
12,2021-10-01 12:00:00,4.0,3.7,3.3,7.7,0.17,0.6
13,2021-10-01 13:00:00,4.4,4.1,3.7,7.9,0.26,0.71
14,2021-10-01 14:00:00,4.6,4.3,3.9,8.1,0.34,0.81
15,2021-10-01 15:00:00,4.5,4.3,3.9,8.1,0.34,0.87
16,2021-10-01 16:00:00,4.7,4.4,3.9,8.1,1.01,1.56
17,2021-10-01 17:00:00,4.8,4.5,4.1,8.2,1.26,1.94
18,2021-10-01 18:00:00,5.4,5.1,4.6,8.5,1.73,2.32
19,2021-10-01 19:00:00,5.4,4.9,4.2,8.3,3.39,4.17
20,2021-10-01 20:00:00,5.8,5.1,4.1,8.2,1.88,2.61
21,2021-10-01 21:00:00,5.8,4.9,3.8,8.0,0.93,1.56
22,2021-10-01 22:00:00,5.5,4.7,3.6,7.9,0.33,0.74
23,2021-10-01 23:00:00,5.7,4.9,3.7,8.0,0.15,0.52
24,2021-11-01 00:00:00,5.6,4.8,3.7,8.0,0.34,0.89
25,2021-11-01 01:00:00,5.4,4.8,4.0,8.2,0.22,0.75
26,2021-11-01 02:00:00,5.2,4.8,4.2,8.2,0.2,0.74
27,2021-11-01 03:00:00,5.5,4.9,4.0,8.1,0.16,0.71
28,2021-11-01 04:00:00,5.7,5.1,4.2,8.3,0.13,0.55
29,2021-11-01 05:00:00,5.9,5.2,4.3,8.3,0.1,0.48
30,2021-11-01 06:00:00,6.4,5.6,4.4,8.4,0.09,0.34
31,2021-11-01 07:00:00,6.3,5.5,4.5,8.4,0.1,0.45
32,2021-11-01 08:00:00,6.6,5.8,4.9,8.6,0.17,0.49
33,2021-11-01 09:00:00,6.8,5.9,4.8,8.6,0.61,0.99
34,2021-11-01 10:00:00,7.3,6.4,5.3,8.9,0.33,0.73
35,2021-11-01 11:00:00,7.8,6.9,5.8,9.2,0.47,0.84
36,2021-11-01 12:00:00,8.6,7.6,6.5,9.7,0.61,0.99
37,2021-11-01 13:00:00,8.6,8.0,7.2,10.2,0.54,0.92
38,2021-11-01 14:00:00,9.2,8.4,7.5,10.3,3.87,4.74
39,2021-11-01 15:00:00,9.1,8.5,8.0,10.7,4.55,5.33
40,2021-11-01 16:00:00,9.0,8.6,8.2,10.9,9.51,10.91
41,2021-11-01 17:00:00,8.9,8.7,8.4,11.0,21.25,24.81
42,2021-11-01 18:00:00,9.2,8.9,8.7,11.2,4.44,5.12
43,2021-11-01 19:00:00,9.4,9.1,8.7,11.3,5.29,6.07
44,2021-11-01 20:00:00,9.5,9.1,8.7,11.3,4.33,5.08
45,2021-11-01 21:00:00,9.5,9.1,8.7,11.3,3.45,4.12
46,2021-11-01 22:00:00,9.4,9.0,8.7,11.2,2.62,3.21
47,2021-11-01 23:00:00,9.3,9.1,8.8,11.3,2.2,2.81
48,2021-12-01 00:00:00,9.4,9.1,8.9,11.4,0.16,0.35
49,2021-12-01 01:00:00,9.5,9.2,8.9,11.4,0.09,0.28
50,2021-12-01 02:00:00,9.4,9.2,8.9,11.4,0.13,0.47
51,2021-12-01 03:00:00,9.3,9.1,8.9,11.4,0.4,1.1
52,2021-12-01 04:00:00,9.1,8.8,8.6,11.1,0.84,1.85
53,2021-12-01 05:00:00,7.5,7.2,6.8,9.9,0.7,1.45
54,2021-12-01 06:00:00,7.1,6.9,6.6,9.8,0.62,1.37
55,2021-12-01 07:00:00,7.0,6.7,6.4,9.6,0.73,1.45
56,2021-12-01 08:00:00,5.8,5.5,5.1,8.8,3.52,4.56
57,2021-12-01 09:00:00,5.4,5.1,4.7,8.5,2.76,3.8
58,2021-12-01 10:00:00,5.4,5.1,4.6,8.5,3.15,4.44
59,2021-12-01 11:00:00,6.0,5.3,4.5,8.4,2.81,4.12
60,2021-12-01 12:00:00,6.0,4.7,2.8,7.5,1.55,2.71
61,2021-12-01 13:00:00,6.5,4.8,2.3,7.2,0.29,0.7
62,2021-12-01 14:00:00,6.7,4.7,1.8,7.0,1.43,1.8
63,2021-12-01 15:00:00,6.3,4.9,3.0,7.6,1.9,2.34
64,2021-12-01 16:00:00,6.2,4.7,2.7,7.4,6.68,7.71
65,2021-12-01 17:00:00,5.9,4.6,2.6,7.4,8.8,10.25
66,2021-12-01 18:00:00,5.7,4.6,3.1,7.6,11.81,13.51
67,2021-12-01 19:00:00,5.6,4.7,3.3,7.8,6.35,7.44
68,2021-12-01 20:00:00,5.6,4.9,4.0,8.1,8.24,9.53
69,2021-12-01 21:00:00,5.5,5.1,4.6,8.5,9.54,11.24
70,2021-12-01 22:00:00,5.5,5.3,5.0,8.7,5.06,6.06
71,2021-12-01 23:00:00,5.6,5.4,5.1,8.8,4.23,5.43
72,2021-10-02 00:00:00,1.6,-0.3,-4.1,4.5,0.09,0.42
73,2021-10-02 01:00:00,0.1,-0.5,-1.6,5.4,0.1,0.38
74,2021-10-02 02:00:00,0.6,-0.4,-2.4,5.1,0.07,0.19
75,2021-10-02 03:00:00,1.4,-0.4,-4.3,4.4,0.14,0.32
76,2021-10-02 04:00:00,1.7,-0.5,-5.1,4.2,0.08,0.22
77,2021-10-02 05:00:00,1.7,-0.9,-6.7,3.7,0.1,0.29
78,2021-10-02 06:00:00,1.6,-0.7,-5.8,4.0,0.22,0.53
79,2021-10-02 07:00:00,1.2,-0.7,-4.6,4.3,0.23,0.57
80,2021-10-02 08:00:00,1.9,-0.9,-7.3,3.5,0.1,0.21
81,2021-10-02 09:00:00,1.8,-0.8,-7.1,3.6,0.1,0.29
82,2021-10-02 10:00:00,1.8,0.0,-3.7,4.6,0.1,0.3
83,2021-10-02 11:00:00,2.5,0.7,-2.7,5.0,0.13,0.33
84,2021-10-02 12:00:00,2.7,-0.2,-6.4,3.8,0.08,0.17
85,2021-10-02 13:00:00,3.1,0.6,-4.7,4.3,0.12,0.24
86,2021-10-02 14:00:00,3.3,0.5,-5.3,4.1,0.12,0.23
87,2021-10-02 15:00:00,3.2,0.3,-5.9,3.9,0.19,0.41
88,2021-10-02 16:00:00,2.3,-0.4,-6.7,3.7,0.22,0.42
89,2021-10-02 17:00:00,2.2,-0.2,-5.6,4.0,0.7,1.03
90,2021-10-02 18:00:00,2.1,-0.3,-5.6,4.0,1.55,2.11
91,2021-10-02 19:00:00,1.9,-0.9,-7.5,3.5,4.46,5.17
92,2021-10-02 20:00:00,1.7,-1.0,-7.2,3.5,6.63,7.59
93,2021-10-02 21:00:00,1.7,-0.8,-6.5,3.7,6.38,7.45
94,2021-10-02 22:00:00,1.8,-0.9,-7.3,3.5,1.22,1.72
95,2021-10-02 23:00:00,2.2,-0.4,-6.1,3.9,0.35,0.74
96,2021-11-02 00:00:00,1.8,-0.9,-7.2,3.6,1.1,1.51
97,2021-11-02 01:00:00,1.3,-1.2,-7.3,3.5,0.5,0.85
98,2021-11-02 02:00:00,1.2,-1.3,-7.2,3.6,0.42,0.76
99,2021-11-02 03:00:00,0.9,-1.3,-6.4,3.8,0.46,0.82
100,2021-11-02 04:00:00,1.0,-1.1,-5.8,4.0,0.59,1.0
101,2021-11-02 05:00:00,1.2,-1.0,-6.1,3.9,0.91,1.37
102,2021-11-02 06:00:00,1.0,-1.3,-6.4,3.8,1.69,2.22
103,2021-11-02 07:00:00,1.2,-1.0,-5.8,4.0,2.55,3.18
104,2021-11-02 08:00:00,1.0,-1.0,-5.6,4.0,4.74,5.45
105,2021-11-02 09:00:00,1.4,-0.5,-4.7,4.3,2.83,3.31
106,2021-11-02 10:00:00,1.6,-0.2,-4.0,4.6,3.97,4.62
107,2021-11-02 11:00:00,2.0,0.0,-3.9,4.6,6.18,7.06
108,2021-11-02 12:00:00,2.3,0.0,-4.6,4.3,5.5,6.21
109,2021-11-02 13:00:00,2.1,0.0,-4.5,4.4,6.33,7.14
110,2021-11-02 14:00:00,2.1,-0.2,-4.9,4.2,6.42,7.31
111,2021-11-02 15:00:00,2.0,-0.1,-4.3,4.5,6.16,7.22
112,2021-11-02 16:00:00,1.9,-0.2,-4.4,4.4,24.81,30.11
113,2021-11-02 17:00:00,1.9,-0.1,-4.3,4.4,15.9,17.78
114,2021-11-02 18:00:00,2.0,0.0,-4.2,4.5,15.15,17.05
115,2021-11-02 19:00:00,2.0,0.0,-4.1,4.5,15.23,16.86
116,2021-11-02 20:00:00,2.0,-0.1,-4.2,4.5,16.52,18.32
117,2021-11-02 21:00:00,1.9,-0.1,-4.4,4.4,11.24,12.56
118,2021-11-02 22:00:00,1.9,-0.2,-4.5,4.4,7.51,8.49
119,2021-11-02 23:00:00,1.8,-0.3,-4.6,4.3,6.69,7.5
120,2021-12-02 00:00:00,1.9,-0.2,-4.3,4.4,5.1,6.32
121,2021-12-02 01:00:00,1.9,0.0,-3.9,4.6,3.13,4.04
122,2021-12-02 02:00:00,2.0,0.1,-3.6,4.7,2.25,3.04
123,2021-12-02 03:00:00,2.0,0.2,-3.4,4.7,1.13,1.69
124,2021-12-02 04:00:00,2.1,0.2,-3.5,4.7,1.41,1.94
125,2021-12-02 05:00:00,2.1,0.3,-3.2,4.8,2.27,2.85
126,2021-12-02 06:00:00,2.2,0.3,-3.3,4.8,0.62,1.03
127,2021-12-02 07:00:00,2.3,0.3,-3.9,4.6,1.55,2.06
128,2021-12-02 08:00:00,2.5,0.3,-4.2,4.5,1.83,2.34
129,2021-12-02 09:00:00,2.9,0.5,-4.5,4.4,3.27,3.97
130,2021-12-02 10:00:00,3.4,0.7,-4.7,4.3,4.55,5.15
131,2021-12-02 11:00:00,3.8,0.8,-5.6,4.0,4.64,5.29
132,2021-12-02 12:00:00,4.4,1.0,-6.3,3.8,6.01,6.96
133,2021-12-02 13:00:00,4.6,1.1,-6.0,3.9,9.93,11.44
134,2021-12-02 14:00:00,4.8,1.4,-5.5,4.0,12.18,14.34
135,2021-12-02 15:00:00,4.5,1.1,-5.9,3.9,6.63,7.81
136,2021-12-02 16:00:00,4.2,1.0,-5.7,4.0,8.3,9.64
137,2021-12-02 17:00:00,3.8,1.1,-4.2,4.5,9.15,10.51
138,2021-12-02 18:00:00,3.6,1.0,-4.1,4.5,8.62,9.9
139,2021-12-02 19:00:00,3.3,0.9,-3.8,4.6,12.38,13.96
140,2021-12-02 20:00:00,2.9,0.6,-3.8,4.6,7.95,9.04
141,2021-12-02 21:00:00,2.3,0.3,-3.7,4.6,2.55,3.08
142,2021-12-02 22:00:00,1.8,0.0,-3.9,4.6,0.46,0.74
143,2021-12-02 23:00:00,1.5,-0.2,-3.7,4.6,0.69,0.96
144,2021-10-03 00:00:00,10.1,8.9,7.7,10.5,0.18,0.54
145,2021-10-03 01:00:00,9.7,9.1,8.5,11.1,0.13,0.49
146,2021-10-03 02:00:00,8.2,7.7,7.0,10.0,0.1,0.38
147,2021-10-03 03:00:00,8.2,7.5,6.7,9.8,0.1,0.3
148,2021-10-03 04:00:00,8.0,7.4,6.7,9.8,0.1,0.37
149,2021-10-03 05:00:00,7.8,7.2,6.4,9.6,0.1,0.46
150,2021-10-03 06:00:00,7.5,6.8,5.9,9.3,0.1,0.34
151,2021-10-03 07:00:00,7.5,7.0,6.5,9.7,0.1,0.52
152,2021-10-03 08:00:00,7.3,7.0,6.6,9.7,0.1,0.48
153,2021-10-03 09:00:00,8.0,7.4,6.6,9.8,1.11,1.63
154,2021-10-03 10:00:00,8.6,7.8,6.9,10.0,0.23,0.61
155,2021-10-03 11:00:00,9.4,8.8,8.1,10.8,0.09,0.37
156,2021-10-03 12:00:00,10.7,10.0,9.2,11.7,0.08,0.22
157,2021-10-03 13:00:00,11.3,10.5,9.7,12.1,0.09,0.28
158,2021-10-03 14:00:00,12.4,11.3,10.2,12.4,1.18,1.54
159,2021-10-03 15:00:00,13.0,11.6,10.4,12.6,0.39,0.71
160,2021-10-03 16:00:00,13.3,11.1,8.9,11.4,1.4,1.85
161,2021-10-03 17:00:00,11.7,10.4,9.0,11.5,2.6,3.26
162,2021-10-03 18:00:00,10.9,9.7,8.5,11.1,2.24,2.96
163,2021-10-03 19:00:00,11.3,9.4,7.3,10.2,1.83,2.42
164,2021-10-03 20:00:00,10.1,8.1,5.8,9.2,2.07,2.67
165,2021-10-03 21:00:00,10.1,7.7,4.7,8.5,1.09,1.62
166,2021-10-03 22:00:00,9.7,7.7,5.2,8.9,1.16,1.7
167,2021-10-03 23:00:00,9.4,7.5,5.1,8.8,0.84,1.33
168,2021-11-03 00:00:00,9.4,7.5,5.2,8.8,6.41,7.22
169,2021-11-03 01:00:00,8.9,7.6,6.0,9.3,5.66,6.53
170,2021-11-03 02:00:00,8.5,7.8,6.9,9.9,3.05,3.73
171,2021-11-03 03:00:00,9.0,8.4,7.8,10.5,3.31,3.82
172,2021-11-03 04:00:00,7.5,6.4,5.0,8.7,0.64,1.05
173,2021-11-03 05:00:00,6.4,5.1,3.3,7.8,0.54,0.86
174,2021-11-03 06:00:00,6.2,4.8,2.8,7.5,2.46,2.84
175,2021-11-03 07:00:00,5.8,4.5,2.5,7.3,1.15,1.52
176,2021-11-03 08:00:00,5.6,4.0,1.7,6.9,0.92,1.32
177,2021-11-03 09:00:00,5.9,4.3,1.9,7.0,0.65,1.1
178,2021-11-03 10:00:00,6.3,4.5,2.0,7.1,0.51,0.92
179,2021-11-03 11:00:00,7.2,5.1,2.2,7.2,1.45,2.01
180,2021-11-03 12:00:00,8.2,5.9,2.9,7.5,1.05,1.43
181,2021-11-03 13:00:00,4.9,4.1,2.9,7.5,1.05,1.33
182,2021-11-03 14:00:00,7.0,5.4,3.1,7.6,0.74,1.02
183,2021-11-03 15:00:00,5.6,4.7,3.6,7.9,8.38,9.7
184,2021-11-03 16:00:00,7.5,5.4,2.4,7.3,4.57,5.19
185,2021-11-03 17:00:00,6.9,4.6,1.1,6.6,8.36,9.43
186,2021-11-03 18:00:00,6.1,4.2,1.4,6.7,6.31,7.37
187,2021-11-03 19:00:00,2.9,2.4,1.7,6.9,8.72,9.92
188,2021-11-03 20:00:00,3.6,3.1,2.3,7.2,3.92,4.71
189,2021-11-03 21:00:00,4.2,3.2,1.6,6.9,8.61,9.78
190,2021-11-03 22:00:00,4.1,3.1,1.5,6.8,5.54,6.44
191,2021-11-03 23:00:00,4.4,3.4,1.9,7.0,4.53,5.38
192,2021-12-03 00:00:00,4.6,3.6,2.0,7.1,0.97,1.2
193,2021-12-03 01:00:00,3.9,3.1,1.9,7.0,3.94,4.32
194,2021-12-03 02:00:00,3.7,3.1,2.2,7.2,1.91,2.16
195,2021-12-03 03:00:00,4.1,3.6,2.7,7.4,0.05,0.07
196,2021-12-03 04:00:00,4.4,3.7,2.7,7.4,0.17,0.61
197,2021-12-03 05:00:00,1.6,1.3,0.7,6.4,0.52,1.23
198,2021-12-03 06:00:00,2.1,1.7,1.1,6.6,1.39,2.42
199,2021-12-03 07:00:00,2.8,2.2,1.3,6.7,2.61,3.57
200,2021-12-03 08:00:00,3.7,3.0,1.8,7.0,3.36,4.44
201,2021-12-03 09:00:00,4.8,3.8,2.2,7.2,4.48,5.6
202,2021-12-03 10:00:00,6.3,4.8,2.5,7.3,5.62,7.13
203,2021-12-03 11:00:00,7.8,5.3,1.6,6.8,5.12,6.63
204,2021-12-03 12:00:00,8.4,5.6,1.5,6.8,6.06,7.61
205,2021-12-03 13:00:00,8.3,5.7,2.0,7.0,10.4,12.25
206,2021-12-03 14:00:00,7.7,5.6,2.6,7.4,8.04,9.54
207,2021-12-03 15:00:00,8.4,5.9,2.5,7.3,11.44,13.23
208,2021-12-03 16:00:00,7.8,5.7,2.7,7.4,12.66,14.7
209,2021-12-03 17:00:00,7.5,5.5,2.7,7.4,20.44,23.7
210,2021-12-03 18:00:00,6.5,5.3,3.9,8.0,14.74,17.0
211,2021-12-03 19:00:00,6.2,5.2,3.9,8.1,15.05,17.38
212,2021-12-03 20:00:00,6.5,5.1,3.1,7.6,9.06,10.74
213,2021-12-03 21:00:00,5.5,4.8,3.8,8.0,10.43,12.07
214,2021-12-03 22:00:00,4.4,3.7,2.6,7.4,8.24,9.52
215,2021-12-03 23:00:00,4.3,3.3,1.9,7.0,3.56,4.34
216,2021-10-04 00:00:00,0.4,-0.9,-3.7,4.7,0.66,1.07
217,2021-10-04 01:00:00,-0.3,-1.2,-3.1,4.9,0.53,0.96
218,2021-10-04 02:00:00,-1.3,-2.0,-3.3,4.8,0.29,0.62
219,2021-10-04 03:00:00,-2.0,-2.5,-3.5,4.7,0.18,0.48
220,2021-10-04 04:00:00,-2.8,-3.1,-4.0,4.5,0.2,0.51
221,2021-10-04 05:00:00,-2.5,-2.9,-3.8,4.6,0.1,0.39
222,2021-10-04 06:00:00,-2.5,-2.9,-3.7,4.6,0.15,0.51
223,2021-10-04 07:00:00,-0.6,-1.2,-2.4,5.1,0.14,0.46
224,2021-10-04 08:00:00,2.3,0.9,-1.5,5.5,0.07,0.35
225,2021-10-04 09:00:00,4.7,2.5,-1.2,5.6,0.09,0.34
226,2021-10-04 10:00:00,6.0,3.0,-2.2,5.2,0.12,0.41
227,2021-10-04 11:00:00,6.1,3.0,-2.7,5.0,0.15,0.49
228,2021-10-04 12:00:00,6.8,3.6,-1.8,5.3,0.18,0.5
229,2021-10-04 13:00:00,7.9,3.9,-3.2,4.8,0.09,0.4
230,2021-10-04 14:00:00,6.8,3.8,-1.1,5.6,0.1,0.22
231,2021-10-04 15:00:00,7.3,3.4,-3.4,4.7,0.34,0.53
232,2021-10-04 16:00:00,7.1,3.4,-3.1,4.9,0.12,0.27
233,2021-10-04 17:00:00,4.7,2.7,-0.5,5.9,0.62,0.88
234,2021-10-04 18:00:00,4.2,2.8,0.6,6.4,2.4,2.93
235,2021-10-04 19:00:00,3.7,2.5,0.5,6.3,3.53,4.15
236,2021-10-04 20:00:00,1.3,0.7,-0.5,5.9,5.29,5.98
237,2021-10-04 21:00:00,0.9,0.4,-0.4,5.9,5.19,5.81
238,2021-10-04 22:00:00,0.9,0.4,-0.4,5.9,2.92,3.23
239,2021-10-04 23:00:00,0.5,0.0,-1.1,5.7,0.27,0.42
240,2021-11-04 00:00:00,-0.1,-0.6,-1.4,5.5,3.13,3.79
241,2021-11-04 01:00:00,-0.3,-0.8,-1.7,5.4,3.11,3.86
242,2021-11-04 02:00:00,-0.9,-1.4,-2.3,5.1,1.31,1.84
243,2021-11-04 03:00:00,-1.0,-1.6,-2.7,5.0,0.5,0.94
244,2021-11-04 04:00:00,-1.1,-1.7,-2.8,5.0,0.25,0.6
245,2021-11-04 05:00:00,-2.0,-2.4,-3.3,4.8,0.65,0.99
246,2021-11-04 06:00:00,-2.1,-2.5,-3.3,4.8,2.28,2.69
247,2021-11-04 07:00:00,-0.4,-0.9,-2.0,5.3,0.28,0.63
248,2021-11-04 08:00:00,2.3,1.1,-1.2,5.6,0.76,1.16
249,2021-11-04 09:00:00,4.4,2.6,-0.5,5.9,0.95,1.44
250,2021-11-04 10:00:00,6.2,3.5,-1.0,5.7,0.82,1.23
251,2021-11-04 11:00:00,6.6,3.1,-3.3,4.8,1.0,1.53
252,2021-11-04 12:00:00,7.6,3.7,-3.2,4.8,0.26,0.58
253,2021-11-04 13:00:00,8.8,4.2,-3.7,4.6,0.1,0.38
254,2021-11-04 14:00:00,8.6,4.4,-2.8,5.0,0.21,0.41
255,2021-11-04 15:00:00,8.2,4.4,-2.1,5.2,13.32,15.47
256,2021-11-04 16:00:00,7.9,4.3,-1.7,5.4,10.39,11.54
257,2021-11-04 17:00:00,6.0,3.9,0.5,6.4,26.3,29.77
258,2021-11-04 18:00:00,6.3,4.2,1.1,6.6,11.89,13.37
259,2021-11-04 19:00:00,4.7,3.9,2.7,7.4,7.26,8.42
260,2021-11-04 20:00:00,4.3,3.7,2.9,7.5,8.66,9.66
261,2021-11-04 21:00:00,4.0,3.5,2.7,7.4,7.62,8.62
262,2021-11-04 22:00:00,3.5,3.1,2.5,7.3,5.85,6.7
263,2021-11-04 23:00:00,3.7,3.3,2.8,7.5,4.02,4.83
264,2021-12-04 00:00:00,3.9,3.6,3.1,7.6,0.27,0.69
265,2021-12-04 01:00:00,4.2,3.9,3.4,7.8,0.51,1.13
266,2021-12-04 02:00:00,3.8,3.2,2.4,7.3,0.96,1.92
267,2021-12-04 03:00:00,3.4,3.0,2.2,7.2,0.71,1.53
268,2021-12-04 04:00:00,3.2,2.9,2.5,7.3,0.31,0.87
269,2021-12-04 05:00:00,3.6,3.2,2.7,7.4,0.11,0.42
270,2021-12-04 06:00:00,3.9,3.6,3.2,7.7,0.14,0.49
271,2021-12-04 07:00:00,4.3,3.9,3.4,7.8,0.24,0.74
272,2021-12-04 08:00:00,5.3,4.6,3.8,8.0,0.96,1.73
273,2021-12-04 09:00:00,6.5,5.4,3.9,8.1,1.11,1.97
274,2021-12-04 10:00:00,7.5,5.9,3.8,8.0,1.29,2.05
275,2021-12-04 11:00:00,8.0,6.2,3.9,8.0,1.46,2.16
276,2021-12-04 12:00:00,8.9,6.6,3.4,7.8,1.29,1.88
277,2021-12-04 13:00:00,10.4,7.0,2.3,7.2,3.4,4.22
278,2021-12-04 14:00:00,8.9,6.7,3.8,8.0,5.53,6.6
279,2021-12-04 15:00:00,7.7,6.5,5.0,8.7,5.36,6.37
280,2021-12-04 16:00:00,8.1,7.0,5.6,9.1,6.02,7.01
281,2021-12-04 17:00:00,8.3,7.0,5.5,9.0,10.34,12.02
282,2021-12-04 18:00:00,7.8,6.7,5.4,9.0,11.68,13.48
283,2021-12-04 19:00:00,7.2,6.4,5.4,9.0,12.6,14.28
284,2021-12-04 20:00:00,6.5,5.8,4.9,8.6,15.14,17.22
285,2021-12-04 21:00:00,5.7,5.3,4.8,8.6,13.31,15.47
286,2021-12-04 22:00:00,4.9,4.5,4.0,8.1,6.99,8.2
287,2021-12-04 23:00:00,5.2,4.8,4.2,8.2,6.78,8.06
288,2021-10-05 00:00:00,10.1,8.8,7.2,10.2,0.7,0.88
289,2021-10-05 01:00:00,9.7,8.5,7.1,10.1,2.94,3.27
290,2021-10-05 02:00:00,9.7,8.4,6.8,9.9,4.14,4.52
291,2021-10-05 03:00:00,9.9,8.4,6.8,9.9,3.26,3.74
292,2021-10-05 04:00:00,10.1,8.6,6.9,10.0,3.21,3.7
293,2021-10-05 05:00:00,10.1,8.8,7.4,10.3,4.2,4.84
294,2021-10-05 06:00:00,10.4,8.8,7.0,10.0,0.84,1.24
295,2021-10-05 07:00:00,11.3,9.6,7.9,10.6,0.46,0.81
296,2021-10-05 08:00:00,12.6,9.9,7.0,10.0,0.19,0.4
297,2021-10-05 09:00:00,12.2,9.9,7.4,10.3,0.1,0.3
298,2021-10-05 10:00:00,14.2,11.0,7.9,10.6,0.61,0.82
299,2021-10-05 11:00:00,14.2,11.2,8.2,10.8,2.94,4.01
300,2021-10-05 12:00:00,14.7,11.7,8.8,11.4,0.43,0.71
301,2021-10-05 13:00:00,15.8,12.0,8.4,11.0,0.38,0.68
302,2021-10-05 14:00:00,14.6,11.0,7.5,10.3,1.0,1.36
303,2021-10-05 15:00:00,14.2,10.6,6.8,9.9,1.31,1.69
304,2021-10-05 16:00:00,10.6,10.0,9.5,11.8,5.01,5.73
305,2021-10-05 17:00:00,11.1,9.7,8.3,10.9,1.54,2.08
306,2021-10-05 18:00:00,10.9,9.6,8.1,10.8,6.82,7.89
307,2021-10-05 19:00:00,9.8,9.1,8.4,11.0,1.75,2.24
308,2021-10-05 20:00:00,9.6,8.7,7.7,10.5,2.66,3.26
309,2021-10-05 21:00:00,9.6,8.4,7.0,10.0,3.7,4.32
310,2021-10-05 22:00:00,9.3,8.0,6.4,9.6,4.21,4.87
311,2021-10-05 23:00:00,9.0,7.4,5.4,9.0,3.51,4.09
312,2021-11-05 00:00:00,8.4,6.8,4.8,8.6,5.59,6.58
313,2021-11-05 01:00:00,8.3,6.5,4.3,8.3,5.23,6.3
314,2021-11-05 02:00:00,7.6,6.1,4.1,8.2,4.01,4.82
315,2021-11-05 03:00:00,7.6,5.8,3.3,7.7,4.6,5.47
316,2021-11-05 04:00:00,7.3,5.6,3.3,7.7,2.84,3.48
317,2021-11-05 05:00:00,6.6,5.1,3.1,7.6,2.07,2.78
318,2021-11-05 06:00:00,7.7,6.1,3.9,8.1,1.17,1.65
319,2021-11-05 07:00:00,10.3,7.4,3.8,8.0,1.34,1.79
320,2021-11-05 08:00:00,11.7,8.1,3.6,7.9,1.3,1.84
321,2021-11-05 09:00:00,11.9,8.0,2.9,7.5,1.05,1.51
322,2021-11-05 10:00:00,13.2,8.5,2.5,7.3,1.3,1.81
323,2021-11-05 11:00:00,13.2,8.9,3.7,8.0,3.35,3.88
324,2021-11-05 12:00:00,13.9,8.8,2.2,7.2,3.13,3.63
325,2021-11-05 13:00:00,14.1,9.5,4.0,8.2,3.69,4.16
326,2021-11-05 14:00:00,15.1,9.2,1.8,6.9,3.18,3.86
327,2021-11-05 15:00:00,15.1,9.7,3.2,7.7,4.13,4.84
328,2021-11-05 16:00:00,14.4,9.7,4.4,8.4,5.02,5.64
329,2021-11-05 17:00:00,13.9,9.8,5.3,8.9,5.85,6.51
330,2021-11-05 18:00:00,11.5,8.6,5.0,8.7,6.7,7.32
331,2021-11-05 19:00:00,10.6,8.5,6.0,9.4,8.33,9.13
332,2021-11-05 20:00:00,9.6,8.1,6.5,9.7,5.59,6.25
333,2021-11-05 21:00:00,8.9,7.7,6.2,9.5,4.22,4.79
334,2021-11-05 22:00:00,7.2,6.4,5.4,9.0,8.08,9.12
335,2021-11-05 23:00:00,5.9,5.5,5.0,8.7,4.86,5.38
336,2021-12-05 00:00:00,4.9,4.6,4.0,8.2,2.42,3.16
337,2021-12-05 01:00:00,3.9,3.5,3.1,7.6,1.09,1.62
338,2021-12-05 02:00:00,3.5,3.2,2.9,7.5,0.36,0.87
339,2021-12-05 03:00:00,3.6,3.4,3.1,7.6,0.63,1.14
340,2021-12-05 04:00:00,2.8,2.6,2.3,7.2,0.94,1.45
341,2021-12-05 05:00:00,3.2,3.0,2.8,7.5,0.52,0.96
342,2021-12-05 06:00:00,5.6,5.4,5.1,8.8,0.49,0.88
343,2021-12-05 07:00:00,8.0,7.1,6.1,9.4,0.43,0.81
344,2021-12-05 08:00:00,9.2,7.5,5.3,8.9,0.2,0.59
345,2021-12-05 09:00:00,10.9,8.2,4.9,8.6,0.5,1.02
346,2021-12-05 10:00:00,11.2,7.9,3.8,8.0,1.87,2.46
347,2021-12-05 11:00:00,11.6,8.1,3.7,8.0,0.97,1.51
348,2021-12-05 12:00:00,11.7,8.4,4.4,8.4,2.99,3.74
349,2021-12-05 13:00:00,11.7,8.4,4.6,8.5,10.65,12.03
350,2021-12-05 14:00:00,12.1,8.8,5.0,8.7,10.51,12.02
351,2021-12-05 15:00:00,11.6,8.8,5.5,9.0,11.68,13.23
352,2021-12-05 16:00:00,10.8,8.6,5.9,9.3,31.32,37.34
